# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Quechua (qu)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
|-----------|---------|-----------------|-------------|-------------|------------------|
| chiqaq | chiqaq simi | chiqaq simi | true word, truthful speech | Fixed expression for truthful or honest speech. Common in contexts emphasizing verbal honesty and accurate reporting. | [CORE] |
| chiqaq | chiqaq runa | chiqaq runa | true person, genuine person, honest person | Expression for an authentic or honest person. Used to characterize someone as genuinely truthful or authentic in character. | [CORE] |
| chiqaq | chiqaqta rimay | chiqaqta rimay | to speak truthfully, to tell the truth | Common construction for the act of speaking truthfully. Very frequent in everyday discourse about honest communication. | [CORE] |
| chiqaq | chiqaqta willakuy | chiqaqta willakuy | to tell the truth, to report truthfully | Expression for truthful reporting or narration. Common in contexts of testimony and accurate reporting. | [CORE] |
| chiqaq | chiqaqmanta rimay | chiqaqmanta rimay | to speak from truth, to speak truly | Emphasizes speaking from a basis of truth. Used when stressing the truthful foundation of one's speech. | [CORE] |
| chiqaq | chiqaq yachay | chiqaq yachay | true knowledge, genuine knowledge | Expression distinguishing genuine knowledge from false belief or opinion. Used in epistemic contexts. | [CORE] |
| chiqaq | chiqaq ñan | chiqaq ñan | true path, right way | Metaphorical expression for the correct or proper course of action. Common in moral and practical guidance contexts. | [CORE] |
| llulla | llulla simi | llulla simi | lying words, false speech, lies | Fixed expression for dishonest speech or lies. Common in accusations or descriptions of dishonest communication. | [CORE] |
| llulla | llulla runa | llulla runa | liar, dishonest person | Expression characterizing someone as a liar or dishonest person. Used as character assessment or accusation. | [CORE] |
| llulla | llullata rimay | llullata rimay | to speak lies, to lie | Common construction for the act of lying or speaking falsely. Frequent in everyday discourse about dishonesty. | [CORE] |
| llulla | llulla willakuy | llulla willakuy | to tell lies, to give false reports | Expression for false reporting or lying narration. Used in contexts of dishonest testimony. | [CORE] |
| llulla | llulla yachay | llulla yachay | false knowledge, mistaken belief | Expression for false or mistaken beliefs presented as knowledge. Used in epistemic contexts to distinguish false from true knowledge. | [CORE] |
| allin | allin runa | allin runa | good person, virtuous person | Common expression for a morally good or virtuous person. Very frequent in character assessments. | [CORE] |
| allin | allin kawsay | allin kawsay | good life, proper living, well-being | Important cultural concept referring to living well or proper way of life. Central to Andean ethical and social philosophy. | [CORE] |
| allin | allinta ruway | allinta ruway | to do well, to do properly | Very common construction for doing something properly or correctly. Used across practical, moral, and technical contexts. | [CORE] |
| allin | allinta yachay | allinta yachay | to know well, to understand properly | Expression for thorough or proper knowledge. Used when emphasizing complete or correct understanding. | [CORE] |
| allin | allin simi | allin simi | good words, proper speech, kind words | Expression for proper, kind, or appropriate speech. Used in contexts of polite or morally good communication. | [CORE] |
| allin | allin yuyay | allin yuyay | good thought, right thinking, good judgment | Expression for proper thinking or good judgment. Used in contexts of mental/moral evaluation. | [CORE] |
| allin | allin sunqu | allin sunqu | good heart, kind-hearted | Expression for moral goodness centered in the heart/emotions. Common in character assessments emphasizing kindness. | [CORE] |
| allin | allin qhaway | allin qhaway | to look favorably, to regard well | Expression for viewing something or someone favorably. Used in contexts of positive evaluation or approval. | [CORE] |
| allin | allinpi kachkay / allinpi kay | allinpi kachkay / allinpi kay | to be in good (health), to be well | Standard expression for being in good health or good condition. Very common in greetings and health inquiries. | [CORE] |
| mana allin | mana allin runa | mana allin runa | bad person, person of bad character | Expression for a morally bad or ill-behaved person. Common in negative character assessments. | [CORE] |
| mana allin | mana allin ruway | mana allin ruway | bad deed, wrongdoing, misdeed | Expression for morally wrong actions or misdeeds. Used in moral evaluation of conduct. | [CORE] |
| mana allin | mana allinta ruway | mana allinta ruway | to do badly, to do wrongly | Construction for doing something improperly or incorrectly. Used across practical and moral contexts. | [CORE] |
| mana allin | mana allin simi | mana allin simi | bad words, improper speech, insults | Expression for improper, offensive, or morally bad speech. Used in contexts of verbal misconduct. | [CORE] |
| mana allin | mana allin yuyay | mana allin yuyay | bad thoughts, wrong thinking, evil intentions | Expression for improper thinking or bad intentions. Used in moral/mental evaluation. | [CORE] |
| mana allin | mana allin sunqu | mana allin sunqu | bad heart, ill-intentioned, malicious | Expression for moral badness centered in the heart/emotions. Used for character assessment emphasizing malice. | [CORE] |
| chanin | chanin kay | chanin kay | to be valid, to have legitimacy, to be worthy | Expression for possessing validity or legitimacy. Common in legal and administrative contexts. | [CORE] |
| chanin | chanin runa | chanin runa | person of worth, legitimate person, authorized person | Expression for someone with legitimate standing or authority. Used in social and legal contexts. | [CORE] |
| chanin | chanin qillqa | chanin qillqa | valid document, legitimate writing | Expression for officially valid or legitimate documents. Common in administrative and legal contexts. | [CORE] |
| chanin | mana chanin | mana chanin | invalid, illegitimate, without value | Negated form expressing lack of validity or legitimacy. Used to deny authority or worth. | [CORE] |
| rikch'ay | rikch'ayta qallariy | rikch'ayta qallariy | to begin to resemble, to start looking like | Expression for the beginning of resemblance or similarity. Used when similarity becomes apparent. | [CORE] |
| chiqan | chiqan pacha | chiqan pacha | exact time, right moment, precise time | Expression for the exact or proper time for something. Common in temporal precision contexts. | [CORE] |
| chiqan | chiqan yupay | chiqan yupay | exact count, correct number, accurate calculation | Expression for precise counting or accurate calculation. Used in quantitative contexts. | [CORE] |
| pantay | pantayta ruway | pantayta ruway | to make a mistake, to commit an error | Common construction for making errors or mistakes. Used across practical and moral contexts. | [CORE] |
| pantay | pantay ñan | pantay ñan | wrong path, mistaken way, error | Metaphorical expression for taking the wrong course or making an error. Used in moral and practical guidance. | [CORE] |
| pantay | pantaypi kay | pantaypi kay | to be in error, to be mistaken | Expression for being in a state of error or mistake. Common in epistemic contexts. | [CORE] |
| pantasqa | pantasqa yuyay | pantasqa yuyay | mistaken thought, erroneous belief | Expression for false or mistaken beliefs. Used in epistemic evaluation. | [CORE] |
| pantasqa | pantasqa runa | pantasqa runa | mistaken person, person in error | Expression characterizing someone as being in error or mistaken. Used in epistemic contexts. | [CORE] |
| sut'i | sut'i kay | sut'i kay | to be clear, to be evident, to be obvious | Expression for something being clear or evident. Very common in contexts of clarity and understanding. | [CORE] |
| sut'i | sut'ita rikuy | sut'ita rikuy | to see clearly, to perceive clearly | Expression for clear perception or understanding. Used in epistemic contexts. | [CORE] |
| sut'i | sut'ita yachay | sut'ita yachay | to know clearly, to understand clearly | Expression for clear or certain knowledge. Used when emphasizing epistemic clarity. | [CORE] |
| sut'i | sut'ita willakuy | sut'ita willakuy | to explain clearly, to tell clearly | Expression for clear explanation or narration. Common in instructional and communicative contexts. | [CORE] |
| sut'i | sut'i simi | sut'i simi | clear speech, plain language | Expression for clear or straightforward speech. Used when emphasizing clarity of communication. | [CORE] |
| paqta | paqta chayay | paqta chayay | to arrive exactly (on time), to arrive at the right moment | Expression for arriving at precisely the right time. Common in temporal contexts. | [CORE] |
| paqta | paqta tupuy | paqta tupuy | to measure exactly, to fit precisely | Expression for exact measurement or precise fitting. Used in contexts of precision and accuracy. | [CORE] |
| yachay | yachayta munay | yachayta munay | to want to know, to desire knowledge | Expression for the desire to know or learn. Common in educational and epistemic contexts. | [CORE] |
| yachay | yachay wasi | yachay wasi | house of knowledge, school | Standard expression for school or educational institution. Very common in educational contexts. | [CORE] |
| yachay | yachayniyuq kay | yachayniyuq kay | to have knowledge, to be knowledgeable | Expression for possessing knowledge or being educated. Used in epistemic assessments. | [CORE] |
| yachay | allinta yachay | allinta yachay | to know well, to understand thoroughly | Expression for thorough or complete knowledge. Common when emphasizing depth of understanding. | [CORE] |
| yachay | mana yachay | mana yachay | to not know, ignorance | Expression for lack of knowledge or ignorance. Very common in epistemic contexts. | [CORE] |
| yachay | yachay atiy | yachay atiy | to be able to know, to have capacity for knowledge | Expression for epistemic capacity or ability to know. Used in contexts of cognitive ability. | [CORE] |
