| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
|---|---|---|---|---|---|
| Predicate-initial verbless clause: truth-adjective + ang-phrase / pronoun | *Totoo ang balita.* | Totoo ang balita. | "The news is true." | The unmarked, default declarative structure for truth-predication across all registers from casual speech to formal writing. No restriction on which truth-domain adjective occupies the predicate slot; the construction is fully productive across the truth-domain set. | [CORE] |
| Predicate-initial verbless clause: truth-adjective + ang-phrase / pronoun | *Tama ang sagot mo.* | Tama ang sagot mo. | "Your answer is correct." | Equally natural in spoken and written registers; *tama* is among the highest-frequency items in this slot. Equally natural with *mali*, *tunay*, *tapat*, *huwad*, *kredible*. | [CORE] |
| Predicate-initial verbless clause: truth-adjective + ang-phrase / pronoun | *Tama ang sagot niya.* | Tama ang sagot niya. | "His/her answer is correct." | Equally unmarked; used in evaluative contexts from casual correction to formal assessment. | [CORE] |
| Predicate-initial verbless clause: truth-adjective + ang-phrase / pronoun | *Totoo iyan.* | Totoo iyan | "That is true." | The unmarked structure for truth-predication across all registers; no restrictions on formality or context are attested. | [CORE] |
| Predicate-initial verbless clause: truth-adjective + ang-phrase / pronoun | *Mali ang sagot.* | Mali ang sagot | "The answer is wrong / incorrect." | Equally unmarked; used in evaluative contexts from casual correction to formal assessment. | [CORE] |
| Hindi + truth-adjective + ang-phrase / pronoun | *Hindi totoo ang alegasyon.* | Hindi totoo ang alegasyon. | "The allegation is not true." | *Hindi* negation of predicative truth-domain adjectives is fully productive and attested in news, legal, and everyday discourse. The clitic variant *di-* (e.g., *di-tunay*, *di-lehitimo*) is restricted to formal written registers and is typically hyphenated. | [CORE] |
| Hindi + truth-adjective + ang-phrase / pronoun | *Hindi tapat ang kanyang mga salita.* | Hindi tapat ang kanyang mga salita. | "His/her words are not honest." | No restriction observed; *hindi* + truth-domain adjective applies across the full P1 inventory in this construction. | [CORE] |
| Hindi + truth-adjective + ang-phrase / pronoun | *Hindi totoo iyan.* | Hindi totoo iyan | "That is not true / That is false." | Standard negation of truth-predication; no register restrictions attested. | [CORE] |
| Hindi + truth-adjective + ang-phrase / pronoun | *Hindi totoo ang kanyang sinabi.* | Hindi totoo ang kanyang sinabi. | "What he/she said is not true." | The standard negation of adjectival predicates; used in all registers. Applies to *hindi tama*, *hindi tunay*, *hindi tapat*, etc. | [CORE] |
| Hindi + truth-adjective + ang-phrase / pronoun | *Hindi mali ang ginawa mo.* | Hindi mali ang ginawa mo | "What you did was not wrong." | The combination *hindi mali* is noted to carry a hedging or defensive nuance beyond simple negation; this pragmatic loading is observable but not invariable. | [CORE] |
| Wala + -ng + truth-nominal + ang + NP | *Walang katotohanan ang akusasyon.* | Walang katotohanan ang akusasyon. | "The accusation has no truth to it." | Existential negation with abstract nominals; structurally distinct from *hindi* negation and not interchangeable with it. Restricted to nominal (not adjectival) truth-terms. | [CORE] |
