# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Korean (ko)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| 진실 (jinsil) | 진실하다 (jinsilhada) | jinsilhada | 진실 + 하다 (truth + do/be) | to be truthful, to be true | Adjectival verb describing truthful character or statements. Common in both written and spoken contexts, e.g., "진실한 사람" (truthful person). | [CORE] |
| 진실 (jinsil) | 진실되다 (jinsildoeda) | jinsildoeda | 진실 + 되다 (truth + become) | to be truthful, to be sincere | Adjectival verb emphasizing inherent truthful quality. Slightly more formal/literary than 진실하다. Used in "진실된 마음" (sincere heart). | [CORE] |
| 진실 (jinsil) | 진실로 (jinsilro) | jinsilro | 진실 + 로 (truth + instrumental/manner suffix) | truly, truthfully, sincerely | Adverbial form used to modify verbs or entire clauses. Common in formal speech and writing, e.g., "진실로 감사합니다" (I truly thank you). | [CORE] |
| 진실 (jinsil) | 진실히 (jinsilhi) | jinsilhi | 진실 + 히 (truth + adverbial suffix) | truthfully, sincerely | Adverbial form, somewhat more formal than 진실로. Used in written and formal spoken contexts. | [CORE] |
| 거짓 (geojit) | 거짓되다 (geojitdoeda) | geojitdoeda | 거짓 + 되다 (false + become) | to be false, to be deceitful | Adjectival verb describing false or deceitful nature. Used in "거짓된 증언" (false testimony). | [CORE] |
| 거짓 (geojit) | 거짓으로 (geojiseuro) | geojiseuro | 거짓 + 으로 (false + instrumental/manner suffix) | falsely, deceitfully | Adverbial form indicating manner of action. Common in "거짓으로 말하다" (to speak falsely). | [CORE] |
| 사실 (sasil) | 사실상 (sasilsang) | sasilsang | 사실 + 상 (fact + on/upon) | in fact, actually, virtually | Adverbial expression meaning "in actual fact" or "virtually." Very common in formal and informal discourse to mark factual reality versus appearance. | [CORE] |
| 사실 (sasil) | 사실적 (sasiljeok) | sasiljeok | 사실 + 적 (fact + -tic/-al suffix) | factual, realistic | Adjectival form describing factual or realistic quality. Common in "사실적 묘사" (realistic description). | [CORE] |
| 사실 (sasil) | 사실로 (sasilro) | sasilro | 사실 + 로 (fact + instrumental suffix) | as a fact, in reality | Adverbial form used to introduce factual statements. Less common than 사실상 but attested in formal writing. | [MARGINAL] |
| 진짜 (jinjja) | 진짜로 (jinjjaro) | jinjjaro | 진짜 + 로 (real + instrumental suffix) | really, genuinely, for real | Colloquial adverbial form used for emphasis. Very common in spoken Korean, e.g., "진짜로?" (Really?). | [CORE] |
| 정확하다 (jeonghwakhada) | 정확히 (jeonghwakhi) | jeonghwakhi | 정확 + 히 (accurate + adverbial suffix) | accurately, precisely, exactly | Adverbial form modifying verbs or adjectives. Very common across all registers, e.g., "정확히 말하다" (to speak accurately). | [CORE] |
| 정확하다 (jeonghwakhada) | 정확성 (jeonghwakseong) | jeonghwakseong | 정확 + 성 (accurate + -ness/-ity suffix) | accuracy, precision | Abstract noun denoting the quality of being accurate. Common in technical, academic, and formal contexts. | [CORE] |
| 정확하다 (jeonghwakhada) | 부정확하다 (bujeonghwakhada) | bujeonghwakhada | 부 + 정확하다 (not/in- + accurate) | to be inaccurate, to be imprecise | Negated form using the Sino-Korean negative prefix 부-. Common in formal and technical writing. | [CORE] |
| 정확하다 (jeonghwakhada) | 부정확성 (bujeonghwakseong) | bujeonghwakseong | 부정확 + 성 (inaccurate + -ness suffix) | inaccuracy, imprecision | Abstract noun for the quality of being inaccurate. Used in technical and analytical contexts. | [CORE] |
| 옳다 (olda) | 옳게 (olge) | olge | 옳- + 게 (right + adverbial suffix) | rightly, correctly, properly | Adverbial form derived from the verb stem. Common in moral and procedural contexts, e.g., "옳게 행동하다" (to act rightly). | [CORE] |
| 옳다 (olda) | 옳음 (oleum) | oleum | 옳- + 음 (right + nominalizing suffix) | rightness, correctness | Nominalized form of the verb. Used in philosophical and moral discourse, e.g., "옳고 그름" (right and wrong). | [CORE] |
| 옳다 (olda) | 옳지 않다 (olji anta) | olji anta | 옳- + 지 않다 (right + not) | to be not right, to be wrong | Standard negation pattern. More common than the positive antonym 그르다 in contemporary usage. | [CORE] |
| 그르다 (geureuda) | 그름 (geureum) | geureum | 그르- + 음 (wrong + nominalizing suffix) | wrongness, error | Nominalized form, primarily in the fixed expression "옳고 그름" (right and wrong). Archaic outside this usage. | [MARGINAL] |
| 틀리다 (teullida) | 틀림없다 (teullimeopda) | teullimeopda | 틀림 + 없다 (mistake + not exist) | to be certain, to be unmistaken, without doubt | Compound expression meaning "certainly" or "without mistake." Very common in both spoken and written Korean, e.g., "틀림없이" (certainly, without fail). | [CORE] |
| 틀리다 (teullida) | 틀림없이 (teullimeobsi) | teullimeobsi | 틀림없- + 이 (certain + adverbial suffix) | certainly, surely, without fail | Adverbial form of 틀림없다. Extremely common across all registers. | [CORE] |
| 맞다 (matda) | 맞게 (matge) | matge | 맞- + 게 (correct + adverbial suffix) | correctly, properly, fittingly | Adverbial form indicating correct manner. Common in instructions and descriptions, e.g., "맞게 하다" (to do correctly). | [CORE] |
| 맞다 (matda) | 맞춤 (matchum) | matchum | 맞- + 춤 (fit + nominalizing suffix) | fitting, customization, tailoring | Nominalized form emphasizing custom fit or adaptation. Common in "맞춤형" (customized type) and "맞춤법" (orthography, literally "correct writing method"). | [CORE] |
| 정직 (jeongjik) | 정직하다 (jeongjikada) | jeongjikada | 정직 + 하다 (honesty + do/be) | to be honest, to be upright | Adjectival verb describing honest character. Very common in character evaluation, e.g., "정직한 사람" (honest person). | [CORE] |
| 정직 (jeongjik) | 정직하게 (jeongjikage) | jeongjikage | 정직하- + 게 (honest + adverbial suffix) | honestly, uprightly | Adverbial form. Common in moral discourse and everyday speech, e.g., "정직하게 말하다" (to speak honestly). | [CORE] |
| 정직 (jeongjik) | 정직성 (jeongjikseong) | jeongjikseong | 정직 + 성 (honesty + -ness suffix) | honesty, integrity (as quality) | Abstract noun emphasizing the quality or trait of honesty. Used in formal evaluation contexts. | [CORE] |
| 정직 (jeongjik) | 부정직하다 (bujeongjikada) | bujeongjikada | 부 + 정직하다 (not/dis- + honest) | to be dishonest | Negated form using Sino-Korean prefix 부-. Common in character criticism and moral evaluation. | [CORE] |
| 정직 (jeongjik) | 부정직 (bujeongjik) | bujeongjik | 부 + 정직 (not/dis- + honesty) | dishonesty | Nominal form of the negation. Used in formal contexts. | [CORE] |
| 솔직 (soljik) | 솔직하다 (soljikada) | soljikada | 솔직 + 하다 (frank + do/be) | to be frank, to be candid | Adjectival verb describing frank communication style. Very common in everyday speech, e.g., "솔직히 말하면" (frankly speaking). | [CORE] |
| 솔직 (soljik) | 솔직히 (soljiki) | soljiki | 솔직 + 히 (frank + adverbial suffix) | frankly, candidly, honestly | Adverbial form, extremely common in spoken Korean as discourse marker. Used to introduce honest statements, e.g., "솔직히" (frankly). | [CORE] |
