# F4 Construction Table — Hebrew (he)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
|------------------|---------|-----------------|-------------|-------------|------------------|
| **1. ATTRIBUTION** | הסיפור אמת | ha-sipur emet | the story is truth/true | Extremely common in all registers. Zero copula in present tense is the default pattern. Demonstrative subjects (*ze*, *zot*) are particularly frequent in evaluative contexts. | [CORE] |
| **1. ATTRIBUTION** | התשובה נכונה | ha-tshuvah nkhonah | the answer is correct | Present tense attribution uses zero copula with direct juxtaposition. Adjectives show gender/number agreement with subject (nkhonah feminine, mezuyaf masculine). | [CORE] |
| **1. ATTRIBUTION** | המסמך מזויף | ha-mismakh mezuyaf | the document is forged | Present tense attribution uses zero copula with direct juxtaposition. Adjectives show gender/number agreement with subject. | [CORE] |
| **1. ATTRIBUTION** | זה שקר | ze sheker | that/this is a lie | Demonstrative subjects (ze, zot) are extremely common in truth-evaluation contexts. Demonstrative + truth-term is the most natural way to evaluate propositions in conversation. | [CORE] |
| **2. NEGATIVE ATTRIBUTION** | זה לא נכון | ze lo nakhon | that's not correct | *Lo* negation is standard in all spoken contexts. Most frequent pattern for denying truth-value claims. | [CORE] |
| **2. NEGATIVE ATTRIBUTION** | הדבר אינו אמת | ha-davar eino emet | the thing is not true | *Ein/eino* is formal/literary. Rare in conversation but appears in written/formal discourse. | [MARGINAL] |
| **2. NEGATIVE ATTRIBUTION** | המידע לא אמין | ha-meyda lo amin | the information is not reliable | *Lo* is the standard colloquial negator. | [CORE] |
| **2. NEGATIVE ATTRIBUTION** | אני לא בטוח | ani lo batuakh | I'm not sure | *Lo* is the standard colloquial negator. | [CORE] |
| **3. ADNOMINAL MODIFICATION** | סיפור אמיתי | sipur amiti | true story | Standard N-Adj order with full agreement. Productive across all truth-domain adjectives. | [CORE] |
| **3. ADNOMINAL MODIFICATION** | מקור אמין | makor amin | reliable source | Standard adjective-noun agreement operates for most terms. | [CORE] |
| **3. ADNOMINAL MODIFICATION** | תשובה נכונה | tshuvah nkhonah | correct answer | Standard adjective-noun agreement operates for most terms. Word order is predominantly N-Adj. | [CORE] |
| **3. ADNOMINAL MODIFICATION** | עד שקר | ed sheker | false witness | Construct state formations (*ed sheker*, *amat midah*) are lexicalized and function as fixed compounds. Not productive—limited to established compounds. | [CORE] |
| **3. ADNOMINAL MODIFICATION** | אמת מידה | amat midah | criterion (lit. "measure of truth") | Construct state formations are lexicalized fixed expressions. Not productive—limited to established compounds. | [CORE] |
| **4. BECOME / INCHOATIVE** | הדבר נעשה ברור | ha-davar ne'esah barur | the thing became clear | True inchoative with truth-terms is uncommon. Change-of-state more naturally expressed through revelation/discovery verbs. | [MARGINAL] |
| **4. BECOME / INCHOATIVE** | האמת התגלתה | ha-emet hitgaltah | the truth was revealed | Verbs of revelation (*hitgalah*, *hitbarar*) are the natural way to express truth emerging. More idiomatic than direct "become" constructions. | [CORE] |
| **5. CAUSATIVE** | הוא הוכיח שזה אמת | hu hokhiakh she-ze emet | he proved that it's true | Periphrastic causatives with *hokhiakh* "prove" are standard. Direct causative stems limited to specific roots. | [CORE] |
| **5. CAUSATIVE** | היא הטעתה אותי | hi hit'atah oti | she misled me | Hif'il causatives productive for roots with truth-domain meanings (*hit'ah* "cause to err," *hitsdik* "justify"). | [CORE] |
| **5. CAUSATIVE** | הם זייפו את המסמך | hem ziyfu et ha-mismakh | they forged the document | Causative constructions use hif'il stem or pi'el intensive stem (*ziyef* "forge/falsify"). | [CORE] |
| **5. CAUSATIVE** | הוא הצדיק את עצמו | hu hitsdik et atsmo | he justified himself | Causative constructions use hif'il stem (*hitsdik* "justify/cause to be right"). | [CORE] |
| **6. ABSTRACT NOMINALIZATION** | אמיתות | amitiyut | authenticity | *-ut* suffix highly productive for creating abstract nouns from adjectives. Standard pattern across registers. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** | נכונות | nekhonut | correctness; readiness | The *-ut* suffix is highly productive for creating abstract nouns from adjectives. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** | אמינות | aminut | reliability | The *-ut* suffix is highly productive for creating abstract nouns from adjectives. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** | כנות | khenut | honesty | The *-ut* suffix is highly productive for creating abstract nouns from adjectives. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** | ודאות | vada'ut | certainty | The *-ut* suffix is highly productive for creating abstract nouns from adjectives. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** | אמת | emet | truth | Root nouns (*emet*, *sheker*, *tsedek*) are basic vocabulary, not derived forms. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** | שקרן | shakran | liar | *-an* suffix for habitual agents is productive and common. Often carries negative connotation. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** | ספקן | safkan | skeptic | The *-an* suffix creates nouns for habitual or characteristic behavior. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** | משקר | meshaker | liar | Participles as agentive nouns are standard. Slightly more neutral/descriptive than *-an* forms. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** | מזייף | mezayef | forger | Participles function as agentive nouns for active agents. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** | מאמין | ma'amin | believer | Participles function as agentive nouns. | [CORE] |
| **8. PREPOSITIONAL ADVERBIALS** | באמת | be-emet | truly, really | Extremely frequent in conversation. *be-* + truth-noun is fully productive and highly idiomatic. | [CORE] |
| **8. PREPOSITIONAL ADVERBIALS** | בצדק | be-tsedek | justly, rightly | The preposition *be-* is extremely productive for creating manner adverbials from truth-domain nouns. | [CORE] |
| **8. PREPOSITIONAL ADVERBIALS** | ביושר | be-yosher | honestly, uprightly | The preposition *be-* is extremely productive for creating manner adverbials from truth-domain nouns. | [CORE] |
| **8. PREPOSITIONAL ADVERBIALS** | בכנות | be-khenut | honestly, sincerely | The preposition *be-* is extremely productive for creating manner adverbials from truth-domain nouns. | [CORE] |
| **8. PREPOSITIONAL ADVERBIALS** | בוודאי | be-vadai | certainly, surely | Among the most common epistemic adverbials in Hebrew. Used constantly in spoken discourse. | [CORE] |
| **8. PREPOSITIONAL ADVERBIALS** | בדיוק | be-diyuk | exactly, precisely | These expressions are among the most frequent in conversational Hebrew. | [CORE] |
| **8. PREPOSITIONAL ADVERBIALS** | בטעות | be-ta'ut | by mistake, mistakenly | The pattern is fully productive and can apply to any appropriate noun in the domain. | [CORE] |
| **9. COMPLEMENTIZER CONSTRUCTIONS** | נכון ש... | nakhon she-... | it's correct that... | Standard pattern for propositional evaluation. Extremely common in all registers. | [CORE] |
| **9. COMPLEMENTIZER CONSTRUCTIONS** | ודאי ש... | vadai she-... | it's certain that... | The complementizer *she-* introduces finite clauses expressing propositions. | [CORE] |
| **9. COMPLEMENTIZER CONSTRUCTIONS** | בטוח ש... | batuakh she-... | sure that... | This construction is extremely common for epistemic evaluation. | [CORE] |
| **9. COMPLEMENTIZER CONSTRUCTIONS** | דומה ש... | domeh she-... | it seems that... | This construction is extremely common for epistemic evaluation. | [CORE] |
| **9. COMPLEMENTIZER CONSTRUCTIONS** | האמת היא ש... | ha-emet hi she-... | the truth is that... | Fixed expression with copula + complementizer. Very frequent discourse marker for introducing corrections or clarifications. | [CORE] |
| **9. COMPLEMENTIZER CONSTRUCTIONS** | עובדה היא ש... | uvdah hi she-... | the fact is that... | Some expressions use copula + *she-*. | [CORE] |
| **10. VERBAL COLLOCATIONS** | לומר את האמת | lomar et ha-emet | to tell the truth | Fixed collocation. *Lomar/ledaber* + *emet/sheker* are the standard verbs for truth-telling/lying. | [CORE] |
