# F2a Derivational Table — Hebrew (he)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| אמת (emet) "truth" | אמיתי (amiti) | amiti | emet + -i (adjectival suffix) | true, genuine, authentic | Adjectival derivation from the noun emet, used to characterize entities as true or genuine. Highly productive in forming attributive descriptions. | [CORE] |
| אמת (emet) "truth" | אמיתות (amitiyut) | amitiyut | amiti + -ut (abstract noun suffix) | authenticity, genuineness | Abstract noun derived from the adjective amiti, denoting the quality of being genuine or authentic. Common in philosophical and evaluative discourse. | [CORE] |
| אמת (emet) "truth" | באמת (be-emet) | be-emet | be- (preposition "in/with") + emet | truly, really, in truth | Prepositional phrase functioning as adverb, used to emphasize truth or reality of statements. Highly frequent in spoken Hebrew. | [CORE] |
| אמת (emet) "truth" | לאמיתו של דבר (la-amito shel davar) | la-amito shel davar | le- "to" + amito (emet + possessive suffix -o "its") + shel "of" + davar "thing/matter" | in truth, actually, to tell the truth | Fixed idiomatic expression using possessive form of emet, employed to introduce what speaker considers the real truth. Common in argumentative discourse. | [CORE] |
| אמת (emet) "truth" | אמת מידה (amat midah) | amat midah | emet (construct state) + midah "measure" | criterion, standard, yardstick | Compound using construct state of emet with "measure," creating a fixed expression for evaluative standards. The construct state form amat is morphologically derived. | [CORE] |
| אמת (emet) "truth" | אמת ויציב (emet ve-yatsiv) | emet ve-yatsiv | emet + ve- "and" + yatsiv "firm/stable" | true and firm, absolutely true | Fixed liturgical compound emphasizing absolute truth through coordination with "firm." Functions as intensified truth expression. | [CORE] |
| שקר (sheker) "falsehood" | שקרי (shikri) | shikri | sheker + -i (adjectival suffix) | false, lying, deceptive | Adjectival derivation from sheker, used to characterize statements or representations as false. Parallel formation to amiti from emet. | [CORE] |
| שקר (sheker) "falsehood" | שקרן (shakran) | shakran | sh-k-r + -an (agentive suffix) | liar, habitual liar | Agentive noun denoting a person characterized by lying. The -an suffix indicates habitual or characteristic behavior. | [CORE] |
| שקר (sheker) "falsehood" | שקרנות (shakranut) | shakranut | shakran + -ut (abstract noun suffix) | lying, mendacity, habitual dishonesty | Abstract noun derived from shakran, denoting the quality or practice of habitual lying. | [CORE] |
