| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|---|---|---|---|---|---|---|
| ჭეშმარიტი / č̣ešmariti | ჭეშმარიტება / č̣ešmariteba | č̣ešmariteba | č̣ešmariti + nominalizing suffix -eba; "the state/quality of being true" | truth, truthfulness, veracity | The standard abstract noun for truth in Georgian, used in philosophical, theological, and everyday discourse. Already documented as P1 item #2; listed here to anchor the derivational relationship. | [CORE] |
| ჭეშმარიტი / č̣ešmariti | ჭეშმარიტად / č̣ešmaritad | č̣ešmaritad | č̣ešmariti + adverbial suffix -ad; "in a true/genuine manner" | truly, genuinely, in truth, verily | Adverbial form used in formal, philosophical, theological, and literary registers to assert that something is genuinely or truly the case. Appears in classical Georgian texts and contemporary formal prose; less common in everyday speech than martla. Documented in P1b (Root 3, item 2); listed here to anchor the adverbial derivation. | [CORE] |
| ჭეშმარიტი / č̣ešmariti | უჭეშმარიტო / uč̣ešmarito | uč̣ešmarito | privative prefix u- + č̣ešmarit- + suffix -o; "lacking truth, not genuine" | untrue, untruthful, not genuine | Negated adjectival form used in formal and literary registers to characterize something as lacking genuine truth or authenticity. Less frequent than the base form; appears in theological and philosophical writing. | [UNCERTAIN] |
| ჭეშმარიტება / č̣ešmariteba | ჭეშმარიტებრივი / č̣ešmariтebrivi | č̣ešmariтebrivi | č̣ešmariteba + adjectival suffix -brivi; "of or pertaining to truth" | truth-related, pertaining to truth, of the nature of truth | Adjectival form derived from the nominal, used in philosophical and theological contexts to characterize something as belonging to or pertaining to the domain of truth. Appears in academic and theological writing. | [UNCERTAIN] |
| სიმართლე / simartle | სიმართლის თქმა / simarṭlis tqma | simarṭlis tqma | simarṭle (truth, genitive -is) + tqma (verbal noun of tkva, "to say"); "the saying of truth" | truth-telling, telling the truth | Used in moral, legal, and everyday contexts to describe the act of speaking truthfully. Highly frequent in legal oath contexts and moral discourse. Documented in P1b (Root 1, item 6). This is a genitive nominal compound rather than a suffixal derivation; included here because it functions as a lexicalized unit. | [CORE] |
| სიმართლე / simartle | სიმართლიანი / simartliani | simartliani | simartle + adjectival suffix -iani; "characterized by truth, truthful" | truthful, honest, truth-bearing | Adjectival form used to characterize persons or statements as truthful. Less common than martali in this function; appears in literary and formal registers. | [UNCERTAIN] |
| მართალი / martali | მართალია / martalia | martalia | martali + copular suffix -a (3sg present copula); "is right/correct" | he/she/it is right; that is correct; you are right | Extremely frequent in everyday conversation as a predicate and response particle. Documented in P1b (Root 1, item 1). Functions almost as a discourse marker in informal speech. | [CORE] |
| მართალი / martali | მართლა / marṭla | marṭla | marṭ- + adverbial suffix -la; "truly, really" | really, truly, indeed, in fact | High-frequency adverb and discourse particle used in everyday speech to assert or emphasize that something is genuinely the case. One of the most common words in everyday Georgian. Documented in P1b (Root 1, item 3). | [CORE] |
| მართალი / martali | მართლაც / marṭlac | marṭlac | marṭla (truly) + emphatic particle -c; "truly indeed" | indeed, truly, in fact, as a matter of fact | Emphatic form of marṭla, used to confirm or underscore the truth of a statement. Extremely frequent in spoken and written Georgian. Documented in P1b (Root 1, item 4). | [CORE] |
