| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|---|---|---|---|---|---|---|
| אמת | באמת | *beʾemet* | ב־ “in / really” + אמת | really, truly, in truth | Very common adverb in speech and writing. It marks sincerity, emphasis, surprise, or actual truth. | [CORE] |
| אמת | האמת | *ha-ʾemet* | definite form of אמת | the truth | Used referentially and also as a discourse marker, especially in colloquial speech. A common pattern is *האמת ש־* “actually / the truth is that...”. | [CORE] |
| אמת | האמת היא ש־ | *ha-ʾemet hi she-* | “the truth is that—” | the truth is that; actually | Fixed phrase introducing what the speaker presents as the real situation. Common in conversation, interviews, and argumentative prose. | [CORE] |
| אמת | למען האמת | *lemaʿan ha-ʾemet* | “for the sake of the truth” | to tell the truth; honestly | Common discourse marker for candid admission or correction. Used in both speech and writing. | [CORE] |
| אמת | אמת לאמיתה | *ʾemet la-ʾamitah* | “truth to its truth” | the full truth; truth in the deepest sense | Literary and rabbinic expression emphasizing complete or essential truth rather than partial correctness. Not common in casual speech. | [MARGINAL] |
| אמת | דבר אמת | *davar ʾemet* | “word/thing of truth” | true statement; truthful thing | Formal, literary, or religious expression for a truthful utterance or valid claim. Less common in everyday colloquial Hebrew. | [MARGINAL] |
| אמת | אנשי אמת | *anshei ʾemet* | “people of truth” | truthful people; people of integrity | Biblical, religious, and elevated moral usage for persons marked by honesty and integrity. Not a neutral everyday label. | [MARGINAL] |
| אמת | תורת אמת | *torat ʾemet* | “teaching/law of truth” | true teaching; Torah of truth | Religious and liturgical expression referring to divine teaching or doctrine understood as true. Restricted in register and domain. | [MARGINAL] |
| אמת | אמת ויציב | *ʾemet ve-yatsiv* | “true and firm” | true and certain; true and established | Liturgical and culturally recognizable formula of affirmation. Its use is mainly religious or allusive. | [MARGINAL] |
| אמת | אמת ושלום | *ʾemet ve-shalom* | “truth and peace” | truth and peace | Biblical and public-moral expression used in value discourse. It is not mainly a term for factual truth conditions. | [MARGINAL] |
| אמת | איש אמת | *ʾish ʾemet* | “man of truth” | truthful man; man of integrity | Literary, moral, and religious expression for a person characterized by honesty. Not especially colloquial. | [MARGINAL] |
| אמת | רגע של אמת | *rega shel ʾemet* | “moment of truth” | moment of truth | Common in media, sports, politics, and everyday speech for a decisive or revealing moment. It is idiomatic and widely understood. | [CORE] |
| אמת | מבחן האמת | *mivḥan ha-ʾemet* | “test of truth” | real test; test of reality | Common in journalism, politics, law, and commentary for the practical test that shows whether a claim or plan holds up. | [CORE] |
