# F2a Derivational Table — Tamil (ta)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| உண்மை (uṇmai) "truth" | உண்மைத்தன்மை | uṇmaittaṉmai | uṇmai (truth) + taṉmai (quality, nature) | truthfulness, the quality of being true | Abstract noun referring to the inherent quality or nature of truthfulness. Used in formal and philosophical discourse to discuss truth as an attribute. | [CORE] |
| பொய் (poy) "falsehood" | பொய்ம்மை | poymai | poy (falsehood) + mai (abstract noun suffix) | falseness, falsehood, untruth, deception | Abstract noun form referring to the quality or state of being false. More formal than simple poy. | [CORE] |
| பொய் (poy) "falsehood" | பொய்த்தன்மை | poyttaṉmai | poy (falsehood) + taṉmai (quality, nature) | falseness, the quality of being false | Abstract noun referring to the inherent quality of falseness. Used in formal discourse about deception and inauthenticity. | [CORE] |
| மெய் (mey) "truth/body" | மெய்ம்மை | meymai | mey (truth) + mai (abstract noun suffix) | truth, reality, genuineness | Abstract noun form for truth or reality. More literary and formal than uṇmai, often used in classical and philosophical texts. | [CORE] |
| மெய் (mey) "truth/body" | மெய்த்தன்மை | meyttaṉmai | mey (truth) + taṉmai (quality, nature) | truthfulness, the quality of being true | Abstract noun for the quality of truthfulness or genuineness. Used in philosophical and formal discourse. | [CORE] |
| நேர் (nēr) "straight, direct" | நேர்மை | nērmai | nēr (straight, direct) + mai (abstract noun suffix) | honesty, integrity, uprightness, straightforwardness | Refers to moral honesty and integrity of character. Applied to persons and their conduct rather than statements alone. | [CORE] |
| பொருத்து (poruttu) "to fit, match" | பொருத்தம் | poruttam | poruttu (to fit) + am (noun suffix) | appropriateness, suitability, compatibility, correctness | Refers to appropriateness, fit, or correctness in context. Used for matching, compatibility, and contextual rightness. | [CORE] |
| நம்பு (nampu) "to trust" | நம்பகம் | nampakam | nampu (to trust) + akam (noun suffix) | reliability, trustworthiness, credibility | Refers to reliability and trustworthiness of persons, sources, or information. Used in evaluating credibility and dependability. | [CORE] |
| ஏற்பு (ēṟpu) "acceptance" | ஏற்புடைமை | ēṟpuṭaimai | ēṟpu (acceptance) + uṭai (having) + mai (abstract noun) | acceptability, validity, legitimacy | Formal term for acceptability or validity of claims, arguments, or evidence. Used in academic and formal discourse. | [MARGINAL] |
| உண்மை (uṇmai) "truth" | உண்மையான | uṇmaiyāṉa | uṇmai (truth) + āṉa (adjectival suffix) | true, real, genuine, authentic | Adjectival form used to modify nouns, indicating genuineness or authenticity. Applied to objects, statements, and persons. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யான | poyyāṉa | poy (falsehood) + āṉa (adjectival suffix) | false, fake, untrue, counterfeit | Adjectival form indicating falseness or inauthenticity. Used to describe false statements, fake objects, or insincere behavior. | [CORE] |
