# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Finnish (fi)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| tosi | totuus | totuus | tosi + -uus (abstract noun suffix) | truth | Abstract noun denoting the quality or state of being true. Used across all registers for truth as a concept. | [CORE] |
| tosi | tosiasia | tosiasia | tosi + asia (matter, thing) | fact | Compound noun denoting an established fact. Very common across all registers for referring to factual information. | [CORE] |
| tosi | tosikko | tosikko | tosi + -kko (person noun suffix, often pejorative) | overly serious person | Colloquial, mildly pejorative term for someone excessively serious or literal-minded. Informal register only. | [MARGINAL] |
| tosi | tosimies | tosimies | tosi + mies (man) | real man, true man | Colloquial expression for an authentic or genuine man. Can be used seriously or ironically in discussions of masculinity. | [MARGINAL] |
| tosi | tositarina | tositarina | tosi + tarina (story) | true story | Narrative based on actual events rather than fiction. Common in media contexts. | [CORE] |
| tosi | tositapahtumat | tositapahtumat | tosi + tapahtumat (events, plural) | true events, real events | Events that actually occurred, used especially in media descriptions. | [CORE] |
| tosi | tosielämä | tosielämä | tosi + elämä (life) | real life | Actual life as opposed to fiction, simulation, or virtual contexts. | [CORE] |
| tosi | tosi-tv | tosi-tv | tosi + TV (television) | reality TV | Genre term for reality television programming. | [CORE] |
| tosi | tosirakkautta | tosirakkautta | tosi + rakkaus (love) + -ta (partitive) | true love | Genuine romantic love as opposed to infatuation or false affection. | [CORE] |
| tosi | tosiasiallinen | tosiasiallinen | tosiasia + -llinen (adjectival suffix) | factual, actual, de facto | Describes what is actually the case in practice, often contrasted with nominal or theoretical status. | [CORE] |
| tosi | tosipohjainen | tosipohjainen | tosi + pohja (base, foundation) + -inen (adjectival suffix) | based on fact, fact-based | Describes narratives or claims grounded in actual events or facts. | [CORE] |
| tosi | totinen | totinen | toti- (emphatic/archaic form of tosi) + -nen (adjectival suffix) | serious, earnest, solemn | Describes serious or solemn demeanor. Somewhat archaic or formal register. | [MARGINAL] |
| tosi | tosiasiassa | tosiasiassa | tosiasia + -ssa (inessive case) | in fact, actually | Adverbial expression emphasizing actual reality versus appearance or expectation. | [CORE] |
| tosi | tosissaan | tosissaan | tosi + -ssa (inessive) + -an (possessive suffix) | seriously, in earnest | Idiomatic expression meaning seriously or not joking. | [CORE] |
| tosi | totisesti | totisesti | toti- + -sesti (adverb suffix) | truly, verily, indeed | Archaic or formal emphatic adverb. Used in religious, literary, or very formal contexts. | [MARGINAL] |
| tosi | tosimielessä | tosimielessä | tosi + mieli (mind) + -ssä (inessive) | seriously, in earnest | Adverbial expression emphasizing sincerity or seriousness of intent. | [CORE] |
| tosi | tosiasiallisuus | tosiasiallisuus | tosiasiallinen + -uus (abstract noun suffix) | factuality, actuality | Abstract noun for the quality of being factual or actual. Formal register. | [CORE] |
| tode- | todellinen | todellinen | tode- + -llinen (adjectival suffix) | real, actual, true | Distinguishes what is real or actual from imaginary, apparent, or potential. | [CORE] |
| tode- | todennäköinen | todennäköinen | toden (genitive) + näköinen (appearing, seeming) | probable, likely | Describes something that appears likely to be true or to happen. | [CORE] |
| tode- | todenperäinen | todenperäinen | toden (genitive) + perä (basis, foundation) + -inen (adjectival suffix) | truthful, veracious, true | Formal term describing accounts or statements based on truth. | [CORE] |
| tode- | totuudenmukainen | totuudenmukainen | totuuden (genitive of totuus) + mukainen (according to) | truthful, veracious, in accordance with truth | Formal term describing statements that conform to truth. | [CORE] |
| tode- | totuudellinen | totuudellinen | totuude- + -llinen (adjectival suffix) | truthful, veracious | Describes quality of being truthful. Formal or philosophical register. | [CORE] |
| tode- | toteava | toteava | tode-ta (verb) + -va (active participle) | stating, observational, declarative | Describes something that states or declares facts. | [CORE] |
| tode- | todella | todella | todellinen → todella (adverb) | really, truly, actually | Adverb emphasizing reality or truth of a statement. | [CORE] |
| tode- | todennäköisesti | todennäköisesti | todennäköinen + -sti (adverb suffix) | probably, likely | Common epistemic adverb expressing probability or likelihood. | [CORE] |
| tode- | todenmukaisesti | todenmukaisesti | todenmukainen + -sti (adverb suffix) | truthfully, accurately, realistically | Describes manner of representation that corresponds to reality. | [CORE] |
| tode- | todellisuus | todellisuus | todellinen + -uus (abstract noun suffix) | reality | Abstract noun for reality as opposed to imagination or appearance. | [CORE] |
| tode- | todennäköisyys | todennäköisyys | todennäköinen + -yys (abstract noun suffix) | probability, likelihood | Abstract noun for probability, used in statistical and everyday contexts. | [CORE] |
| tode- | todenmukaisuus | todenmukaisuus | todenmukainen + -uus (abstract noun suffix) | truthfulness, verisimilitude, accuracy | Quality of conforming to truth or reality. | [CORE] |
| tode- | totuudenmukaisuus | totuudenmukaisuus | totuudenmukainen + -uus (abstract noun suffix) | truthfulness, veracity | Quality of conforming to truth. Formal register. | [CORE] |
| tode- | totuudellisuus | totuudellisuus | totuudellinen + -uus (abstract noun suffix) | truthfulness, veracity | Quality of being truthful. Formal or philosophical discourse. | [CORE] |
| tode- | todistaa | todistaa | tode- + -staa (causative verb suffix) | to prove, to testify, to demonstrate | Verb meaning to establish truth through evidence or give testimony. | [CORE] |
| tode- | todentaa | todentaa | tode- + -ntaa (factitive verb suffix) | to verify, to authenticate, to confirm | Formal verb meaning to establish or verify the truth of something. | [CORE] |
| tode- | todeta | todeta | tode- + -ta (verb suffix) | to state, to note, to observe, to ascertain | Common verb for stating or observing facts. | [CORE] |
| tode- | todellistaa | todellistaa | tode-lli- + -staa (causative suffix) | to realize, to actualize, to make real | Verb meaning to make something real or actual. | [CORE] |
| tode- | todellistua | todellistua | tode-lli- + -stua (inchoative suffix) | to come true, to be realized, to materialize | Intransitive verb meaning to become real or actual. | [CORE] |
| tode- | todentua | todentua | tode- + -ntua (inchoative suffix) | to be verified, to be confirmed, to prove true | Intransitive verb meaning to be confirmed as true. | [CORE] |
| tode- | toteutua | toteutua | tote- + -utua (inchoative suffix) | to come true, to be realized, to materialize | Verb meaning to become real or actual, especially of plans or predictions. | [CORE] |
| tode- | toteuttaa | toteuttaa | tote- + -uttaa (causative suffix) | to realize, to implement, to carry out | Transitive verb meaning to make something real or implement plans. | [CORE] |
| tode- | todistelu | todistelu | todista- + -lu (frequentative action noun) | proving, demonstration, argumentation | Refers to act of proving, often with connotation of repeated proving. | [CORE] |
| tode- | toteamus | toteamus | todeta + -mus (result noun suffix) | statement, observation, finding | Noun for a statement or observation of fact. | [CORE] |
| tode- | todellistuminen | todellistuminen | todellistu- + -minen (action noun suffix) | realization, actualization | Process of becoming real or being realized. | [CORE] |
| tode- | toteutuminen | toteutuminen | toteutu- + -minen (action noun suffix) | realization, coming true, materialization | Process of becoming real or actual. | [CORE] |
| tode- | toteutus | toteutus | toteut- + -us (result noun suffix) | realization, implementation, execution | Act or process of implementing or realizing something. | [CORE] |
| tode- | toteuttaminen | toteuttaminen | toteutta- + -minen (action noun suffix) | realization, implementation | Process of implementing or realizing. | [CORE] |
| tode- | todistaja | todistaja | todista- + -ja (agent noun suffix) | witness | Person who testifies or witnesses something. | [CORE] |
| tode- | todiste | todiste | todista- + -e (result noun suffix) | proof, evidence | Evidence or proof establishing truth of a claim. | [CORE] |
| tode- | todistus | todistus | todista- + -us (result noun suffix) | certificate, testimony, proof | Official certificates or testimony/proof. | [CORE] |
| tode- | todistusaineisto | todistusaineisto | todistus + aineisto (material, data) | body of evidence, evidentiary material | Legal term for collection of evidence in a case. | [CORE] |
| tode- | todistustaakka | todistustaakka | todistus + taakka (burden) | burden of proof | Legal term for obligation to prove one's claims. | [CORE] |
| tode- | todistuskappale | todistuskappale | todistus + kappale (piece, item) | piece of evidence, exhibit | Legal term for physical evidence presented in court. | [CORE] |
| tode- | todistajanlausunto | todistajanlausunto | todistajan (genitive of todistaja) + lausunto (statement) | witness testimony, witness statement | Legal term for formal testimony given by witness. | [CORE] |
| tode- | totuusarvo | totuusarvo | totuus + arvo (value) | truth value | Logical term for truth or falsity of a proposition. | [CORE] |
| tode- | totuuskomissio | totuuskomissio | totuus + komissio (commission) | truth commission | Official body investigating historical injustices. | [CORE] |
| tode- | totuudenetsintä | totuudenetsintä | totuuden (genitive) + etsintä (search, seeking) | search for truth, truth-seeking | Process of seeking truth in philosophical or investigative contexts. | [CORE] |
| tode- | totuudenjälkeinen | totuudenjälkeinen | totuuden (genitive) + jälkeinen (after, post-) | post-truth | Recent term describing discourse where emotional appeal supersedes factual truth. | [CORE] |
| tode- | totuusväite | totuusväite | totuus + väite (claim) | truth claim | Philosophical term for claim purporting to state truth. | [CORE] |
| tode- | todistettavissa | todistettavissa | todiste-tta- (passive stem) + -vissa (potential inessive) | provable, demonstrable | Describes something that can be proven. | [CORE] |
| tode- | todistamaton | todistamaton | todista-maton (negative participle) | unproven, undemonstrated | Describes claims that have not been proven. | [CORE] |
| tode- | todistusvoimainen | todistusvoimainen | todistus + voima (force, power) + -inen (adjectival suffix) | having evidentiary force, probative | Legal term for evidence with legal weight. | [CORE] |
| tode- | toden totta | toden totta | toden (genitive) + totta (partitive) | indeed, truly, in truth | Emphatic expression affirming truth of statement. | [CORE] |
| tode- | toteen | toteen | tote- + -en (illative case) | true, into reality (in fixed expressions) | Appears in expressions like "käydä toteen" (come true). Archaic or formal. | [CORE] |
| tode- | todistaa oikeaksi | todistaa oikeaksi | todistaa + oikea-ksi (translative) | to prove right, to vindicate | Expression meaning to demonstrate correctness. | [CORE] |
| tode- | todistaa vääräksi | todistaa vääräksi | todistaa + väärä-ksi (translative) | to prove wrong, to disprove | Expression meaning to demonstrate falsity. | [CORE] |
| valhe | valehdella | valehdella | valhe + -della (frequentative verb suffix) | to lie, to tell lies | Verb denoting act of deliberately making false statements. | [CORE] |
| valhe | vale- | vale- | valhe → vale- (prefix) | false, fake, pseudo- | Productive prefix forming compounds indicating falseness (valepassi = fake passport, valenimi = pseudonym). | [CORE] |
| väärä | väärin | väärin | väärä + -in (adverb suffix) | wrongly, incorrectly, falsely | Adverb indicating incorrect manner or false understanding. | [CORE] |
| väärä | vääryys | vääryys | väärä + -yys (abstract noun suffix) | injustice, wrong, wrongdoing | Abstract noun for injustice or moral wrong. | [CORE] |
| väärä | vääristää | vääristää | väärä + -istää (causative verb suffix) | to distort, to falsify, to misrepresent | Verb meaning to alter or present something falsely. | [CORE] |
| väärä | vääristyä | vääristyä | väärä + -istyä (inchoative verb suffix) | to become distorted, to be distorted | Intransitive verb meaning to undergo distortion. | [CORE] |
| väärä | väärentää | väärentää | väärä + -entää (causative verb suffix) | to forge, to counterfeit, to falsify | Verb meaning to create fraudulent copies or falsify documents. | [CORE] |
| väärä | vääristymä | vääristymä | vääristy- + -mä (result noun suffix) | distortion, deformation | Noun for distortion, used for both physical and informational distortion. | [CORE] |
