# F2a DERIVATIONAL TABLE
# Language: Turkish (tr)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| doğru | doğruluk | N/A (Latin script) | *doğru* (true, correct) + *-luk* (abstract noun suffix) | truth, correctness, honesty, integrity | Forms abstract noun denoting the quality or state of being true/correct. Used both for epistemic truth and moral honesty. "Doğruluk ve dürüstlük önemlidir" (Truth and honesty are important). | [CORE] |
| doğru | doğrulamak | N/A (Latin script) | *doğru* (true) + *-la-* (denominative verb suffix) + *-mak* (infinitive) | to verify, to confirm, to validate | Creates verb meaning to establish or confirm truth. Common across registers. "Bilgiyi doğrulamak gerekir" (The information needs to be verified). | [CORE] |
| doğru | doğrulama | N/A (Latin script) | *doğru* (true) + *-la-* (verb) + *-ma* (verbal noun) | verification, confirmation, validation | Nominal form of verification process. Technical and formal contexts. "Kimlik doğrulama sistemi" (identity verification system). | [CORE] |
| doğru | doğrudan | N/A (Latin script) | *doğru* (direct) + *-dan* (ablative case) | directly, straight, immediate | Adverbial form indicating directness without intermediary. "Doğrudan söylemek" (to say directly). | [CORE] |
| doğru | doğruca | N/A (Latin script) | *doğru* (straight, direct) + *-ca* (manner suffix) | straight, directly, right away | Adverb indicating direct movement or immediate action. "Doğruca eve gitti" (went straight home). | [CORE] |
| yanlış | yanlışlık | N/A (Latin script) | *yanlış* (wrong, false) + *-lık* (abstract noun suffix) | wrongness, error, mistake | Abstract noun for the quality of being wrong or an instance of error. "Bu bir yanlışlıktır" (This is an error). | [CORE] |
| yanlış | yanlışlamak | N/A (Latin script) | *yanlış* (wrong) + *-la-* (denominative verb suffix) + *-mak* (infinitive) | to falsify, to refute, to prove wrong | Creates verb meaning to demonstrate something is false. Formal and academic usage. "Hipotezi yanlışlamak" (to falsify the hypothesis). | [CORE] |
| yanlış | yanlışlama | N/A (Latin script) | *yanlış* (wrong) + *-la-* (verb) + *-ma* (verbal noun) | falsification, refutation | Nominal form of the falsification process. Academic and formal contexts. "Bilimsel yanlışlama" (scientific falsification). | [CORE] |
| gerçek | gerçeklik | N/A (Latin script) | *gerçek* (real, true) + *-lik* (abstract noun suffix) | reality, realness, actuality | Abstract noun for the quality or state of being real. Philosophical and psychological discourse. "Gerçeklik algısı" (perception of reality). | [CORE] |
| gerçek | gerçekten | N/A (Latin script) | *gerçek* (real, true) + *-ten* (ablative case) | really, truly, actually, indeed | Adverb emphasizing truth or reality. Very common across all registers. "Gerçekten mi?" (Really?). | [CORE] |
| gerçek | gerçekleşmek | N/A (Latin script) | *gerçek* (real) + *-leş-* (inchoative/become suffix) + *-mek* (infinitive) | to come true, to be realized, to happen, to materialize | Intransitive verb for becoming real or actual. "Hayalleri gerçekleşti" (His/her dreams came true). | [CORE] |
| gerçek | gerçekleştirmek | N/A (Latin script) | *gerçek* (real) + *-leş-* (become) + *-tir-* (causative suffix) + *-mek* (infinitive) | to realize, to accomplish, to carry out, to implement | Transitive causative verb meaning to make something real. "Projeyi gerçekleştirmek" (to carry out the project). | [CORE] |
| gerçek | gerçekleşme | N/A (Latin script) | *gerçek* (real) + *-leş-* (become) + *-me* (verbal noun) | realization, occurrence, materialization | Nominal form for the process of becoming real. "Planın gerçekleşmesi" (the realization of the plan). | [CORE] |
| gerçek | gerçekleştirme | N/A (Latin script) | *gerçek* (real) + *-leş-* (become) + *-tir-* (causative) + *-me* (verbal noun) | realization, implementation, accomplishment | Nominal form for the act of realizing something. Formal and technical usage. | [CORE] |
| gerçek | gerçekçi | N/A (Latin script) | *gerçek* (real) + *-çi* (agentive/adherent suffix) | realistic, realist | Describes persons or approaches as realistic, grounded in reality. "Gerçekçi bir yaklaşım" (a realistic approach). | [CORE] |
| gerçek | gerçekçilik | N/A (Latin script) | *gerçek* (real) + *-çi* (agentive) + *-lik* (abstract noun suffix) | realism | Philosophical, artistic, or practical orientation toward reality. "Edebiyatta gerçekçilik" (realism in literature). | [CORE] |
| hakikat | hakikaten | N/A (Latin script) | *hakikat* (truth, reality) + *-en* (ablative-like adverbial suffix) | really, truly, indeed, in reality | Adverbial form emphasizing truth or reality. Somewhat formal register. "Hakikaten öyle mi?" (Is it really so?). | [CORE] |
| hakikat | hakiki | N/A (Latin script) | from Arabic *ḥaqīqī* (real, true, genuine) | real, genuine, true, authentic | Adjectival form emphasizing genuineness. Formal register. "Hakiki dost" (true friend). | [CORE] |
| hak | haklı | N/A (Latin script) | *hak* (right, truth) + *-lı* (possessive suffix "having") | right, justified, having a valid point | Evaluates persons as being in the right or justified. "Sen haklısın" (You are right). | [CORE] |
| hak | haksız | N/A (Latin script) | *hak* (right) + *-sız* (privative suffix "without") | wrong, unjust, unjustified | Evaluates persons or actions as lacking justification. "Haksız bir karar" (an unjust decision). | [CORE] |
| hak | haksızlık | N/A (Latin script) | *hak* (right) + *-sız* (without) + *-lık* (abstract noun suffix) | injustice, wrong, unfairness | Noun denoting an unjust act or state. "Bu bir haksızlık" (This is an injustice). | [CORE] |
| hak | hakça | N/A (Latin script) | *hak* (right) + *-ça* (manner suffix) | fairly, justly | Adverbial form describing fair manner of action. "Hakça paylaşmak" (to share fairly). | [CORE] |
| hak | hakkaniyet | N/A (Latin script) | from Arabic *ḥaqqāniyya* (justice, fairness) | fairness, equity, justice | Formal term for fairness and equitable treatment. Legal and ethical discourse. "Hakkaniyet ilkesi" (principle of equity). | [CORE] |
| hak | hakimiyet | N/A (Latin script) | from Arabic *ḥākimiyya* (sovereignty, dominion) | sovereignty, dominion, mastery | Formal term for sovereignty or supreme authority. Political and legal contexts. "Milli hakimiyet" (national sovereignty). | [CORE] |
| düzgün | düzgünlük | N/A (Latin script) | *düzgün* (proper, correct) + *-lük* (abstract noun suffix) | propriety, correctness, orderliness | Abstract noun for the quality of being proper or orderly. "Davranışlarında düzgünlük" (propriety in behavior). | [CORE] |
| sahte | sahtelik | N/A (Latin script) | *sahte* (fake, false) + *-lik* (abstract noun suffix) | fakeness, falseness, counterfeit nature | Abstract noun for the quality of being fake. "Paranın sahteliği ortaya çıktı" (The fakeness of the money was revealed). | [CORE] |
| sahte | sahtekâr | N/A (Latin script) | *sahte* (fake) + Persian *-kâr* (doer, maker) | fraud, swindler, counterfeiter, faker | Agentive noun for person who makes or uses fakes. "Sahtekâr yakalandı" (The fraud was caught). | [CORE] |
| sahte | sahtekârlık | N/A (Latin script) | *sahte* (fake) + *-kâr* (doer) + *-lık* (abstract noun suffix) | fraud, swindling, counterfeiting | Abstract noun for fraudulent activity. "Sahtekârlık suçu" (crime of fraud). | [CORE] |
| asıl | aslen | N/A (Latin script) | *asıl* (origin, original) + *-en* (ablative-like adverbial suffix) | originally, by origin | Adverb indicating original source or origin. "Aslen Ankaralı" (originally from Ankara). | [CORE] |
| asıl | aslında | N/A (Latin script) | *asıl* (essence, origin) + *-ın* (genitive) + *-da* (locative) | actually, in fact, in reality, essentially | Adverbial expression contrasting appearance with reality. Very common. "Aslında haklısın" (Actually, you're right). | [CORE] |
| güvenilir | güvenilirlik | N/A (Latin script) | *güvenilir* (reliable) + *-lik* (abstract noun suffix) | reliability, trustworthiness, dependability | Abstract noun for the quality of being reliable. Technical and formal usage. "Sistemin güvenilirliği" (the reliability of the system). | [CORE] |
| kesin | kesinlik | N/A (Latin script) | *kesin* (certain, definite) + *-lik* (abstract noun suffix) | certainty, definiteness | Abstract noun for the quality of being certain. "Kesinlik kazanmak" (to gain certainty). | [CORE] |
| kesin | kesinlikle | N/A (Latin script) | *kesin* (certain) + *-lik* (noun) + *-le* (instrumental case) | certainly, definitely, absolutely | Adverb expressing strong certainty or emphasis. Very common. "Kesinlikle katılıyorum" (I absolutely agree). | [CORE] |
| kesin | kesinleşmek | N/A (Latin script) | *kesin* (definite) + *-leş-* (inchoative/become suffix) + *-mek* (infinitive) | to become definite, to be finalized, to be confirmed | Intransitive verb for becoming definite or final. "Karar kesinleşti" (The decision was finalized). | [CORE] |
| kesin | kesinleştirmek | N/A (Latin script) | *kesin* (definite) + *-leş-* (become) + *-tir-* (causative) + *-mek* (infinitive) | to finalize, to confirm, to make definite | Transitive causative verb meaning to make something definite. "Planı kesinleştirmek" (to finalize the plan). | [CORE] |
| mutlak | mutlaka | N/A (Latin script) | *mutlak* (absolute) + *-a* (dative-like adverbial suffix) | absolutely, certainly, definitely, without fail | Adverb expressing necessity or strong certainty. Very common. "Mutlaka gel" (Definitely come). | [CORE] |
| mutlak | mutlakiyet | N/A (Latin script) | from Arabic *muṭlaqiyya* (absoluteness) | absoluteness, absolutism | Abstract noun for absolute quality or absolutist doctrine. Formal and philosophical usage. "Mutlakiyet rejimi" (absolutist regime). | [CORE] |
| yanıltıcı | yanıltıcılık | N/A (Latin script) | *yanıltıcı* (misleading) + *-lık* (abstract noun suffix) | misleadingness, deceptiveness | Abstract noun for the quality of being misleading. "Reklamın yanıltıcılığı" (the misleadingness of the advertisement). | [CORE] |
| isabetli | isabetlilik | N/A (Latin script) | *isabetli* (accurate, apt) + *-lik* (abstract noun suffix) | accuracy, aptness, correctness | Abstract noun for the quality of being accurate or apt. Formal usage. "Değerlendirmenin isabetliliği" (the accuracy of the assessment). | [CORE] |
| tutarlı | tutarlılık | N/A (Latin script) | *tutarlı* (consistent) + *-lık* (abstract noun suffix) | consistency, coherence | Abstract noun for the quality of being consistent. "Argümanın tutarlılığı" (the consistency of the argument). | [CORE] |
| tutarlı | tutarsız | N/A (Latin script) | *tutar* (holds) + *-sız* (privative suffix "without") | inconsistent, incoherent | Evaluates statements or behavior as lacking consistency. "Tutarsız açıklamalar" (inconsistent statements). | [CORE] |
| tutarlı | tutarsızlık | N/A (Latin script) | *tutar* (holds) + *-sız* (without) + *-lık* (abstract noun suffix) | inconsistency, incoherence | Abstract noun for lack of consistency. "İfadelerinde tutarsızlık var" (There is inconsistency in his/her statements). | [CORE] |
| geçerli | geçerlilik | N/A (Latin script) | *geçerli* (valid) + *-lik* (abstract noun suffix) | validity, effectiveness | Abstract noun for the quality of being valid. "Belgenin geçerliliği" (the validity of the document). | [CORE] |
| geçerli | geçersiz | N/A (Latin script) | *geçer* (passes) + *-siz* (privative suffix "without") | invalid, void, ineffective | Evaluates documents or arguments as lacking validity. "Geçersiz oy" (invalid vote). | [CORE] |
| geçerli | geçersizlik | N/A (Latin script) | *geçer* (passes) + *-siz* (without) + *-lik* (abstract noun suffix) | invalidity, voidness | Abstract noun for lack of validity. "Sözleşmenin geçersizliği" (the invalidity of the contract). | [CORE] |
| özgün | özgünlük | N/A (Latin script) | *özgün* (original, authentic) + *-lük* (abstract noun suffix) | originality, authenticity | Abstract noun for the quality of being original. Academic and artistic contexts. "Çalışmanın özgünlüğü" (the originality of the work). | [CORE] |
| sağlam | sağlamlık | N/A (Latin script) | *sağlam* (sound, solid) + *-lık* (abstract noun suffix) | soundness, solidity, robustness | Abstract noun for the quality of being sound or solid. "Yapının sağlamlığı" (the soundness of the structure). | [CORE] |
| sağlam | sağlamlaşmak | N/A (Latin script) | *sağlam* (solid) + *-laş-* (inchoative/become suffix) + *-mak* (infinitive) | to become solid, to be strengthened, to solidify | Intransitive verb for becoming more solid or strong. "İlişkiler sağlamlaştı" (Relations were strengthened). | [CORE] |
| sağlam | sağlamlaştırmak | N/A (Latin script) | *sağlam* (solid) + *-laş-* (become) + *-tır-* (causative) + *-mak* (infinitive) | to strengthen, to solidify, to reinforce | Transitive causative verb meaning to make something solid or strong. "Temelleri sağlamlaştırmak" (to strengthen the foundations). | [CORE] |
| inandırıcı | inandırıcılık | N/A (Latin script) | *inandırıcı* (convincing) + *-lık* (abstract noun suffix) | convincingness, credibility, persuasiveness | Abstract noun for the quality of being convincing. "Argümanın inandırıcılığı" (the convincingness of the argument). | [CORE] |
| makul | makuliyet | N/A (Latin script) | from Arabic *maʿqūliyya* (reasonableness) | reasonableness, sensibleness | Abstract noun for the quality of being reasonable. Formal usage. "Talebin makuliyeti" (the reasonableness of the request). | [CORE] |
| meşru | meşruiyet | N/A (Latin script) | from Arabic *mašrūʿiyya* (legitimacy) | legitimacy, lawfulness | Abstract noun for the quality of being legitimate. Political and legal discourse. "Hükümetin meşruiyeti" (the legitimacy of the government). | [CORE] |
| meşru | meşrulaşmak | N/A (Latin script) | *meşru* (legitimate) + *-laş-* (inchoative/become suffix) + *-mak* (infinitive) | to become legitimate, to be legitimized | Intransitive verb for becoming legitimate. "Durum meşrulaştı" (The situation became legitimate). | [CORE] |
| meşru | meşrulaştırmak | N/A (Latin script) | *meşru* (legitimate) + *-laş-* (become) + *-tır-* (causative) + *-mak* (infinitive) | to legitimize, to make legitimate | Transitive causative verb meaning to make something legitimate. "Eylemi meşrulaştırmak" (to legitimize the action). | [CORE] |
| uygun | uygunluk | N/A (Latin script) | *uygun* (appropriate, suitable) + *-luk* (abstract noun suffix) | appropriateness, suitability, conformity | Abstract noun for the quality of being appropriate or suitable. "Uygunluk belgesi" (certificate of conformity). | [CORE] |
| uygun | uygunsuz | N/A (Latin script) | *uygun* (appropriate) + *-suz* (privative suffix "without") | inappropriate, unsuitable, improper | Evaluates actions or objects as lacking appropriateness. "Uygunsuz davranış" (inappropriate behavior). | [CORE] |
| uygun | uygunsuzluk | N/A (Latin script) | *uygun* (appropriate) + *-suz* (without) + *-luk* (abstract noun suffix) | inappropriateness, unsuitability | Abstract noun for lack of appropriateness. "Davranışın uygunsuzluğu" (the inappropriateness of the behavior). | [CORE] |
| katıksız | katıksızlık | N/A (Latin script) | *katıksız* (pure, unadulterated) + *-lık* (abstract noun suffix) | purity, unadulteratedness | Abstract noun for the quality of being pure or unmixed. "Sevgisinin katıksızlığı" (the purity of his/her love). | [CORE] |
| tam | tamam | N/A (Latin script) | from Arabic *tamām* (complete, finished) | complete, finished, okay, alright | Functions as adjective meaning complete or as interjection meaning "okay." "Tamam, anladım" (Okay, I understood). | [CORE] |
| tam | tamamlamak | N/A (Latin script) | *tamam* (complete) + *-la-* (denominative verb suffix) + *-mak* (infinitive) | to complete, to finish, to complement | Creates verb meaning to make complete. "İşi tamamlamak" (to complete the work). | [CORE] |
| tam | tamamlanmak | N/A (Latin script) | *tamam* (complete) + *-la-* (verb) + *-n-* (passive/reflexive) + *-mak* (infinitive) | to be completed, to be finished | Passive form of completion. "Proje tamamlandı" (The project was completed). | [CORE] |
| tam | tamamlayıcı | N/A (Latin script) | *tamam* (complete) + *-la-* (verb) + *-yıcı* (agentive suffix) | complementary, completing, supplementary | Describes something that completes or complements. "Tamamlayıcı bilgi" (complementary information). | [CORE] |
| tam | tamamen | N/A (Latin script) | *tamam* (complete) + *-en* (ablative-like adverbial suffix) | completely, entirely, totally | Adverb expressing completeness. Very common. "Tamamen haklısın" (You are completely right). | [CORE] |
| tam | tamlık | N/A (Latin script) | *tam* (complete, exact) + *-lık* (abstract noun suffix) | completeness, wholeness, exactness | Abstract noun for the quality of being complete or exact. "Bilginin tamlığı" (the completeness of the information). | [CORE] |
