# F2b CONSTRUCTIONS TABLE

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
|-----------|---------|-----------------|-------------|-------------|------------------|
| doğru | doğru söylemek | N/A (Latin script) | to tell the truth, to speak truthfully | Common verbal construction for truthful speech. Used across all registers in moral and everyday contexts: "Doğruyu söyle" (Tell the truth). | [CORE] |
| doğru | doğrusunu söylemek | N/A (Latin script) | to tell the truth, to be frank | Idiomatic construction often introducing frank statements. Very common in spoken language: "Doğrusunu söylemek gerekirse, bilmiyorum" (To tell the truth, I don't know). | [CORE] |
| doğru | doğru bulmak | N/A (Latin script) | to find correct, to approve of, to consider right | Construction for evaluating something as correct or appropriate. Common in moral and practical evaluations: "Bu yaklaşımı doğru bulmuyorum" (I don't find this approach correct). | [CORE] |
| doğru | doğru çıkmak | N/A (Latin script) | to turn out to be true/correct, to be proven right | Construction indicating something is proven or turns out to be true. Common in predictions and assessments: "Tahminim doğru çıktı" (My guess turned out to be correct). | [CORE] |
| doğru | doğru olmak | N/A (Latin script) | to be true, to be correct | Basic copular construction for stating truth or correctness. Fundamental across all contexts: "Bu doğru değil" (This is not true). | [CORE] |
| doğru | doğru dürüst | N/A (Latin script) | proper, decent, adequate, respectable | Fixed collocation evaluating adequacy or propriety, often used negatively. Common in everyday speech: "Doğru dürüst bir iş yok" (There's not even a proper job). | [CORE] |
| doğru | doğru düzgün | N/A (Latin script) | proper, decent, respectable, adequate | Fixed collocation similar to "doğru dürüst," evaluating propriety or adequacy. Common in everyday speech: "Doğru düzgün konuşamıyor" (He/she can't even speak properly). | [CORE] |
| doğru | doğrudan doğruya | N/A (Latin script) | directly, straight away, immediately, frankly | Emphatic construction stressing complete directness. Common in formal and emphatic contexts: "Doğrudan doğruya söylemek gerekirse" (To put it directly). | [CORE] |
| doğru | doğru yol | N/A (Latin script) | the right path, the correct way | Common collocation referring to morally or practically correct course of action. Used in moral and religious discourse: "Doğru yolu göstermek" (to show the right path). | [CORE] |
