# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
|----------|---------------------------|-----------------|-------------------|-------|
| 1.1.1 | 假的变成真的了 | jiǎ de biàn chéng zhēn de le | [CORE] | Common in narrative contexts; aspect marker 了 marks completion |
| 1.1.2 | 谎言变成了真相 | huǎng yán biàn chéng le zhēn xiàng | [CORE] | Describes situation where what was initially false becomes accepted as true |
| 1.1.3 | 情况变得真实了 | qíng kuàng biàn de zhēn shí le | [CORE] | Describes situation acquiring reality or truth-value |
| 1.1.4 | 说法变得可靠了 | shuō fǎ biàn de kě kào le | [CORE] | Describes claim gaining reliability through evidence or confirmation |
| 1.2.1 | 弄假成真 | nòng jiǎ chéng zhēn | [CORE] | Lexicalized idiom; describes pretense becoming reality, especially in romantic contexts |
| 1.2.2 | 假戏真做 | jiǎ xì zhēn zuò | [CORE] | Lexicalized idiom; similar to 弄假成真, describes pretense turning into genuine situation |
| 1.3.1 | 真相大白 | zhēn xiàng dà bái | [CORE] | Fixed expression; describes revelation of previously hidden truth |
| 1.3.2 | 真相浮出水面 | zhēn xiàng fú chū shuǐ miàn | [CORE] | Metaphorical expression for truth emerging from concealment |
| 1.3.3 | 真相终于显露 | zhēn xiàng zhōng yú xiǎn lù | [CORE] | Describes truth becoming visible after being hidden |
| 1.4.1 | 答案变对了 | dá àn biàn duì le | [MARGINAL] | Grammatically possible but less common than resultative constructions like 改对 or 弄对 |
| 1.5.1 | 这个消息变得可靠了 | zhè ge xiāo xi biàn de kě kào le | [CORE] | Describes information gaining reliability through confirmation |
| 1.5.2 | 他变得诚实了 | tā biàn de chéng shí le | [CORE] | Describes person acquiring honest character |
| 2.1.1 | 真的变成假的了 | zhēn de biàn chéng jiǎ de le | [CORE] | Describes transformation from true to false state; less common than false-to-true but grammatically productive |
| 2.1.2 | 事实变成了谎言 | shì shí biàn chéng le huǎng yán | [CORE] | Describes truth being distorted into falsehood |
| 2.1.3 | 情况变得虚假了 | qíng kuàng biàn de xū jiǎ le | [CORE] | Describes situation losing authenticity or truth-value |
| 2.2.1 | 信号失真了 | xìn hào shī zhēn le | [CORE] | Technical context of signal degradation; 失真 is lexicalized compound |
| 2.2.2 | 图像失真 | tú xiàng shī zhēn | [CORE] | Describes loss of fidelity in image reproduction |
| 2.3.1 | 这个消息变得不可靠了 | zhè ge xiāo xi biàn de bù kě kào le | [CORE] | Describes information losing reliability |
| 2.3.2 | 他变得不诚实了 | tā biàn de bù chéng shí le | [CORE] | Describes person losing honest character |
| 2.4.1 | 答案变错了 | dá àn biàn cuò le | [MARGINAL] | Grammatically possible but less natural than causative/resultative alternatives |
| 3.1.1 | 证据证实了这个说法 | zhèng jù zhèng shí le zhè ge shuō fǎ | [CORE] | Resultative compound; most productive pattern for "causing truth" |
| 3.1.2 | 我们核实了这个消息 | wǒ men hé shí le zhè ge xiāo xi | [CORE] | Resultative compound; standard verification expression |
| 3.1.3 | 调查查实了事实 | diào chá chá shí le shì shí | [CORE] | Resultative compound; common in investigative contexts |
| 3.1.4 | 证据坐实了指控 | zhèng jù zuò shí le zhǐ kòng | [CORE] | Resultative compound; confirms accusation as fact |
| 3.1.5 | 我们要落实这个计划 | wǒ men yào luò shí zhè ge jì huà | [CORE] | Resultative compound; implement/actualize plan |
| 3.2.1 | 证据使这个说法变得可靠 | zhèng jù shǐ zhè ge shuō fǎ biàn de kě kào | [MARGINAL] | Grammatically well-formed but less idiomatic than resultative compounds; formal/literary |
| 3.2.2 | 调查让真相大白 | diào chá ràng zhēn xiàng dà bái | [CORE] | Describes investigation causing revelation of truth |
| 3.3.1 | 他说对了 | tā shuō duì le | [CORE] | Resultative complement; extremely common in everyday speech |
| 3.3.2 | 我做对了这道题 | wǒ zuò duì le zhè dào tí | [CORE] | Resultative complement; standard in educational contexts |
| 3.3.3 | 老师改对了答案 | lǎo shī gǎi duì le dá àn | [CORE] | Resultative complement; corrected answer to right |
| 3.3.4 | 我终于弄对了 | wǒ zhōng yú nòng duì le | [CORE] | Resultative complement; finally got it right |
| 3.4.1 | 记者揭露了真相 | jì zhě jiē lù le zhēn xiàng | [CORE] | Common in journalistic contexts; revealing hidden truth |
