# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Chinese (zh)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| 真实 (zhēnshí) | 真实性 | zhēnshíxìng | true-actual-QUALITY | authenticity, truthfulness, veracity | Abstract noun referring to the quality of being authentic or true. Common in academic and analytical discourse evaluating the authenticity of claims, documents, or representations. | CORE |
| 真正 (zhēnzhèng) | 真正性 | zhēnzhèngxìng | true-correct-QUALITY | genuineness, authenticity | Abstract noun for the quality of being genuine. Less common than 真实性, used in formal contexts. | MARGINAL |
| 现实 (xiànshí) | 现实性 | xiànshíxìng | appear-actual-QUALITY | reality, practicality, feasibility | Abstract noun referring to realistic quality or practical feasibility. Common in evaluating whether plans or ideas are realistic. | CORE |
| 实际 (shíjì) | 实际性 | shíjìxìng | actual-boundary-QUALITY | practicality, actuality | Abstract noun for practical or actual quality. Used in formal contexts evaluating practical aspects. | MARGINAL |
| 实用 (shíyòng) | 实用性 | shíyòngxìng | actual-use-QUALITY | practicality, utility, usefulness | Abstract noun for practical utility or usefulness. Very common in product evaluation and design contexts. | CORE |
| 虚假 (xūjiǎ) | 虚假性 | xūjiǎxìng | empty-false-QUALITY | falsity, falseness, fraudulence | Abstract noun for the quality of being false or fraudulent. Used in formal analysis of deceptive claims or materials. | CORE |
| 正确 (zhèngquè) | 正确性 | zhèngquèxìng | correct-exact-QUALITY | correctness, validity, rightness | Abstract noun for the quality of being correct. Common in academic and technical contexts evaluating validity of statements or methods. | CORE |
| 错误 (cuòwù) | 错误性 | cuòwùxìng | wrong-mistake-QUALITY | erroneousness, incorrectness | Abstract noun for the quality of being erroneous. Used in formal analysis of errors or mistakes. | MARGINAL |
| 准确 (zhǔnquè) | 准确性 | zhǔnquèxìng | standard-exact-QUALITY | accuracy, precision, exactness | Abstract noun for accuracy or precision. Very common in technical, scientific, and informational contexts. | CORE |
| 可靠 (kěkào) | 可靠性 | kěkàoxìng | can-rely-QUALITY | reliability, dependability, trustworthiness | Abstract noun for reliability. Extremely common in technical, scientific, and quality assessment contexts. | CORE |
| 客观 (kèguān) | 客观性 | kèguānxìng | object-observe-QUALITY | objectivity, impartiality | Abstract noun for objectivity. Common in academic, scientific, and analytical discourse about unbiased evaluation. | CORE |
| 主观 (zhǔguān) | 主观性 | zhǔguānxìng | subject-observe-QUALITY | subjectivity, personal bias | Abstract noun for subjectivity. Common in academic and analytical contexts discussing bias or personal perspectives. | CORE |
| 真实 (zhēnshí) | 真实度 | zhēnshídù | true-actual-DEGREE | degree of authenticity, level of truthfulness | Measurable degree of authenticity or truthfulness. Common in technical contexts evaluating how authentic or realistic something is. | CORE |
| 准确 (zhǔnquè) | 准确度 | zhǔnquèdù | standard-exact-DEGREE | degree of accuracy, accuracy level, precision | Measurable degree of accuracy. Very common in technical, scientific, and measurement contexts. | CORE |
| 可靠 (kěkào) | 可靠度 | kěkàodù | can-rely-DEGREE | degree of reliability, reliability level | Measurable degree of reliability. Common in technical and quality assessment contexts. | CORE |
