# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Quechua (qu)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
|-----------|---------|-----------------|-------------|-------------|------------------|
| chiqan | chiqan-ta rimay | chiqanta rimay | to speak the truth, to tell the truth | Common construction combining chiqan (accusative) with rimay "to speak." Used in everyday contexts when discussing truthful speech. | [CORE] |
| chiqan | chiqan-ta willakuy | chiqanta willakuy | to tell the truth, to give truthful testimony | Common construction combining chiqan (accusative) with willakuy "to tell/narrate." Frequently used in legal and formal testimonial contexts. | [CORE] |
| chiqan | chiqan-ta niy | chiqanta niy | to say the truth, to speak truthfully | Construction combining chiqan (accusative) with niy "to say." Used in direct speech contexts and quotations. | [CORE] |
| chiqan | chiqan-pi kay | chiqanpi kay | to be in truth, to be in reality, to actually be | Locative construction emphasizing actual state of affairs. Used to contrast appearance with reality or to emphasize factual accuracy. | [CORE] |
| chiqan | chiqan-man kutiy | chiqanman kutiy | to return to truth, to come back to reality | Directional construction used when someone returns to truthfulness after deception or when correcting a false impression. | [CORE] |
| chiqan | chiqan-paq rimay | chiqanpaq rimay | to speak for truth, to speak for the sake of truth | Purposive construction indicating speech motivated by truth-telling. Used to justify or explain truthful but difficult statements. | [CORE] |
| chiqan | chiqan-wan kay | chiqanwan kay | to be with truth, to have truth on one's side | Comitative construction indicating alignment with truth. Used in argumentative or persuasive contexts. | [CORE] |
| chiqan | chiqan-manta parlay | chiqanmanta parlay | to speak from truth, to speak truthfully | Ablative construction emphasizing origin of speech in truth. Used to characterize the basis or source of one's statements. | [CORE] |
| chiqap | chiqap-mi | chiqapmi | it is truly so, it is really true | Combination of adverbial chiqap with the direct evidential -mi. Used for emphatic confirmation based on direct knowledge. | [CORE] |
| chiqap | chiqap-si | chiqapsi | it is truly so (they say), it is reportedly true | Combination of chiqap with the reportative evidential -si. Used when confirming truth based on reported information. | [CORE] |
| chiqap | chiqap-cha | chiqapcha | it seems to be truly so, it is probably true | Combination of chiqap with the conjectural evidential -cha. Used when truth appears likely but is not directly confirmed. | [CORE] |
