# F2a Derivational Table

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| true | truth | /truːθ/ | true + -th (nominal suffix, archaic productive pattern) | truth, verity | Nominalization denoting the quality of being true, true statements collectively, or reality itself. Extremely common across all registers. | [CORE] |
| true | truly | /ˈtruːli/ | true + -ly (adverbial suffix) | truly, genuinely | Adverbial form marking manner (genuinely) or serving as intensifier/emphasizer. Very high frequency across registers. | [CORE] |
| true | untrue | /ʌnˈtruː/ | un- (negative prefix) + true | untrue, false | Negated adjectival form marking lack of correspondence to facts. Common in formal and informal contexts. | [CORE] |
| true | untruly | /ʌnˈtruːli/ | un- + true + -ly | untruly, falsely | Negated adverbial form. Attested but much less frequent than "untrue" or "falsely." | [MARGINAL] |
| true | untruth | /ʌnˈtruːθ/ | un- + truth | untruth, falsehood | Nominalization of negated form, denoting false statement. Somewhat formal or euphemistic register. | [CORE] |
| true | truism | /ˈtruːɪzəm/ | true + -ism (nominal suffix) | truism, obvious truth | Denotes a self-evident or obvious truth, often with implication of banality. Common in intellectual discourse. | [CORE] |
| false | falsely | /ˈfɔːlsli/ | false + -ly | falsely | Adverbial form marking manner of false representation or action. Common especially in legal contexts ("falsely accused"). | [CORE] |
| false | falsehood | /ˈfɔːlshʊd/ | false + -hood (nominal suffix) | falsehood, lie | Nominalization denoting untrue statement or condition of being false. More formal than "lie." | [CORE] |
| false | falsity | /ˈfɔːlsəti/ | false + -ity (nominal suffix, via Latin falsitas) | falsity | Abstract nominalization denoting quality of being false or a false statement. Formal register, common in philosophical discourse. | [CORE] |
| false | falsify | /ˈfɔːlsɪfaɪ/ | false + -ify (verbal suffix) | falsify, forge | Verbal form denoting act of making false, especially documents or data. Common in legal and academic contexts. | [CORE] |
| false | falsification | /ˌfɔːlsɪfɪˈkeɪʃən/ | false + -ify + -ation | falsification | Nominalization of falsify, denoting act or result of falsifying. Technical usage in law, science, and philosophy. | [CORE] |
| false | falsifiable | /ˌfɔːlsɪˈfaɪəbəl/ | false + -ify + -able | falsifiable | Adjectival form denoting capability of being proven false. Technical term in philosophy of science (Popperian criterion). | [CORE] |
