# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Basque (eu)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| egia | egiazkoa | egiazkoa | egia (truth) + -zko (relational suffix) + -a (article) | true, genuine, authentic | Adjectival form used to describe something as truthful or genuine. Functions as both attributive and predicative adjective. | [CORE] |
| egia | egiazko | egiazko | egia (truth) + -zko (relational suffix) | true, real, genuine (attributive) | Attributive adjectival form used before nouns without the article. Standard form for pre-nominal modification. | [CORE] |
| egia | egiazkotasuna | egiazkotasuna | egiazko (true) + -tasun (abstract noun suffix) + -a (article) | truthfulness, authenticity, veracity | Abstract noun denoting the quality or state of being true. Used in formal and philosophical discourse. | [CORE] |
| egia | egiazki | egiazki | egia (truth) + -zki (adverbial suffix) | truly, really, indeed | Adverbial form emphasizing truth or reality. More formal/literary than "benetan." | [CORE] |
| egia | egiatan | egiatan | egia (truth) + -tan (locative/manner suffix) | in truth, truly, really | Adverbial expression used to emphasize veracity. Common in both spoken and written discourse. | [CORE] |
| egia | egiaztatu | egiaztatu | egia (truth) + -zta- (verbalizing infix) + -tu (perfective suffix) | to verify, to confirm, to authenticate | Verbal form meaning to establish or confirm as true. Common in formal, technical, and administrative contexts. | [CORE] |
| egia | egiaztapen | egiaztapen | egiazta- (verify stem) + -pen (action/result nominalization) | verification, confirmation, validation | Nominal form for the act or result of verifying. Used in scientific, technical, and administrative discourse. | [CORE] |
| egia | egiaztatze | egiaztatze | egiazta- (verify stem) + -tze (action nominalization) | verification, authentication (process) | Nominal form emphasizing the process of verifying. Used in technical and legal contexts. | [CORE] |
| egia | egiaztua | egiaztua | egiazta- (verify stem) + -tu (perfective) + -a (participle/article) | verified, confirmed, authenticated | Participial form indicating something has been verified. Functions as adjective or past participle. | [CORE] |
| egia | egiaztagiri | egiaztagiri | egiazta- (verify stem) + -giri (document suffix) | certificate, attestation, proof document | Technical term for official documents that certify facts. Used in legal and administrative contexts. | [CORE] |
| egia | egiaztagarri | egiaztagarri | egiazta- (verify stem) + -garri (worthy of/able to be) | verifiable, certifiable | Adjectival form indicating something can be verified or certified. Used in formal and technical contexts. | [CORE] |
