# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Turkish (tr)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| doğru | doğruluk | doğruluk | doğru + -luk (abstract nominalizer) | truth, correctness, honesty, integrity | Abstract noun denoting the quality of being true or honest. Used in philosophical, moral, and everyday contexts to refer to truthfulness as a property or virtue. | [CORE] |
| doğru | doğrulamak | doğrulamak | doğru + -la (denominative verbalizer) + -mak (infinitive) | to verify, to confirm, to validate | Transitive verb meaning to establish or confirm the truth of something. Common in scientific, legal, and administrative discourse. | [CORE] |
| doğru | doğrulama | doğrulama | doğrula + -ma (action/result nominalizer) | verification, confirmation, validation | Nominal form referring to the act or process of verification. Technical term in computing, law, and quality control. | [CORE] |
| doğru | doğrudan | doğrudan | doğru + -dan (ablative case, lexicalized as adverb) | directly, straightforwardly | Adverb indicating direct manner without intermediaries. Used for both spatial directness and communicative directness. | [CORE] |
| doğru | doğrultmak | doğrultmak | doğru + -lt (causative) + -mak | to straighten, to direct, to aim | Causative verb meaning to make straight or to direct something toward a goal. Used for physical straightening and metaphorical directing of efforts. | [CORE] |
| doğru | doğrultu | doğrultu | doğru + -ltu (direction/manner nominalizer) | direction, line, course | Noun denoting direction or trajectory. Used in navigation, geometry, and metaphorically for policy or action direction. | [CORE] |
| doğru | doğruca | doğruca | doğru + -ca (manner suffix) | directly, straight away | Adverbial form emphasizing direct manner of action. Slightly more emphatic than doğrudan. | [CORE] |
| doğru | doğrucu | doğrucu | doğru + -cu (agentive/adherent suffix) | truthful person, honest person | Agentive form describing someone characterized by truthfulness. Less common, more literary or formal. | [MARGINAL] |
| doğru | doğrulukçu | doğrulukçu | doğruluk + -çu (adherent suffix) | advocate of truth, principled person | Describes someone who strongly adheres to principles of truth and honesty. Used in character descriptions, sometimes with connotation of rigidity. | [MARGINAL] |
| yanlış | yanlışlık | yanlışlık | yanlış + -lık (abstract nominalizer) | wrongness, incorrectness, error | Abstract noun denoting the quality or state of being wrong. Used to refer to errors or mistakes as abstract concepts. | [CORE] |
| yanlış | yanlışlamak | yanlışlamak | yanlış + -la (denominative verbalizer) + -mak | to falsify, to prove wrong, to refute | Transitive verb meaning to demonstrate that something is false or incorrect. Common in academic and argumentative contexts. | [CORE] |
| yanlış | yanlışlama | yanlışlama | yanlışla + -ma (action nominalizer) | falsification, refutation | Nominal form referring to the act of proving something false. Technical term in philosophy of science and logic. | [CORE] |
