# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
|----------|---------------------------|-----------------|-------------------|-------|
| 1.1.1 | doğru çıkmak | doğru çıkmak | NATURAL | Very common in narrative and evaluative contexts. Indicates that something previously uncertain or disputed has been verified as true. |
| 1.1.2 | doğrulanmak | doğrulanmak | NATURAL | Passive construction indicating that something undergoes verification and is confirmed as true. Common in scientific and administrative contexts. |
| 1.1.3 | düzeltilmek | düzeltilmek | NATURAL | Indicates correction of errors, moving from wrong to right state. Common across all registers. |
| 1.2.1 | gerçekleşmek | gerçekleşmek | NATURAL | Extremely common inchoative indicating transition from potential/imagined to actual. Used for plans, dreams, predictions, and events becoming real. |
| 1.2.2 | gerçek olmak | gerçek olmak | NATURAL | Copular construction asserting reality. Can indicate discovery that something is real rather than fake/imagined. |
| 1.2.3 | ortaya çıkmak | ortaya çıkmak | NATURAL | Indicates revelation or discovery of true nature/identity. Common with gerçek, hakikat, gerçek yüz. |
| 1.3.1 | kesinleşmek | kesinleşmek | NATURAL | Common in administrative and planning contexts. Indicates transition from tentative to definite state. |
| 1.3.2 | giderilmek | giderilmek | NATURAL | Used with şüphe, kuşku to indicate removal of doubt, resulting in certainty. |
| 1.4.1 | güvenilir hale gelmek | güvenilir hale gelmek | NATURAL | Explicit construction using hale gelmek "to become (into a state)." Less common than other inchoatives but attested. |
| 1.4.2 | sağlamlaşmak | sağlamlaşmak | NATURAL | Indicates strengthening or solidification of arguments, evidence, or structures. Common in both physical and metaphorical contexts. |
| 1.5.1 | haklı çıkmak | haklı çıkmak | NATURAL | Very common expression for vindication in disputes or predictions. Indicates being proven correct or justified. |
| 1.5.2 | adil hale gelmek | adil hale gelmek | NATURAL | Explicit construction for transition to just state. Less common than other patterns. |
| 1.6.1 | meşrulaşmak | meşrulaşmak | NATURAL | Common in political and legal discourse. Indicates gaining legitimacy or recognition as lawful. |
| 1.6.2 | geçerli olmak | geçerli olmak | NATURAL | Copular construction for validity. Can indicate coming into force or being recognized as valid. |
| 2.1.1 | yanlış çıkmak | yanlış çıkmak | NATURAL | Common resultative construction indicating that something has been shown to be incorrect. Parallel to doğru çıkmak. |
| 2.1.2 | yanlışlanmak | yanlışlanmak | NATURAL | Passive construction indicating that something is demonstrated to be false. Common in academic and argumentative contexts. |
| 2.1.3 | yanlış olmak | yanlış olmak | NATURAL | Copular construction asserting incorrectness. Can indicate discovery of error. |
| 2.2.1 | sahte çıkmak | sahte çıkmak | NATURAL | Common resultative construction indicating discovery of inauthenticity. |
| 2.2.2 | yalan çıkmak | yalan çıkmak | NATURAL | Very common expression for exposure of lies or false claims. |
| 2.3.1 | güvenilmez hale gelmek | güvenilmez hale gelmek | NATURAL | Explicit construction for loss of trustworthiness. Less common than positive counterpart. |
| 2.3.2 | sarsılmak | sarsılmak | NATURAL | Common metaphorical expression for loss of trust or confidence. |
| 2.4.1 | haksız çıkmak | haksız çıkmak | NATURAL | Common expression for being proven wrong or unjustified in disputes. |
| 2.5.1 | geçersiz olmak | geçersiz olmak | NATURAL | Copular construction for invalidity. Can indicate expiration or voiding. |
| 2.5.2 | iptal edilmek | iptal edilmek | NATURAL | Common passive construction for cancellation or annulment, resulting in invalidity. |
| 3.1.1 | doğrulamak | doğrulamak | NATURAL | Transitive verb meaning to establish or confirm the truth of something. Common in scientific, legal, and administrative contexts. |
| 3.1.2 | doğru olduğunu kanıtlamak | doğru olduğunu kanıtlamak | NATURAL | Explicit causative construction using kanıtlamak "to prove." Common in argumentative and legal contexts. |
| 3.1.3 | düzeltmek | düzeltmek | NATURAL | Transitive verb meaning to correct errors, making something right. Very common across all registers. |
| 3.2.1 | gerçekleştirmek | gerçekleştirmek | NATURAL | Extremely common transitive causative meaning to make something real or actual. Used for implementing plans, achieving goals, carrying out actions. |
| 3.2.2 | ortaya çıkarmak | ortaya çıkarmak | NATURAL | Causative construction meaning to cause truth/reality to emerge or be revealed. Common in investigative and journalistic contexts. |
| 3.2.3 | göstermek | göstermek | NATURAL | Common verb for demonstrating or revealing truth. Used with gerçek, hakikat, doğru. |
| 3.3.1 | kesinleştirmek | kesinleştirmek | NATURAL | Transitive causative meaning to make something definite or final. Common in administrative and planning contexts. |
| 3.3.2 | gidermek | gidermek | NATURAL | Transitive verb used with şüphe, kuşku to mean removing doubt and establishing certainty. |
| 3.4.1 | sağlamlaştırmak | sağlamlaştırmak | NATURAL | Transitive causative meaning to make something more solid or reliable. Used for strengthening arguments, evidence, or structures. |
| 3.4.2 | güçlendirmek | güçlendirmek | NATURAL | General strengthening verb used with güven "trust" to mean building or reinforcing trust. |
| 3.5.1 | haklı çıkarmak | haklı çıkarmak | NATURAL | Causative construction meaning to cause someone to be proven right. Less common than intransitive haklı çıkmak. |
| 3.5.2 | hak vermek | hak vermek | NATURAL | Very common idiomatic expression meaning to concede that someone is correct or justified. Not strictly causative but functions to establish rightness. |
| 3.6.1 | meşrulaştırmak | meşrulaştırmak | NATURAL | Transitive causative meaning to make something legitimate or lawful. Common in political and legal contexts. |
| 3.6.2 | geçerli kılmak | geçerli kılmak | NATURAL | Causative construction using kılmak "to make" to mean establishing validity. |
| 4.1.1 | yanlışlamak | yanlışlamak | NATURAL | Transitive verb meaning to demonstrate that something is false or incorrect. Common in academic and argumentative contexts. |
| 4.1.2 | yalanlamak | yalanlamak | NATURAL | Transitive verb meaning to declare something false or to deny an accusation. Common in disputes and official denials. |
| 4.1.3 | yanlış olduğunu kanıtlamak | yanlış olduğunu kanıtlamak | NATURAL | Explicit causative construction using kanıtlamak "to prove." |
| 4.2.1 | yanıltmak | yanıltmak | NATURAL | Transitive causative verb meaning to cause someone to have false beliefs. Common in discussions of deception and misinformation. |
| 4.2.2 | yalan söylemek | yalan söylemek | NATURAL | Very common light verb construction for lying. The causative effect is implicit—telling lies causes false beliefs. |
| 4.2.3 | aldatmak | aldatmak | NATURAL | General deception verb. While not specifically from truth-domain vocabulary, commonly used in contexts of causing false beliefs. |
| 4.3.1 | sarsmak | sarsmak | NATURAL | Transitive verb meaning to shake or undermine trust, confidence, or reliability. |
| 4.3.2 | güvenilmez hale getirmek | güvenilmez hale getirmek | NATURAL | Explicit causative construction. Less common but attested. |
| 4.4.1 | haksız çıkarmak | haksız çıkarmak | NATURAL | Causative construction meaning to cause someone to be proven wrong. Less common than intransitive form. |
| 4.4.2 | haksızlık etmek | haksızlık etmek | NATURAL | Light verb construction meaning to commit injustice against someone. Very common in moral discourse. |
| 4.4.3 | hak yemek | hak yemek | NATURAL | Idiomatic expression (literally "to eat right") meaning to unjustly take what belongs to another. Strong moral condemnation. |
| 4.5.1 | geçersiz kılmak | geçersiz kılmak | NATURAL | Causative construction meaning to make something invalid or void. |
| 4.5.2 | iptal etmek | iptal etmek | NATURAL | Light verb construction for cancellation or annulment. Very common in administrative and legal contexts. |
| 5.1.1 | korumak | korumak | NATURAL | General preservation verb used with truth-domain nouns to indicate maintaining truth or correctness. |
| 5.1.2 | saklamak | saklamak | NATURAL | Verb meaning to keep or preserve. Can mean both "to preserve truth" and "to hide truth" depending on context. |
| 5.2.1 | sürdürmek | sürdürmek | NATURAL | General continuation verb used with tutarlılık "consistency" to indicate maintaining coherence. |
| 5.2.2 | tutarlı davranmak | tutarlı davranmak | NATURAL | Expression for maintaining consistent behavior over time. |
| 5.3.1 | dürüst olmak | dürüst olmak | NATURAL | Copular construction that can indicate ongoing state of honesty. |
| 5.3.2 | dürüst davranmak | dürüst davranmak | NATURAL | Expression for maintaining honest conduct over time. |
| 5.4.1 | güvenilir olmak | güvenilir olmak | NATURAL | Copular construction indicating ongoing state of reliability. |
| 5.4.2 | güvenilir kalmak | güvenilir kalmak | NATURAL | Construction using kalmak "to remain" to emphasize continuity of reliability despite potential challenges. |
| 5.5.1 | adil olmak | adil olmak | NATURAL | Copular construction indicating ongoing state of justice or fairness. |
| 5.5.2 | haklı olmak | haklı olmak | NATURAL | Copular construction indicating ongoing state of being right or justified. |
| 5.6.1 | geçerli olmak | geçerli olmak | NATURAL | Copular construction indicating ongoing validity. |
| 5.6.2 | geçerli kalmak | geçerli kalmak | NATURAL | Construction using kalmak "to remain" to emphasize continuity of validity. |
| 6.1.1 | önlemek | önlemek | NATURAL | General prevention verb used with hata "error," yanlış "wrong" to indicate preventing mistakes. |
| 6.1.2 | yanlış yapmamak | yanlış yapmamak | NATURAL | Negative construction indicating avoidance of errors. |
| 6.2.1 | yanıltmamak | yanıltmamak | NATURAL | Negative form of yanıltmak indicating deliberate avoidance of misleading. |
| 6.2.2 | yalan söylememek | yalan söylememek | NATURAL | Negative construction indicating avoidance of lying. |
| 6.3.1 | korumak | korumak | NATURAL | Protection verb used with gerçek, hakikat, doğru to indicate defending truth against falsification. |
| 6.3.2 | sakınmak | sakınmak | NATURAL | Used with ablative case to indicate avoiding deviation from truth. |
| 7.1.1 | gerçeğe yaklaşmak | gerçeğe yaklaşmak | NATURAL | Expression for gradual approximation of truth. Common in scientific and philosophical contexts. |
| 7.1.2 | netleşmek | netleşmek | NATURAL | Inchoative verb meaning to become clear or distinct. Used for gradual clarification of truth or understanding. |
| 7.2.1 | bozulmak | bozulmak | NATURAL | Inchoative verb indicating gradual deterioration or corruption. Used for information, memory, or reliability degrading over time. |
| 7.2.2 | azalmak | azalmak | NATURAL | General decrease verb used with güven "trust" to indicate gradual loss of trust or confidence. |
| 7.2.3 | bulanmak | bulanmak | NATURAL | Metaphorical verb (literally "to become turbid") used for loss of clarity or certainty. |
| 7.3.1 | test edilmek | test edilmek | NATURAL | Passive construction indicating process of testing or verification. |
| 7.3.2 | incelenmek | incelenmek | NATURAL | Passive construction for examination or investigation process. |
| 7.3.3 | araştırılmak | araştırılmak | NATURAL | Passive construction for research or investigation process. |
