| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|---|---|---|---|---|---|---|
| உண்மை | உண்மையான | uṇmaiyāṉa | உண்மை “truth, reality” + adjectival **-ஆன** | true; real; genuine | A very common adjective used for true statements, real situations, and genuine persons or things. It is widely used in both speech and writing. | [CORE] |
| உண்மை | உண்மைத்தன்மை | uṇmaittaṉmai | உண்மை “truth” + linking **-த்-** + **தன்மை** “quality, nature” | truthfulness; veracity; authenticity | This noun is used in formal evaluation of whether a statement, report, portrayal, or testimony is true or authentic. It is common in journalism, criticism, and legal or administrative discussion. | [CORE] |
| உண்மை | உண்மையில் | uṇmaiyil | உண்மை + **-இல்** | in truth; actually; in fact | A very common discourse form used to introduce what is really the case, often correcting appearance or assumption. It is frequent in both spoken and written Tamil. | [CORE] |
| உண்மை | உண்மையாக | uṇmaiyāka | உண்மை + **-ஆக** | truly; really; genuinely | Used adverbially to emphasize factuality or sincerity. It occurs in everyday speech as well as in more formal prose. | [CORE] |
| உண்மை | உண்மையில்லை | uṇmaiyillai | உண்மை + இல்லை | not true; untrue | A common negative form used to deny that something is factually correct or real. It is frequent in argument, reporting, and ordinary contradiction. | [CORE] |
| உண்மை | உண்மையற்ற | uṇmaiyaṟṟa | உண்மை + அற்ற | untrue; baseless; lacking truth | This form is used especially in formal prose for claims, allegations, or depictions judged to lack factual basis. It is more literary or formal than simple conversational negation. | [CORE] |
| மெய் | மெய்யான | meyyāṉa | மெய் “true, real” + adjectival **-ஆன** | true; real; genuine | An elevated or formal adjective used for what is truly so, especially in philosophical, religious, and literary contexts. It remains clearly attested in modern formal Tamil. | [CORE] |
| மெய் | மெய்மை | meymai | மெய் + **-மை** | truth; truthfulness; reality | A literary and formal abstract noun parallel in sense to உண்மை. It is used in ethical, philosophical, and classical-style prose. | [CORE] |
| மெய் | மெய்ப்பொருள் | meypporuḷ | மெய் “true, real” + பொருள் “thing, meaning, substance” | true meaning; essential reality | This is a well-attested compound in literary interpretation, philosophy, and religious exegesis. It refers to the real import or essential substance behind surface appearance. | [CORE] |
| மெய் | மெய்யியல் | meyyiyal | மெய் + இயல் | metaphysics; ontology; philosophy of reality | A standard philosophical term in Tamil for inquiry into reality or being. It is used in academic and intellectual contexts. | [CORE] |
| மெய் | மெய்ஞ்ஞானம் | meyññāṉam | மெய் + ஞானம் | true knowledge; spiritual knowledge | A strongly attested term in religious and philosophical discourse, especially in Saiva and related traditions. It refers to higher or genuine knowledge of reality. | [CORE] |
| மெய் | மெய்யுணர்வு | meyyuṇarvu | மெய் + உணர்வு | true realization; realization of reality | Used in spiritual, philosophical, and reflective writing for direct apprehension of truth or ultimate reality. It is less everyday than உண்மை-based forms but clearly established. | [CORE] |
| பொய் | பொய்யான | poyyāṉa | பொய் “falsehood” + adjectival **-ஆன** | false; fake; untrue | A common adjective for false claims, fake appearances, and deceptive representations. It is widely used in everyday and formal contexts. | [CORE] |
| சரி | சரியான | cariyāṉa | சரி “correct, proper” + adjectival **-ஆன** | correct; proper; accurate | A very common adjective used for correct answers, proper methods, and accurate information. It is standard across educational, administrative, and everyday usage. | [CORE] |
| சரி | சரித்தன்மை | carittaṉmai | சரி + தன்மை | correctness; propriety | This noun is used in formal evaluative prose for the quality of being correct or proper. It is attested, though less common than simpler expressions with சரி. | [MARGINAL] |
| சரி | சரியாக | cariyāka | சரி + **-ஆக** | correctly; properly; exactly | A very common adverb used in instruction, education, administration, and conversation. It evaluates whether something is done or stated in the proper way. | [CORE] |
| சரி | சரியில்லை | cariyillai | சரி + இல்லை | not right; not correct; not okay | Extremely common in speech for factual, practical, or moral disapproval. It is one of the most natural negative extensions of சரி in actual use. | [CORE] |
| சரி | சரியல்ல | cariyalla | சரி + அல்ல | not correct; improper | This form is also common, especially in somewhat more explicit or formal negation. It overlaps with சரியில்லை but can sound slightly more categorical. | [CORE] |
| சரி | சரிபார் | caripār | சரி + பார் | check; verify; inspect | A very common lexicalized verbal formation used for checking whether something is correct. It is standard in administration, education, editing, and technical contexts. | [CORE] |
| சரி | சரிபார்ப்பு | caripārppu | சரிபார் + **-ப்பு** | verification; checking | A standard noun in bureaucratic, technical, and procedural language. It refers to the act or process of verification. | [CORE] |
| சரி | சரிசெய் | caricey | சரி + செய் | correct; fix; set right | This is a very common verbal expression for correcting an error or remedying a problem. It is widely used in practical, editorial, technical, and interpersonal settings. | [CORE] |
| சரி | சரிசெய்தல் | cariceytal | சரிசெய் + தல் | correction; rectification | A common nominalized form used in formal and procedural contexts, including administration, law, editing, and computing. It refers to the act of correcting. | [CORE] |
| சரி | சரிவர | carivara | lexicalized expression from சரி + வர | properly; adequately; as required | A common adverbial expression used when something is done properly or sufficiently. It is frequent in both speech and writing. | [CORE] |
| தவறு | தவறான | tavaṟāṉa | தவறு “error, wrong” + adjectival **-ஆன** | wrong; incorrect; mistaken; erroneous | A very common adjective used for incorrect information, mistaken assumptions, and wrong decisions or actions. It is standard across everyday and formal registers. | [CORE] |
| நிஜம் | நிஜமான | nijamāṉa | நிஜம் “real, actual” + adjectival **-ஆன** | real; genuine; actual | A common adjective in everyday speech and popular media for real events, genuine objects, or actual conditions. It contrasts naturally with fake, fictional, or merely apparent things. | [CORE] |
| உறுதி | உறுதியான | uṟudiyāṉa | உறுதி “certainty, firmness” + adjectival **-ஆன** | certain; firm; reliable; definite | This adjective is widely used for definite information, reliable evidence, firm conviction, or stable character. It is common in both epistemic and practical evaluation. | [CORE] |
| நம்பகமான | நம்பகத்தன்மை | nampakattaṉmai | நம்பக “trustworthy, reliable” + தன்மை “quality” | reliability; trustworthiness; credibility | A standard formal noun used to assess the reliability of testimony, institutions, data, devices, or persons. It is common in academic, bureaucratic, and media-related contexts. | [CORE] |
| ஒத்த | ஒற்றுமை | oṟṟumai | from ஒத்து / ஒற்று “to agree, match” + **-மை** | similarity; agreement; correspondence; consistency | This noun refers to likeness or agreement between things, including statements, texts, and observed facts. It is also used more broadly for unity, but the correspondence sense is well established. | [CORE] |
