| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
|---|---|---|---|---|---|
| 진실 | jinsil | 眞實 “true + real” | truth; reality; genuineness | 진실 is a very common noun for “truth,” especially when contrasting truth with lies, concealment, or distortion. It is used in everyday speech as well as journalism, law, and moral discussion, as in 진실을 밝히다 “to reveal the truth.” | [CORE] |
| 참 | cham | native Korean adjective/adverb stem meaning “true; really” | true; genuine; real; really | 참 appears both as an adjective-like modifier in compounds and as an adverb meaning “really.” In evaluative contexts it can mark something as genuine or authentic, as in 참사랑 “true love” or 참된 마음 “a sincere/true heart.” | [CORE] |
| 참되다 | chamdoeda | 참 “true” + 되다 “become/be” | be true; be genuine; be sincere; be right | 참되다 is used for persons, attitudes, teachings, or values judged to be genuinely right or sincere. It is more literary or formal than plain everyday predicates, and often appears in moral, religious, or philosophical contexts. | [CORE] |
| 진정하다 | jinjeonghada | 眞正하다 “be truly correct/genuine” | be genuine; be authentic; be true | 진정하다 is a formal adjective used to describe something as genuinely of a certain kind, often in writing or elevated speech. It commonly appears in forms like 진정한 사랑 “true love” or 진정한 의미 “the true meaning.” | [CORE] |
| 진짜 | jinjja | lexicalized form; no transparent modern breakdown for most speakers | real; genuine; authentic; for real | 진짜 is extremely common in spoken Korean for distinguishing the genuine from the fake, and also as an adverb meaning “really.” It applies to objects, feelings, and situations, though in formal writing it is often replaced by more formal terms like 진정한 or 진실한. | [CORE] |
| 가짜 | gajja | lexical item meaning “fake, imitation” | fake; false; counterfeit | 가짜 is the ordinary opposite of 진짜 in many contexts involving objects, documents, claims, or appearances. It is widely used for counterfeit goods, forged materials, and figuratively for insincere or bogus persons or performances. | [CORE] |
| 사실 | sasil | 事實 “matter/event + reality” | fact; truth; actuality | 사실 refers to what is factually the case and is common in both everyday and formal discourse. It is used when evaluating whether a statement corresponds to reality, as in 사실 여부 “whether something is true.” | [CORE] |
| 사실이다 | sasirida | 사실 “fact” + copula | be true; be a fact | 사실이다 is a standard way to assert that a proposition is factually correct. It is common in argumentation, reporting, and legal or public discourse when confirming the truth of a claim. | [CORE] |
| 허위 | heowi | 虛僞 “empty/false + deceit” | falsehood; falsity; fraudulent; untrue | 허위 is a formal term used especially in legal, administrative, and journalistic contexts for false statements, false reporting, or fraudulent representation. It often appears in compounds such as 허위 사실 “false facts/false allegations” and 허위 신고 “false report.” | [CORE] |
| 거짓 | geojit | native Korean noun/adnominal form meaning “lie; falsehood” | lie; falsehood; false | 거짓 is a basic and very common term for falsity, whether in speech, representation, or appearance. It appears in expressions like 거짓말 “lie” and 거짓 정보 “false information,” and can describe both deliberate lying and simple untruth. | [CORE] |
| 정확하다 | jeonghwakhada | 正確하다 “correct + exact” | be accurate; be exact; be precise | 정확하다 is used for measurements, descriptions, statements, memory, timing, and representation when judged for accuracy. It is one of the most common evaluative terms for correspondence to fact or exact detail. | [CORE] |
| 정확성 | jeonghwakseong | 正確性 “accuracy/exactness + quality” | accuracy; precision; exactness | 정확성 is the noun used when discussing the degree of accuracy of information, translation, reporting, or technical output. It is common in academic, media, and professional contexts where reliability of representation is assessed. | [CORE] |
| 올바르다 | olbareuda | native Korean adjective meaning “be upright/correct” | be correct; be right; be proper | 올바르다 is widely used for judgments about conduct, attitude, method, language use, and moral correctness. It can refer both to factual or procedural rightness and to ethical propriety, depending on context. | [CORE] |
| 옳다 | olta | native Korean adjective meaning “be right” | be right; be correct; be just | 옳다 is a basic evaluative predicate for saying that a judgment, action, or principle is right. It is common in moral reasoning, argument, and education, and can cover both correctness and ethical rightness. | [CORE] |
| 정당하다 | jeongdanghada | 正當하다 “proper/rightful” | be just; be legitimate; be justified; be proper | 정당하다 is used when evaluating actions, claims, punishment, authority, or procedures as justified or legitimate. It is especially common in legal, political, and ethical discussion rather than in ordinary factual assessment. | [CORE] |
| 타당하다 | tadanghada | 妥當하다 “appropriate; valid” | be valid; be sound; be reasonable; be appropriate | 타당하다 is often used for arguments, interpretations, decisions, and grounds that are judged intellectually or procedurally well-founded. It is common in academic, legal, and formal evaluative writing. | [CORE] |
| 유효하다 | yuhyohada | 有效하다 “have effect/validity” | be valid; be effective; be in force | 유효하다 is used for contracts, documents, votes, licenses, arguments, and methods when they count as valid or operative. In legal and administrative settings it often contrasts with 무효하다 “be invalid.” | [CORE] |
| 무효 | muhyo | 無效 “without validity/effect” | invalidity; nullity; invalid | 무효 is a common formal term for something lacking legal or procedural validity. It appears in expressions like 무효 판결 “judgment of invalidity” and 무효표 “invalid ballot,” and can also be used more broadly for something that does not count. | [CORE] |
| 신뢰하다 | silloehada | 信賴하다 “trust + rely” | trust; rely on | 신뢰하다 is used for trusting persons, institutions, testimony, systems, or information sources. It evaluates reliability rather than truth directly, and is common in social, political, and professional contexts. | [CORE] |
| 신뢰성 | silloeseong | 信賴性 “trustworthiness/reliability + quality” | reliability; trustworthiness; credibility | 신뢰성 is used for data, research, devices, witnesses, media, and institutions when discussing how dependable they are. It is especially frequent in technical, academic, and evaluative discourse. | [CORE] |
| 믿을 만하다 | mideul manhada | 믿다 “believe” + -(으)ㄹ 만하다 “worth being / sufficiently” | be trustworthy; be reliable; be believable | 믿을 만하다 is a fixed evaluative expression for saying that a person, report, or source is reliable enough to trust. It is common in everyday speech and writing and often sounds less formal than 신뢰할 수 있다. | [CORE] |
| 진실하다 | jinsilhada | 眞實하다 “be truthful/true” | be truthful; be sincere; be true | 진실하다 is used mainly for persons, speech, or attitudes judged to be truthful or sincere. It is less common than the noun 진실, but still well attested in literary, moral, and descriptive contexts. | [CORE] |
| 진실성 | jinsilseong | 眞實性 “truthfulness/genuineness + quality” | sincerity; truthfulness; authenticity | 진실성 refers to the quality of being genuine or truthful, especially in a person’s attitude, expression, or artistic or political stance. It is used in criticism and public discourse when evaluating whether something feels honest rather than contrived. | [CORE] |
