| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
|---|---|---|---|---|---|
| 진실 | 진실을 밝히다 | jinsireul balkhida | reveal the truth | Very common in journalism, law, and public discourse. It is used when hidden or disputed facts are brought to light. | [CORE] |
| 진실 | 진실을 말하다 | jinsireul malhada | tell the truth | Common in everyday and formal contexts alike. It directly contrasts with lying, concealment, or evasion. | [CORE] |
| 진실 | 진실을 숨기다 | jinsireul sumgida | hide the truth | Common in reporting, interpersonal conflict, and institutional criticism. It implies deliberate concealment of what is really the case. | [CORE] |
| 진실 | 진실이 드러나다 | jinsiri deureonada | the truth comes out | Frequently used when concealed facts become publicly known. Common in news, investigations, and dramatic narration. | [CORE] |
| 진실 | 진실 공방 | jinsil gongbang | dispute over the truth | Common in journalism and public controversy. It refers to a clash between parties over what really happened. | [CORE] |
| 참 | 참과 거짓 | chamgwa geojit | truth and falsehood | Attested in philosophical, logical, religious, and educational contexts. It is more formal and abstract than everyday truth-telling expressions. | [CORE] |
| 참 | (no common expression identified) | — | — | As an independent P1 base, 참 is much more productive in derivation/compounding and adverbial use than in stable multi-word constructions tied specifically to “truth.” | [UNCERTAIN] |
| 참되다 | 참되게 살다 | chamdoege salda | live truthfully / live genuinely | Attested in moral, religious, and reflective prose. It describes living in a sincere, upright, or genuine way rather than merely stating facts correctly. | [MARGINAL] |
| 참되다 | 참된 삶을 살다 | chamdoen salmeul salda | live a true/genuine life | Commoner in formal writing via the attributive form 참된, but the construction belongs to the same lexical family centered on 참되다. It is used in ethical or philosophical discourse. | [CORE] |
| 진정하다 | 진정한 의미의 ~ | jinjeonghan uimie ~ | ~ in the true sense of the word | Very common in essays, speeches, and formal argumentation. It marks a contrast between superficial labeling and what counts as genuinely being that thing. | [CORE] |
| 진정하다 | 진정한 사랑 | jinjeonghan sarang | true love | Extremely common in literary, popular, and reflective discourse. It evaluates emotional authenticity rather than factual truth. | [CORE] |
| 진정하다 | 진정한 민주주의 | jinjeonghan minjujuui | true/genuine democracy | Common in political rhetoric and commentary. It is used to distinguish an ideal or authentic form from a merely nominal one. | [CORE] |
| 진짜 | 진짜로 | jinjjaro | really; for real | Extremely common in spoken Korean. It can mark either authenticity (“for real”) or speaker emphasis (“really”). | [CORE] |
| 진짜 | 진짜 같다 | jinjja gatda | look real / seem genuine | Common when evaluating objects, performances, images, or emotions for apparent authenticity. It often contrasts with 가짜 같다. | [CORE] |
| 진짜 | 진짜가 아니다 | jinjjaga anida | not real / not genuine | Common in everyday speech for fake goods, insincere feelings, or inauthentic situations. It is informal and highly productive. | [CORE] |
| 진짜 | 진짜처럼 보이다 | jinjjacheoreom boida | look like the real thing | Common for imitations, visual effects, and deceptive appearances. It focuses on resemblance to authenticity, not guaranteed genuineness. | [CORE] |
| 가짜 | 가짜 뉴스 | gajja nyuseu | fake news | Now very common in media and political discourse. It refers to fabricated or misleading news content, though in public rhetoric it may also be used polemically. | [CORE] |
| 가짜 | 가짜 신분증 | gajja sinbunjeung | fake ID | Common in legal, policing, and everyday contexts. It refers to forged or counterfeit identification documents. | [CORE] |
| 가짜 | 가짜가 아니다 | gajjaga anida | not fake | Common in authentication and reassurance contexts. It is often used in commerce, resale, and disputes over genuineness. | [CORE] |
| 가짜 | 가짜처럼 보이다 | gajjacheoreom boida | look fake | Common for objects, performances, smiles, or claims that seem inauthentic. It evaluates appearance rather than established fact. | [CORE] |
| 사실 | 사실을 확인하다 | sasireul hwaginhada | check/confirm the facts | Very common in journalism, administration, and workplace communication. It refers to verifying whether reported information is factually correct. | [CORE] |
| 사실 | 사실을 밝히다 | sasireul balkhida | clarify/reveal the facts | Common in investigations, reporting, and public statements. It emphasizes establishing what actually happened. | [CORE] |
| 사실 | 사실과 다르다 | sasilgwa dareuda | differ from the facts / be untrue | Very common in denials and corrections. It is used when a statement, report, or rumor does not match reality. | [CORE] |
| 사실 | 사실에 근거하다 | sasire geungeohada | be based on facts | Common in argumentation, journalism, and academic writing. It presents a claim or judgment as factually grounded. | [CORE] |
| 사실 | 사실 여부를 확인하다 | sasil yeobureul hwaginhada | verify whether something is true | Common in legal, journalistic, and administrative contexts. It is used when the factual status of a claim is still under examination. | [CORE] |
| 사실 | 사실상 ~이다 | sasilsang ~ida | be in effect / be virtually ~ | Very common in formal speech and writing. It marks something as true in practical reality even if not formally designated that way. | [CORE] |
| 사실이다 | ~인 것은 사실이다 | ~in geoseun sasirida | it is true that ~ | Very common in formal argumentation and balanced statements. It often concedes one point while leaving room for further qualification. | [CORE] |
| 사실이다 | 부인할 수 없는 사실이다 | buinhalsu eomneun sasirida | it is an undeniable fact | Common in persuasive writing and public commentary. It strongly asserts factual certainty and resists dispute. | [CORE] |
| 허위 | 허위 사실 | heowi sasil | false fact / false allegation / false information | Extremely common in legal and journalistic Korean. In practice it often refers to false claims presented as fact. | [CORE] |
| 허위 | 허위 신고 | heowi singo | false report | Common in legal and administrative contexts. It refers to knowingly false reporting to authorities or institutions. | [CORE] |
| 허위 | 허위 기재 | heowi gijae | false entry / false statement in writing | Common in legal, bureaucratic, and compliance contexts. It refers to entering false information in documents or forms. | [CORE] |
| 허위 | 허위로 드러나다 | heowiro deureonada | turn out to be false | Common in reporting on claims, rumors, or testimony later shown to be untrue. It is formal in tone. | [CORE] |
| 거짓 | 거짓말을 하다 | geojinmareul hada | tell a lie | One of the most basic and common everyday constructions for false speech. It is used across all registers except the most technical legal style. | [CORE] |
| 거짓 | 거짓으로 드러나다 | geojiseuro deureonada | be revealed as false | Attested in formal and written contexts. It is used when a claim, testimony, or appearance is shown not to be true. | [CORE] |
| 거짓 | 거짓 증언 | geojit jeung-eon | false testimony | Common in legal and journalistic contexts. It refers to testimony that is untrue, whether intentionally or in legal accusation. | [CORE] |
| 거짓 | 거짓 정보 | geojit jeongbo | false information | Common in media, education, and public-information contexts. It is a broad term for untrue informational content. | [CORE] |
| 정확하다 | 정확하게 말하다 | jeonghwakhage malhada | speak accurately / put it precisely | Very common in both everyday and formal contexts. It can refer to factual correctness or precision of wording. | [CORE] |
| 정확하다 | 정확하게 표현하다 | jeonghwakhage pyohyeonhada | express accurately | Common in writing, translation, education, and criticism. It concerns faithful and precise representation. | [CORE] |
| 정확하다 | 정확한 정보 | jeonghwakan jeongbo | accurate information | Very common in media, education, and technical communication. It evaluates informational reliability and correctness. | [CORE] |
| 정확하다 | 정확한 시간에 | jeonghwakan sigane | at the exact time | Common in scheduling and instruction. Here 정확하다 extends from truth to exactness and precision. | [CORE] |
| 정확성 | 정확성을 높이다 | jeonghwakseongeul nopida | improve accuracy | Very common in technical, academic, and professional contexts. It is used for systems, measurements, reporting, and translation. | [CORE] |
| 정확성 | 정확성을 검증하다 | jeonghwakseongeul geomjeunghada | verify accuracy | Common in research, engineering, and media evaluation. It refers to testing whether output or representation is correct. | [CORE] |
| 올바르다 | 올바르게 이해하다 | olbareuge ihaehada | understand correctly | Common in education, interpretation, and public explanation. It can refer to conceptual correctness rather than mere factual truth. | [CORE] |
| 올바르다 | 올바르게 사용하다 | olbareuge sayonghada | use properly | Very common in instructions, education, and public campaigns. It emphasizes proper method or correct usage. | [CORE] |
| 올바르다 | 올바른 태도 | olbareun taedo | proper/right attitude | Common in education, ethics, and institutional discourse. It often carries a moral or normative nuance. | [CORE] |
| 올바르다 | 올바른 방향 | olbareun banghyang | the right direction | Common in policy, planning, and abstract discussion. It refers to appropriateness or correctness of course rather than factual truth. | [CORE] |
| 옳다 | 옳고 그름 | olgo geureum | right and wrong | Very common in moral, philosophical, and educational discourse. It frames evaluation in terms of normative correctness. | [CORE] |
| 옳다 | 옳다고 생각하다 | oltago saenggakhada | think that it is right | Common in argument and moral reasoning. It expresses the speaker’s judgment that an action, claim, or principle is correct or justified. | [CORE] |
| 옳다 | 네 말이 옳다 | ne mari olta | you are right / what you said is right | Common in conversation and argument. It can acknowledge factual correctness or sound judgment depending on context. | [CORE] |
| 정당하다 | 정당한 이유 | jeongdanghan iyu | justifiable reason / legitimate reason | Very common in legal, administrative, and formal contexts. It evaluates whether grounds are acceptable and justified. | [CORE] |
| 정당하다 | 정당한 대가 | jeongdanghan daega | fair compensation | Common in labor, ethics, and public debate. It concerns fairness and legitimacy rather than factual truth. | [CORE] |
| 정당하다 | 정당하게 행사하다 | jeongdanghage haengsahada | exercise legitimately / exercise justifiably | Common in legal and political writing for rights, authority, or force. It marks an action as properly justified. | [CORE] |
| 타당하다 | 타당한 근거 | tadanghan geungeo | valid grounds / sound basis | Very common in academic, legal, and evaluative writing. It refers to reasoning or support judged intellectually well-founded. | [CORE] |
| 타당하다 | 타당한 주장 | tadanghan jujang | valid claim / sound argument | Common in debate, essays, and scholarly writing. It evaluates argumentative soundness rather than moral legitimacy. | [CORE] |
| 타당하다 | 타당하다고 보기 어렵다 | tadanghadago bogi eoryeopda | it is hard to regard as valid | Very common in formal criticism and academic prose. It is a restrained way to reject an argument or interpretation. | [CORE] |
| 유효하다 | 유효한 계약 | yuhyohan gyeyak | valid contract | Common in legal and administrative contexts. It means the contract is legally operative and recognized. | [CORE] |
| 유효하다 | 유효한 표 | yuhyohan pyo | valid vote/ballot | Common in elections and procedural counting. It contrasts directly with 무효표. | [CORE] |
| 유효하다 | 유효기간이 지나다 | yuhyogigani jinada | the validity period expires / passes | Very common for documents, tickets, medicines, and coupons. It refers to the end of the period during which something remains valid. | [CORE] |
| 유효하다 | 아직 유효하다 | ajik yuhyohada | still be valid | Common in law, policy, agreements, and arguments. It can refer to legal force, practical effectiveness, or continuing applicability. | [CORE] |
| 무효 | 무효가 되다 | muhyoga doeda | become invalid / be rendered null | Very common in legal, administrative, and procedural contexts. It is the standard way to say that something no longer counts as valid. | [CORE] |
| 무효 | 무효로 하다 | muhyoro hada | invalidate / nullify | Common in institutional and legal language. It refers to formally treating an act, vote, or agreement as invalid. | [CORE] |
| 무효 | 무효표 | muhyopyo | invalid ballot | A very common election-related expression. It refers to a ballot that does not count under the rules. | [CORE] |
| 무효 | 무효 판결 | muhyo pangyeol | judgment of invalidity | Common in legal reporting and formal legal discussion. It refers to a ruling that something is null or invalid. | [CORE] |
| 신뢰하다 | ~을 신뢰하다 | ~eul silloehada | trust ~ | Basic and very common construction for trusting people, institutions, systems, or information. It evaluates reliability rather than truth directly. | [CORE] |
| 신뢰하다 | 서로를 신뢰하다 | seororeul silloehada | trust each other | Common in interpersonal, organizational, and political contexts. It emphasizes mutual confidence and dependability. | [CORE] |
| 신뢰하다 | 신뢰할 수 있다 | silloehal su itda | can be trusted / be reliable | Extremely common in both speech and writing. It is often preferred when evaluating whether a source, person, or system is dependable. | [CORE] |
| 신뢰하다 | 신뢰를 얻다 | silloereul eotda | gain trust | Common in politics, business, and interpersonal relations. It refers to becoming regarded as dependable or credible. | [CORE] |
| 신뢰성 | 신뢰성이 높다 | silloeseongi nopda | have high reliability / be highly reliable | Very common in technical, academic, and evaluative contexts. It is used for data, devices, methods, and institutions. | [CORE] |
| 신뢰성 | 신뢰성을 확보하다 | silloeseongeul hwakbohada | secure reliability / ensure credibility | Common in research, engineering, media, and governance. It refers to establishing dependable quality or credibility. | [CORE] |
| 신뢰성 | 신뢰성에 문제가 있다 | silloeseonge munjega itda | there is a problem with reliability | Common in criticism of data, testimony, systems, or reporting. It signals that something may not be dependable enough to trust. | [CORE] |
| 믿을 만하다 | 믿을 만한 사람 | mideul manhan saram | a trustworthy person | Very common in everyday Korean. It is less formal and often more natural in speech than 신뢰할 수 있는 사람. | [CORE] |
| 믿을 만하다 | 믿을 만한 정보 | mideul manhan jeongbo | trustworthy information | Common in media literacy, online information, and everyday evaluation of sources. It means reliable enough to be believed. | [CORE] |
| 믿을 만하다 | 믿을 만하지 않다 | mideul manhaji anta | not trustworthy / not reliable | Common in ordinary evaluative speech. It is used for people, stories, sources, and claims that do not inspire confidence. | [CORE] |
| 진실하다 | 진실하게 말하다 | jinsilhage malhada | speak truthfully / speak sincerely | Attested in literary, moral, and formal descriptive contexts. It is less colloquial than 솔직하게 말하다 or truth-telling expressions with 진실. | [MARGINAL] |
| 진실하다 | 진실한 마음 | jinsilhan maeum | a sincere heart / truthful heart | Common in literary, religious, and reflective writing. It emphasizes sincerity and genuineness of feeling. | [CORE] |
| 진실하다 | 진실한 사람 | jinsilhan saram | a truthful/sincere person | Used in evaluative description of character. It is more literary and morally colored than plain everyday wording. | [CORE] |
| 진실성 | 진실성이 느껴지다 | jinsilseongi neukkyeojida | sincerity/authenticity can be felt | Common in criticism, politics, and interpersonal evaluation. It is used when speech, art, or behavior seems genuinely honest. | [CORE] |
| 진실성 | 진실성을 의심하다 | jinsilseongeul uisimhada | doubt someone’s sincerity/authenticity | Common in public discourse and criticism. It questions whether motives or expression are genuinely truthful. | [CORE] |
| 진실성 | 진실성을 인정하다 | jinsilseongeul injeonghada | acknowledge sincerity/authenticity | Used when granting that a person, statement, or work is genuinely honest in intent or expression. | [CORE] |
| 본질 | 본질을 꿰뚫다 | bonjireul kkwettulda | penetrate to the essence | Common in essays, criticism, and intellectual discourse. It means grasping the fundamental nature of something beyond surface appearances. | [CORE] |
| 본질 | 본질을 흐리다 | bonjireul heurida | obscure the essence | Common in argument and commentary. It is used when secondary issues distract from the core matter. | [CORE] |
| 본질 | 문제의 본질 | munjeui bonjil | the essence of the problem | Extremely common in formal and semi-formal discussion. It refers to the central underlying issue rather than superficial symptoms. | [CORE] |
| 본질 | 본질적으로 다르다 | bonjiljeogeuro dareuda | be essentially different | Common in philosophical, analytical, and argumentative writing. It marks a difference at the level of fundamental nature. | [CORE] |
| 실체 | 실체를 밝히다 | silchereul balkhida | uncover the true nature / reveal the substance | Common in journalism, law, and investigations. It refers to exposing what something really is behind appearances or claims. | [CORE] |
| 실체 | 실체가 드러나다 | silchega deureonada | the true nature is revealed | Common in reporting on scandals, organizations, or hidden realities. It emphasizes emergence of the actual substance of the matter. | [CORE] |
