# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Yoruba (yo)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| òtítọ́ | títọ́ | títọ́ | Gerundive form of tọ́ (being correct/true) | being true, being correct, truthfulness (as process) | Refers to the ongoing state or process of being true/correct. Used when emphasizing the active or continuous nature of truthfulness rather than the abstract quality. | [CORE] |
| òtítọ́ | ìtọ́ | ìtọ́ | ì- (nominalizing prefix) + tọ́ (be correct) | correctness, accuracy, straightness | Nominal form emphasizing the quality or state of being correct. Used in more abstract discussions compared to òtítọ́. | [CORE] |
| òtítọ́ | àìtọ́ | àìtọ́ | àì- (negative nominalizing prefix) + tọ́ (be correct) | incorrectness, falsehood, wrongness | Negative nominal form describing the state of not being correct. Already documented in P1 as separate lexical item. | [CORE] |
| òtítọ́ | olótítọ́ | olótítọ́ | oní-òtítọ́ (possessor-truth) | truthful person, honest person | Used to characterize persons who habitually speak truthfully and demonstrate honesty as a character trait. Common in moral evaluations of character. | [CORE] |
| òtítọ́ | aláìlótítọ́ | aláìlótítọ́ | oní-àì-ní-òtítọ́ (possessor-NEG-have-truth) | dishonest person, untruthful person | Used to characterize persons who lack truthfulness or habitually speak dishonestly. Negative moral characterization. | [CORE] |
| òtítọ́ | òtítọ́ ni | òtítọ́ ni | òtítọ́-ni (truth-COP) | it is true, truly, in truth | Fixed expression used to emphatically affirm the truth of a statement or to emphasize sincerity. Already documented in P1. | [CORE] |
| irọ́ | ìpurọ́ | ìpurọ́ | ì- (nominalizing prefix) + purọ́ (lie) | lying, mendacity, the act of lying | Nominal form referring to the practice or habit of lying. Used in moral discourse about dishonesty as a general phenomenon. | [CORE] |
| irọ́ | apurọ́ | apurọ́ | a- (agent prefix) + purọ́ (lie) | liar, one who lies | Agentive nominal referring to a person who habitually tells lies. Strong negative moral characterization. | [CORE] |
| irọ́ | ẹlẹ́rọ́ / oníròrọ́ | ẹlẹ́rọ́ / oníròrọ́ | oní-irọ́ (possessor-lie) / oní-irọ́-irọ́ (possessor-lie-REDUP) | liar, habitual liar | Used to characterize persons who tell lies. The reduplicated form emphasizes habitual or chronic lying. | [CORE] |
| irọ́ | àìpurọ́ | àìpurọ́ | àì-pa-irọ́ (NEG-do-lie) | not lying, truthfulness | Negative nominal indicating absence of lying or the practice of truthfulness. | [CORE] |
| tọ́ | òtítọ́ | òtítọ́ | ò- (nominalizing prefix) + tí- (gerundive marker) + tọ́ (be correct) | truth, truthfulness, honesty | Primary nominal form for truth as an abstract quality or virtue. Already documented in P1 as separate lexical item. | [CORE] |
| tọ́ | atọ́ | atọ́ | a- (agent prefix) + tọ́ (be correct) | one who is correct, accurate person | Agentive form referring to someone who habitually speaks or acts correctly. Less common than òtítọ́ for describing truthful persons. | [MARGINAL] |
| tọ́ | àtọ́ | àtọ́ | à- (nominalizing prefix) + tọ́ (be correct) | correction, amendment, rectification | Refers to the act or result of making something correct. Used in contexts of editing, correcting errors, or making adjustments. | [CORE] |
| tọ́ | ìtọ́ka | ìtọ́ka | ì- (nominalizer) + tọ́ka (point correctly) | indication, pointer, sign, reference | Nominal form referring to something that points to or indicates something else accurately. Used in instructional and referential contexts. | [CORE] |
| tọ́ | ìtọ́sọ́nà | ìtọ́sọ́nà | ì- (nominalizer) + tọ́ (direct correctly) + sí (to) + ọ̀nà (way) | guidance, direction, proper leading | Refers to the act or process of providing correct direction or guidance to others. Used in contexts of leadership and instruction. | [CORE] |
| tọ́ | àìtọ́ | àìtọ́ | àì-tọ́ (NEG-be.straight) | incorrectness, untruth, error | Negative nominal form indicating lack of correctness. Already documented in P1. | [CORE] |
| tọ́ | ìtọ́ | ìtọ́ | ì-tọ́ (nominalizer-be.straight) | correctness, straightness, accuracy | Nominal form referring to the quality or state of being correct or straight. | [CORE] |
| tọ́ | títọ́ | títọ́ | tí-tọ́ (PERF-be.straight) | being correct, being true | Gerundive form describing the process or state of being correct. | [CORE] |
| tọ́ | aláìtọ́ | aláìtọ́ | oní-àì-tọ́ (possessor-NEG-be.straight) | dishonest person, one who is incorrect | Characterizes persons who habitually speak or act incorrectly or dishonestly. | [CORE] |
| purọ́ | ìpurọ́ | ìpurọ́ | ì-pa-irọ́ (nominalizer-do-lie) | lying, the act of lying | Already documented under irọ́. Nominal derivation from the verbal form. | [CORE] |
| purọ́ | apurọ́ | apurọ́ | a-pa-irọ́ (agent-do-lie) | liar | Already documented under irọ́. Agent nominal from the verbal form. | [CORE] |
| purọ́ | àìpurọ́ | àìpurọ́ | àì-pa-irọ́ (NEG-do-lie) | not lying, truthfulness | Already documented under irọ́. Negative nominal derivation. | [CORE] |
| òdodo | olódodo | olódodo | oní-òdodo (possessor-righteousness) | righteous person, just person | Characterizes persons who habitually act justly and in accordance with moral standards. | [CORE] |
| òdodo | aláìṣe òdodo | aláìṣe òdodo | oní-àì-ṣe-òdodo (possessor-NEG-do-righteousness) | unrighteous person, unjust person | Characterizes persons who habitually act unjustly or in violation of moral standards. | [CORE] |
| òdodo | àìṣe òdodo | àìṣe òdodo | àì-ṣe-òdodo (NEG-do-righteousness) | unrighteousness, injustice | Characterizes conduct that violates moral or legal standards. | [CORE] |
| gbàgbọ́ | ìgbàgbọ́ | ìgbàgbọ́ | ì-gbàgbọ́ (nominalizer-believe) | belief, faith, trust | Nominal form referring to the state or content of believing. Already documented in P1. | [CORE] |
| gbàgbọ́ | agbàgbọ́ | agbàgbọ́ | a-gbàgbọ́ (agent-believe) | believer, one who believes/trusts | Agentive nominal referring to someone who believes, especially in religious contexts. Characterizes someone by their faith or trust. | [CORE] |
| gbàgbọ́ | aláìgbàgbọ́ | aláìgbàgbọ́ | a- (one who) + làì (without) + gbàgbọ́ (believe) | unbeliever, skeptic, one without faith | Describes someone who does not believe, especially in religious contexts. Indicates skepticism or lack of faith. | [CORE] |
| àṣìṣe | ṣìṣe | ṣìṣe | Gerundive form of ṣe (doing, making) | doing, making, action | Neutral gerundive form. The negative prefix à- + ṣìṣe yields àṣìṣe (error), but ṣìṣe itself is not specifically truth-related. | [MARGINAL] |
| àṣìṣe | aláṣìṣe | aláṣìṣe | oní-àṣìṣe (possessor-error) | one who makes errors, faulty person | Characterizes someone who makes mistakes or is prone to error. | [CORE] |
| bá mu | ìbámu | ìbámu | ì-bá-mu (nominalizer-meet-hold) | agreement, correspondence, correspondence | Nominal form from which ìbámu is derived. Describes correspondence or agreement between things. | [CORE] |
| ẹ̀rí | jẹ́rìí | jẹ́rìí | jẹ́ (affirm/be) + ẹ̀rí (witness/testimony) | to testify, to bear witness, to give evidence | Verbal form meaning to give testimony or bear witness. Already documented in P1 as separate lexical item. | [CORE] |
| ẹ̀rí | ẹlẹ́rìí | ẹlẹ́rìí | ẹni (one who) + ẹ̀rí (witness) | witness, one who testifies | Agentive nominal referring to a person who serves as a witness or gives testimony. Common in legal and religious contexts. | [CORE] |
| ẹ̀rí | ìjẹ́rìí | ìjẹ́rìí | ì-jẹ́-ẹ̀rí (nominalizer-accept-witness) | testimony, witnessing, giving evidence | Nominal form of the act of testifying. Already documented in P1. | [CORE] |
| ìdájọ́ | dájọ́ | dájọ́ | dá (create/make) + ọjọ́ (judgment) | to judge, to decide, to determine | Verbal form from which ìdájọ́ is derived. Already documented in P1 as separate lexical item. | [CORE] |
| ìdájọ́ | adájọ́ | adájọ́ | a- (agent prefix) + dájọ́ (judge) | judge, one who judges | Agentive nominal referring to a person who makes judgments or decisions, especially in legal contexts. | [CORE] |
| ìdájọ́ | onídájọ́ | onídájọ́ | oní- (one who has/possesses) + ìdájọ́ (judgment) | judge, arbiter, one with authority to judge | Alternative agentive form emphasizing possession of judgment authority. Used in formal legal contexts. | [CORE] |
| dájọ́ | ìdájọ́ | ìdájọ́ | ì-dá-ọjọ́ (nominalizer-create-judgment) | judgment, verdict, decision | Already documented in P1. Primary nominal derivation. | [CORE] |
| dájọ́ | adájọ́ | adájọ́ | a-dá-ọjọ́ (agent-create-judgment) | judge | Already documented under ìdájọ́. | [CORE] |
