| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
|---|---|---|---|---|---|
| egia | egia esan | N/A | to tell the truth | The most common verbal collocation of *egia* in everyday speech. Used in imperative (*egia esazu*, "tell the truth"), declarative, and nominalized (*egia esatea*) forms across all registers. Used in moral, legal, and interpersonal contexts. Cross-referenced from P1b (Root 1, item 1). Also functions as a sentence-initial framing device signaling candor or frankness, syntactically detached from the main clause as a discourse marker. | [CORE] |
| egia | egia da | N/A | it is true; that is true | Standard predicative construction for asserting the truth of a proposition, with *egia* as predicate nominal and *da* (3sg present of *izan*) as copula. Functions as a discourse marker of confirmation in both spoken and written Basque. Cross-referenced from P1b (Root 1, item 2). | [CORE] |
| egia | egia esan behar | N/A | to tell the truth (as obligation); truth be told | Discourse-initial phrase signaling candid or potentially unwelcome disclosure, equivalent to "to be honest" or "truth be told." Cross-referenced from P1b (Root 1, item 3). | [CORE] |
| egia | Egia esan behar da | N/A | One must tell the truth; the truth must be told | A deontic construction combining *egia esan* with the modal *behar* ("must, need"). Used in moral and legal contexts to assert an obligation of truthfulness. The impersonal *behar da* construction is standard Basque for expressing obligation. | [CORE] |
| egia | egia osoa eta ezer ez besterik | N/A | the whole truth and nothing but the truth | Legal oath formula used in testimonial contexts, paralleling the English legal formula. Attested in Basque legal and judicial language. Extends the collocation *egia osoa* (P1b Root 1, item 20) with the additional clause. Used in court proceedings and formal legal discourse. | [CORE] |
| egia | egiari eutsi | N/A | to hold to the truth; to maintain the truth | Used in moral and rhetorical contexts to describe adherence to or defense of the truth under pressure. Cross-referenced from P1b (Root 1, item 4). | [CORE] |
| egia | egiaren bila ibili | N/A | to go about seeking the truth; to be in search of the truth | Verbal construction combining *egiaren bila* (in search of truth, P1b Root 1, item 5) with the motion verb *ibili* (to go about, to be engaged in). The *ibili* verb marks ongoing or habitual activity. Used in philosophical, journalistic, and literary contexts to describe the ongoing pursuit of truth. | [CORE] |
| egia | egia aitortu | N/A | to admit the truth; to confess the truth; to acknowledge the truth | Verbal construction combining *egia* with *aitortu* (to confess, to acknowledge, to admit). Used in legal, moral, and interpersonal contexts where truth-telling involves an element of confession or acknowledgment of something previously concealed or denied. Distinct from *egia esan* in its connotation of acknowledgment after resistance. | [CORE] |
| egia | egia ukatu | N/A | to deny the truth; to refuse to acknowledge the truth | Verbal construction combining *egia* with *ukatu* (to deny, to refuse). Used in moral and legal contexts to describe the act of refusing to acknowledge or admit a true state of affairs. Distinct from *egia gorde* (concealing) in that *ukatu* implies active denial. | [CORE] |
| egia | egia ezkutatu | N/A | to hide the truth; to conceal the truth | Verbal construction combining *egia* with *ezkutatu* (to hide, to conceal). Used in moral, legal, and journalistic contexts to describe deliberate concealment of true information. | [CORE] |
| egia | egia gorde | N/A | to hide the truth; to conceal the truth | A collocation combining *egia* with *gorde* ("to keep, to hide, to conceal"). Used in moral and legal contexts to describe the withholding of truth. Functions as a partial antonym of *egia esan* in contexts of concealment rather than active lying. | [CORE] |
| egia | egia argitara atera | N/A | to bring the truth to light; to reveal the truth | Idiomatic verbal construction combining *egia* with *argitara atera* (to bring to light, literally "to take out into the light"). Used in journalistic, investigative, legal, and moral contexts to describe the exposure of hidden truth. The light metaphor is productive in Basque as in other languages. | [CORE] |
| egia | egia mingarria | N/A | the painful truth; the bitter truth | Nominal collocation combining *egia* with *mingarria* (painful, hurtful). Used in everyday and literary contexts to characterize truths that are difficult to hear or accept. Reflects the common conceptualization of truth as potentially painful. Common in spoken and written Basque. | [CORE] |
| egia | egia gordea | N/A | the hidden truth; the concealed truth | Nominal collocation combining *egia* with *gordea* (hidden, concealed, kept). Used in literary, journalistic, and everyday contexts to refer to truth that has been deliberately kept from view. | [CORE] |
| egia | egia eta gezurra nahastu | N/A | to mix truth and lies; to confuse truth and falsehood | Verbal construction combining the paired nouns *egia* (truth) and *gezurra* (the lie) with *nahastu* (to mix, to confuse). Used in moral and analytical contexts to describe the deliberate or careless blending of true and false information. | [CORE] |
| egia | egia da ala gezurra? | N/A | Is it true or false? Is it truth or lie? | Interrogative construction using the disjunctive particle *ala* (or) to pose the binary question of truth versus falsehood. Common in everyday speech and in pedagogical and evaluative contexts. | [CORE] |
| egia | Egia ala gezurra? | Egia ala gezurra? | True or false? Truth or lie? | A fixed binary interrogative construction used in educational, game, and rhetorical contexts to pose a truth-value question. The *ala* conjunction marks the exclusive disjunction. Common in spoken and written registers. | [CORE] |
| egia | egia esateko | N/A | to tell the truth; frankly; to be honest | Purposive/discourse-marker construction using the purposive form *esateko* (for saying, in order to say). Functions as a parenthetical equivalent to "to be honest" or "frankly speaking" when used sentence-initially. Distinct from *egia esan behar* in that it is less obligative in tone. More colloquial than the fuller periphrastic variant. Common in both spoken and written Basque as a hedging or sincerity marker. | [CORE] |
| egia | egia zati bat | N/A | a part of the truth; a portion of the truth | Nominal construction combining *egia* with *zati bat* (a part, a piece). Used in analytical and moral contexts to describe partial disclosure of truth, often implying that the remainder is withheld. Related in meaning to *egia erdi* (half-truth, P1b) but less lexicalized. | [CORE] |
| egia | egia jakiteko eskubidea | N/A | the right to know the truth | Nominal construction using the purposive verbal noun *jakiteko* (in order to know) and *eskubidea* (the right). Used in legal, journalistic, and political discourse to assert a right to truthful information, particularly in contexts of institutional accountability, freedom of information, press freedom, transparency, and victims' rights. | [CORE] |
| egia | egia beti ateratzen da azalera | N/A | the truth always comes to the surface; truth will out | Proverbial construction asserting the inevitable emergence of truth. Uses *azalera atera* (to come to the surface) with *beti* (always). Attested as a common saying in Basque moral discourse. | [CORE] |
| egia | egiari begira | N/A | looking at the truth; facing the truth; in view of the truth | Postpositional construction using *begira* (looking at, facing) with the dative *egiari*. Used in rhetorical and analytical contexts to frame an argument as grounded in honest assessment of reality. | [MARGINAL] |
| egia | egia da, baina... | N/A | it is true, but...; true, but... | Concessive construction using *egia da* followed by *baina* (but) to acknowledge a truth while introducing a qualification or counterpoint. Extremely common in spoken and written argumentative discourse. | [CORE] |
| egia | Egia esaten ausartu zen. | Egia esaten ausartu zen. | He/she dared to tell the truth. | A periphrastic construction combining *egia esan* with the verb *ausartu* (to dare), used to frame truth-telling as an act of courage. Common in narrative and moral discourse. | [CORE] |
| egia | Egia eta justizia | Egia eta justizia | Truth and justice | A fixed paired nominal construction used in political, legal, and transitional justice discourse. Common in the context of truth commissions and post-conflict reconciliation. Attested in Basque political and journalistic writing. | [CORE] |
| egia | Egia baino egia handiagoa | Egia baino egia handiagoa | A truth greater than truth / truer than true | A comparative intensification construction using the comparative marker *baino* and the comparative suffix *-ago*. Used in rhetorical and literary contexts to assert that something is emphatically or paradoxically true. Attested in literary and oratorical registers. | [MARGINAL] |
| egia | Egiaren bila dabil. | Egiaren bila dabil. | He/she is in search of the truth. | The construction *egiaren bila ibili/dabil* uses the postposition *bila* (in search of) with the genitive of *egia*. Documented in P1b item 14 as a collocation; noted here as a productive syntactic construction with the motion verb *ibili*. | [CORE] |
| egia | Egia da ala ez? | N/A | Is it true or not? | A fixed interrogative formula using the disjunctive particle *ala* ("or") to pose a binary truth question. Common in everyday speech and formal argumentation. The *ala ez* ("or not") construction is a standard Basque pattern for yes/no alternatives. | [CORE] |
| egia | Hori egia bada | N/A | If that is true; if that be true | A conditional construction using *bada* (conditional form of *da*, "is"). Used in argumentation and everyday speech to introduce a conditional premise. Standard Basque conditional syntax applied to truth-assertion. | [CORE] |
| egia | Egia esan nahi badut | N/A | If I want to tell the truth; if I'm being honest | A longer periphrastic discourse marker combining *egia esan* with the conditional *nahi badut* ("if I want to"). Used in spoken registers to introduce a candid or frank statement, functioning similarly to English "if I'm being honest." More colloquial than *egia esateko*. | [CORE] |
| egia | Egia dirudien arren | N/A | Although it seems true; even though it appears to be true | A concessive construction combining *egia* with *dirudien arren* ("although it seems," from *dirudi*, "it seems/appears"). Used to introduce a qualification of apparent truth. The *arren* concessive construction is standard in Basque. | [CORE] |
| egia | Egia baino egiagoa | N/A | Truer than true; more true than truth itself | A comparative intensification construction using the comparative *baino...ago* ("more...than"). Used in rhetorical and literary contexts to emphasize the certainty or self-evidence of a claim. Functions as a hyperbolic intensifier. | [MARGINAL] |
| egia | Egia hutsa | N/A | The plain truth; the bare truth; pure truth | A collocation combining *egia* with *hutsa* ("empty, mere, pure, bare"). Used to emphasize that a statement is nothing but the truth, without embellishment or qualification. Common in everyday and rhetorical speech. | [CORE] |
| egia | Egia erdiak esan | N/A | To tell half-truths | A collocation combining *egia erdiak* ("half-truths") with *esan* ("to say/tell"). Used in moral and political discourse to describe misleading partial disclosure. Already documented in P1b 1.14. | [CORE] |
