# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
|----------|---------------------------|-----------------|-------------------|--------|
| 1.1 | მართალი გახდა | mart'ali gakhda | [CORE] | Common expression for when something is revealed to be true or when a prediction proves correct. Used in narrative and explanatory contexts when facts emerge or suspicions are confirmed. |
| 1.2 | სწორი გახდა | sts'ori gakhda | [CORE] | Similar to მართალი გახდა but emphasizes procedural or technical correctness. Common when a method or answer proves to be right. |
| 1.3 | ნამდვილი გახდა | namdvili gakhda | [CORE] | Used when something imagined or hoped for becomes reality, or when authenticity is established. Common in contexts of dreams coming true or verification of authenticity. |
| 1.4 | ზუსტი გახდა | zusti gakhda | [MARGINAL] | Less common than other truth-adjectives with გახდა. Used when information or measurements become more precise through refinement. |
| 2.1 | მცდარი გახდა | mts'dari gakhda | [CORE] | Common expression for when something previously believed true is revealed to be false or when a claim is disproven. |
| 2.2 | საეჭვო გახდა | saech'vo gakhda | [CORE] | Common expression for when something previously trusted becomes questionable or when doubts arise about reliability. |
| 2.3 | ყალბი გახდა | q'albi gakhda | [MARGINAL] | Used when something is discovered to be fake or counterfeit. Less common than მცდარი გახდა because ყალბი typically describes inherent properties rather than changes. |
| 3.1 | მართალი ხდება | mart'ali khdeba | [CORE] | Used for ongoing process of becoming true or for general statements about truth emergence. More common in present/future contexts than გახდა. |
| 3.2 | ცხადი ხდება | tskhadi khdeba | [CORE] | Common expression for when truth or facts become clear or evident. Uses the adjective ცხადი (tskhadi) "clear, evident" rather than core truth-terms. |
| 4.1 | სიმართლე გამოვლინდა | simart'le gamovlinda | [CORE] | Very common expression for truth emerging or being discovered. The verb გამოვლენა emphasizes the process of revelation or uncovering. |
| 4.2 | სიმართლე გაირკვა | simart'le gairkva | [CORE] | Common expression using the verb გარკვევა (garkveva) "to become clear, to be clarified." Emphasizes the process of clarification. |
| 4.3 | სიმართლე ამოვიდა | simart'le amovida | [CORE] | Colloquial expression using the verb ამოსვლა (amosvla) "to come out, to emerge." Very common in everyday speech for truth emerging. |
| 5.1 | დაამტკიცა სიმართლე | daamt'k'itsa simart'le | [CORE] | Standard expression for proving or establishing truth. The verb დამტკიცება (damt'k'itseba) is the primary verb for "proving" in Georgian. |
| 5.2 | დაადასტურა | dadast'ura | [CORE] | Common verb for confirming or verifying truth. Takes truth-nouns or information-nouns as direct objects. |
| 5.3 | გამოავლინა სიმართლე | gamoavlina simart'le | [CORE] | Active form of გამოვლენა (gamovlena) "to reveal." Common for deliberately revealing or uncovering truth. |
| 5.4 | გაამართლა | gamart'la | [CORE] | Verb from the მართ- root meaning to justify or vindicate. Used when someone or something is proven right or justified. |
| 6.1 | გააყალბა | gaaq'alba | [CORE] | Standard verb for deliberately making something false or counterfeit. Common in legal and administrative contexts. |
| 6.2 | მოატყუა | moat'q'ua | [CORE] | Causative verb from the ტყუ- root meaning to deceive or fool someone. Common for deliberate deception. |
| 6.3 | შეცდომაში შეიყვანა | shets'domashi sheiq'vana | [CORE] | Periphrastic causative meaning "to lead someone into error." Uses the noun შეცდომა (shets'doma) "error" with the verb შეყვანა (sheq'vana) "to lead into." |
| 7.1 | გადაამოწმა | gadaamots'ma | [CORE] | Standard verb for verification through checking or testing. Very common in administrative, scientific, and everyday contexts. |
| 7.2 | შეამოწმა | sheamots'ma | [CORE] | Alternative verification verb with slightly different aspectual nuance. Common in testing and examination contexts. |
| 8.1 | გაასწორა | gaasts'ora | [CORE] | Standard verb for correcting errors or making something right. Common in educational and editorial contexts. |
| 8.2 | გამოასწორა | gamoasts'ora | [CORE] | Alternative form with preverb გამო- (gamo-), often used for correcting mistakes or fixing problems. |
| 9.1 | გააზუსტა | gaazusta | [CORE] | Standard verb for making information more precise or clarifying details. Common in formal and technical contexts. |
| 9.2 | დააზუსტა | daazusta | [CORE] | Alternative form with preverb და- (da-), similar meaning to გააზუსტა. |
| 10.1 | მართალი რჩება | mart'ali rcheba | [CORE] | Common expression for truth persisting over time or despite challenges. Used in contexts emphasizing enduring validity. |
| 10.2 | სანდო რჩება | sando rcheba | [CORE] | Common for expressing continued reliability or trustworthiness over time. |
| 10.3 | უცვლელი რჩება | utsvleli rcheba | [CORE] | Expression using the adjective უცვლელი (utsvleli) "unchanged" to emphasize stability. Common in contexts about enduring truths. |
| 11.1 | აგრძელებს მართალი ყოფნას | agrdzelebs mart'ali q'opnas | [MARGINAL] | Formal or emphatic expression for continued truth. Less common than simple რჩება (rcheba) "remains" but used for emphasis on ongoing validity. |
| 12.1 | დაკარგა სანდოობა | dak'arga sandooba | [CORE] | Common expression for loss of credibility or trustworthiness. Used for persons, sources, or institutions. |
