# F2a Derivational Table — Tagalog (tl)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| totoo | katotohanan | katotohanan | ka- + totoo + -han (circumfix forming abstract noun) | truth, reality, the truth | Forms abstract noun denoting the concept or state of truth. Used in philosophical, legal, and everyday contexts to refer to factual reality or true state of affairs. | [CORE] |
| totoo | totóhanán | totóhanán | totoo + -han + -an (suffix combination marking manner/reciprocal) | seriously, in earnest, for real | Adverbial form indicating seriousness or genuine intent. Distinguishes serious statements from jokes or pretense. | [CORE] |
| totoo | makatotohanan | makatotohanan | maka- + totohanan (prefix marking ability/characteristic + truth-related form) | realistic, plausible, true-to-life | Adjectival form describing representations or accounts that correspond to reality or are believable. Used to evaluate verisimilitude. | [CORE] |
| totoo | di-totoo | di-totoo | di- (negative prefix) + totoo | untrue, false, not real | Negated form indicating lack of truth or reality. Direct negation used in everyday speech. | [CORE] |
| totoo | nagtotoo | nagtotoo | nag- (actor voice prefix) + totoo (with progressive reduplication) | is coming true, is becoming real | Verbal form describing the process of predictions, dreams, or expectations being realized or manifesting in reality. | [CORE] |
| totoo | tumutuoo | tumutuoo | tum- (actor voice intransitive prefix) + totoo (with progressive reduplication) | is coming true, is materializing | Alternative verbal form describing the process of something becoming real or true. Used for hopes, fears, or predictions manifesting. | [CORE] |
| totoo | magkatotoo | magkatotoo | magka- (accidental/resultative prefix) + totoo | to come true, to be realized | Verbal form describing the realization or fulfillment of something hoped for or predicted. Common in expressions about wishes or prophecies being fulfilled. | [CORE] |
| totoo | pagtotoo | pagtotoo | pag- (nominalizing prefix) + totoo | the act of becoming true, realization | Nominal form referring to the process or event of something becoming true or real. Used in formal or narrative contexts. | [CORE] |
| totoo | totoong-totoo | totoong-totoo | totoo + -ng (linker) + totoo (reduplication) | very true, absolutely real, completely genuine | Emphatic reduplication stressing high degree of truth or reality. Used to emphasize authenticity or remove doubt about veracity. | [CORE] |
| tunay | katunayan | katunayan | ka- + tunay + -an (circumfix forming abstract noun) | proof, evidence, fact | Forms abstract noun denoting evidence or proof that establishes truth. Common in legal, investigative, and argumentative contexts. | [CORE] |
| tunay | tunay na tunay | tunay na tunay | tunay + na (linker) + tunay (reduplication) | very genuine, absolutely true, truly authentic | Emphatic reduplication stressing complete authenticity or genuineness. Used to remove doubt about sincerity or authenticity. | [CORE] |
| tunay | patunayan | patunayan | pa- (causative prefix) + tunay + -an (locative/benefactive suffix) | to prove, to verify, to demonstrate | Verbal form meaning to establish truth or genuineness through evidence or demonstration. Common in legal, scientific, and everyday contexts requiring verification. | [CORE] |
| tunay | pagpapatunay | pagpapatunay | pag- (nominalizing prefix) + pa- (causative) + tunay (with reduplication) | proving, verification, demonstration | Nominal form referring to the act or process of proving. Used in formal contexts describing verification procedures or evidentiary processes. | [CORE] |
| tunay | mapatunayan | mapatunayan | ma- (abilitative prefix) + pa- (causative) + tunay + -an | can be proven, provable, verifiable | Verbal form describing what can be demonstrated or verified. Used to discuss the possibility of establishing truth through evidence. | [CORE] |
| tunay | napatunayan | napatunayan | na- (completed aspect prefix) + pa- (causative) + tunay + -an | was proven, has been verified | Completed aspect form indicating successful proof or verification. Common in reporting results of investigations or tests. | [CORE] |
| tunay | pinatunayan | pinatunayan | pi- (patient voice completed prefix) + pa- (causative) + tunay + -an | proved, verified, demonstrated | Patient-focus completed form describing what has been proven. Used when emphasizing the thing proven rather than the prover. | [CORE] |
| tunay | pagkatunay | pagkatunay | pagka- (state/quality prefix) + tunay | genuineness, authenticity, the quality of being true | Abstract noun referring to the state or quality of being genuine. Used in discussions of authenticity and essential nature. | [CORE] |
| mali | pagkakamali | pagkakamali | pagka- (state prefix) + ka- (infix) + mali | mistake, error | Nominal form denoting an instance or state of being wrong. Very common in everyday speech to refer to errors or mistakes. | [CORE] |
| mali | magkamali | magkamali | mag- (actor voice prefix) + ka- (infix) + mali | to make a mistake, to err | Verbal form meaning to commit an error or be mistaken. Common in everyday contexts describing mistakes in action or judgment. | [CORE] |
| mali | kamali-mali | kamali-mali | ka- + mali (reduplicated) | very wrong, full of errors | Emphatic reduplication indicating high degree of incorrectness or multiple errors. Used to criticize severely flawed work or reasoning. | [CORE] |
| mali | nagkakamali | nagkakamali | nag- (actor voice) + ka- (infix) + mali (with progressive reduplication) | is making mistakes, is erring | Progressive verbal form describing ongoing or habitual error-making. Used to describe current or repeated mistakes. | [CORE] |
| mali | nagkamali | nagkamali | nag- (actor voice completed) + ka- (infix) + mali | made a mistake, erred | Completed aspect form indicating a mistake has been made. Very common in acknowledging or reporting errors. | [CORE] |
| mali | mapagkamali | mapagkamali | ma- (adjective prefix) + pag- + ka- + mali | error-prone, fallible, prone to mistakes | Adjectival form describing tendency to make mistakes. Used to characterize people or processes as fallible. | [CORE] |
| tama | katamaan | katamaan | ka- + tama + -an (circumfix forming abstract noun) | correctness, rightness, propriety | Abstract noun denoting the quality of being correct or proper. Used in discussions of accuracy and appropriateness. | [CORE] |
