| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
|---|---|---|---|---|---|---|
| உண்மை / *uṇmai* | பொய் / *poy* | *uṇmai* / *poy* | truth / lie, falsehood | P1 explicitly states that *poy* is "the primary antonym of *uṇmai*" and that *uṇmai* "contrasts with *poyymai* (falsehood)." P3 Group 1 identifies *poy* as "the primary negative counterpart" of *uṇmai*, used predicatively to assert that a claim does not correspond to reality. The pair appears in parallel constructions: *atu uṇmaitāṉ* (that is indeed true) vs. *atu poytāṉ* (that is indeed a lie), in the binary question construction *itu uṇmaiyā illai poyyā?* (is this true or false?), and in the construction *poyyai uṇmai eṉṟu nampināṉ* (he believed the lie to be true). P3 identifies this as "the central contrast" of Group 1, and in the proverbial structure where *uṇmai* prevails and *poy* is eventually exposed. | lexical | [CORE] |
| உண்மையான / *uṇmaiyāna* | பொய்யான / *poyyāna* | *uṇmaiyāna* / *poyyāna* | true, genuine, real / false, untrue, deceptive | P1 item 4 explicitly states that *uṇmaiyāna* "contrasts with *poyyāna* (false) in parallel constructions." Both are *-āna* adjectival forms of their respective base nominals and function as direct antonyms in attributive and prenominal modifier position. | morphological | [CORE] |
| உண்மை / *uṇmai* | கற்பனை / *kaṟpaṉai* | *uṇmai* / *kaṟpaṉai* | truth, fact / fiction, fabrication, imagination | P1 describes *kaṟpaṉai* as used "to characterize a claim or narrative as invented rather than factual." P2b Construction 18.2 documents *itu veṟum kaṟpaṉai* (this is mere fabrication) as a dismissal of a claim as invented. P2b Construction 18.3 documents the compound *kaṟpaṉaikkum eṭṭāta uṇmai* (a truth beyond imagination), which places the two terms in explicit relational contrast. The opposition is between what is real/factual and what is invented/imagined. | lexical | [CORE] |
| அசல் / *acal* | நகல் / *nakal* | *acal* / *nakal* | original / copy, duplicate | P1 item 14 explicitly states *acal* "directly contrasts with *nakal* (copy)." P2b Construction 8.2 (also documented as Construction 2 under *acal* in P2b) documents the disjunctive question *itu acalā nakalā?* (is this the original or a copy?) as a fixed evaluative pair, attested also in P4b. P3 Group 2 identifies the *acal/nakal/pōli* triad as the core of the genuineness-evaluation group. The contrast is between the genuine original and a reproduction, with *nakal* carrying neutral connotation in this pair. P3 notes *nakal* is "evaluatively neutral" while *acal* is positively evaluative. | lexical | [CORE] |
| அசல் / *acal* | போலி / *pōli* | *acal* / *pōli* | original, genuine / fake, counterfeit, sham | P1 item 14 states *acal* "directly contrasts with *pōli* (fake)." P3 Group 2 identifies the *acal/nakal/pōli* triad and notes that *pōli* "is always negative" while *nakal* can be neutral. P1 describes *pōli* as applied to "objects, persons, or credentials that falsely claim to be genuine" and as carrying "a strongly negative evaluative charge." The pair co-occurs in the construction *itu acal illai, pōli* (this is not the original — it's a fake), documented in P2b Construction 3 under *pōli*. The construction *atu pōliyā, acalā?* (Is that fake or genuine?) is documented as a standard disjunctive contrast in P2b Construction 11.3. P3 Group 4 identifies this as the central contrast of the genuineness-versus-fakeness domain. The contrast between *acal* and *pōli* is between genuine authenticity and fraudulent imitation, with a moral/legal dimension absent from the *acal/nakal* pair. | lexical | [CORE] |
| அசல் / *acal* | நகல் / *nakal* and போலி / *pōli* (combined negative pole) | *acal* / *nakal*, *pōli* | original / copy (neutral) and fake (negative) | P3 Group 2 identifies the *acal/nakal/pōli* triad and explicitly notes that "*nakal* is neutral in connotation (a certified copy of a document is a *nakal* without negative implication), while *pōli* is always negative." This documents a three-way structure in which *acal* contrasts with two distinct negative poles that differ in their evaluative charge: *nakal* (non-original but legitimate) and *pōli* (non-original and fraudulent). | lexical | [CORE] |
| உண்மையான / *uṇmaiyāna* | போலி / *pōli* | *uṇmaiyāna* / *pōli* | genuine, authentic / fake, counterfeit | P3 Group 4 lists *uṇmaiyāna* alongside *acal* as a term for genuineness that contrasts with *pōli* in document and object evaluation contexts. P2a item 12 (under *acal*) notes that *acalāna* "directly contrasts with *pōliyāna* (fake)," and *uṇmaiyāna* participates in the same evaluative frame. | lexical | [CORE] |
| நேர்மை / *nērmai* | வஞ்சனை / *vañcaṉai* | *nērmai* / *vañcaṉai* | honesty, integrity / deceit, deception, fraud | P1 explicitly states that *nērmai* "contrasts with *vañcaṉai* (deceit)." P3 Group 3 identifies both as the clearest members of the character-evaluation group, with *nērmai* characterizing honest conduct and *vañcaṉai* characterizing deliberate deception. The parallel adverbial constructions *nērmaiyāka naṭa* (behave honestly) and *vañcaṉaiyāka naṭa* (behave deceitfully) are documented in P2b as structurally parallel. | lexical | [CORE] |
| நேர்மை / *nērmai* | கள்ளம் / *kaḷḷam* | *nērmai* / *kaḷḷam* | honesty, integrity / deceit, guile | P1 item 11 explicitly states *kaḷḷam* "contrasts with *nērmai*." P3 places them in adjacent groups (Group 2 and Group 3) with *nērmai* evaluating the presence of honesty and *kaḷḷam* evaluating the active presence of deceptive intent. | lexical | [CORE] |
| நேர்மை / *nērmai* | வஞ்சகம் / *vañcakam* | *nērmai* / *vañcakam* | honesty, integrity / treachery, deceit, fraud | P1 item 3 lists *vaññam* (deceit) as a term *nērmai* contrasts with, and P1 item 12 documents *vañcakam* as a term in the same deception cluster. P3 places *nērmai* in Group 2 (honesty evaluation) and *vañcakam* in Group 3 (active deception/treachery), with the contrast between principled conduct and betrayal as the defining opposition. | lexical | [CORE] |
| நியாயம் / *niyāyam* | அநியாயம் / *aniyāyam* | *niyāyam* / *aniyāyam* | justice, fairness, rightness / injustice, unfairness, wrongfulness | P1 describes *aniyāyam* as the "direct antonym of *niyāyam*." P2a notes that *aniyāyam* is formed by the Sanskrit privative prefix *a-* applied to the Sanskrit-origin base *nyāya* before borrowing into Tamil, making this "a lexical antonym pair rather than a productive Tamil-internal derivation." P2b documents the predicative use *itu aniyāyam* (this is unjust) as the negative counterpart to *itu niyāyamā?* (is this fair?). | lexical | [CORE] |
| நியாயம் / *niyāyam* | அன்யாயம் / *anyāyam* | *niyāyam* / *anyāyam* | justice, fairness, rightness / injustice, unfairness, wrongfulness | The data states that *anyāyam* "functions as the direct antonym of *niyāyam* in evaluative contexts" (P1, item 16), and that *anyāyamāṉa* is the "direct antonym of *niyāyamāṉa*" (P2a, item 16.1). The opposition is etymologically encoded: *anyāyam* derives from Sanskrit *anyāya* (contrary to *nyāya*). | lexical | [CORE] |
| நியாயமான / *niyāyamāna* | நியாயமற்ற / *niyāyamaṟṟa* | *niyāyamāna* / *niyāyamaṟṟa* | just, fair, reasonable / unjust, unfair, unreasonable | P2a documents both forms from the base *niyāyam*. The contrast is between the presence and the privation of justice or fairness, using the *-āna* adjectival form and the *-aṟṟa* privative form respectively. | morphological | [CORE] |
| நியாயமான / *niyāyamāna* | அன்யாயமான / *anyāyamāna* | *niyāyamāna* / *anyāyamāna* | just, fair, reasonable / unjust, unfair, wrongful | The data explicitly identifies these as direct antonyms in evaluative constructions (P1, item 15; P2a, item 16.1). Both are *-āna* adjectival forms and appear in parallel attributive and predicative positions. | morphological | [CORE] |
| சரி / *cari* | தவறு / *tavaṟu* | *cari* / *tavaṟu* | correct, right / mistake, error, wrong | P1 explicitly states that *tavaṟu* "contrasts with *cari* (correct) in evaluative contexts." P3 Group 9 (also Group 8 in some probes) identifies both as the most common members of the fit-and-conformity evaluation group in everyday speech. The contrast operates in both epistemic (factual correctness) and moral (right vs. wrong conduct) registers, as documented in P1 for both items. | lexical | [CORE] |
| சரியான / *cariyāna* | தவறான / *tavaṟāna* | *cariyāna* / *tavaṟāna* | correct, right, proper / wrong, erroneous, mistaken | P1 items 5 and 6 document *cari* and *tavaṟu* as the primary terms for correctness and error/wrongness respectively. Both take the *-āna* adjectival suffix and appear in the same evaluative contexts (statements, actions, conduct). P2b Construction 4 under *poy* attests the construction *poy coluvatu tavaṟu* (telling lies is wrong), linking the two domains. The adjectival forms *cariyāna* and *tavaṟāna* appear in parallel evaluative constructions across spoken and written registers. | lexical | [CORE] |
| தகுதி / *takuti* | தகுதியற்ற / *takutiyaṟṟa* | *takuti* / *takutiyaṟṟa* | qualification, eligibility, fitness / unqualified, ineligible, unfit | P1 documents both items, with *takutiyaṟṟa* described as the evaluative term for persons or things that "fail to meet a required standard." P2a documents the *aṟṟa* privative participial suffix as the derivational strategy producing the negative pole from the positive nominal base. The contrast is between meeting and failing to meet a formal standard. | morphological | [CORE] |
| நம்பகமான / *nampakamāna* | நம்பத்தகாத / *nampattakāta* | *nampakamāna* / *nampattakāta* | reliable, trustworthy, credible / untrustworthy, not credible, not worth trusting | P2a documents *nampattakāta* as "the direct negative counterpart of *nampattakka*" and P1b documents both *nampattakka* and *nampattakāta* as a positive/negative pair for evaluating whether a person, source, or claim is worthy of trust. P2a notes the morphological relationship: both are formed from *nampu* + *-att-* + *takka* (worthy) vs. *takāta* (not worthy). The contrast is between credibility and its absence in source and testimony evaluation. | morphological | [CORE] |
| நம்பத்தக்க / *nampattakka* | நம்பத்தகாத / *nampattakāta* | *nampattakka* / *nampattakāta* | worth trusting, credible / not worth trusting, not credible | P2a explicitly documents these as a positive/negative participial adjective pair derived from the same base (*nampu* + *-att-*) by the contrast between *takka* (worthy of) and *takāta* (not worthy of, negative participial). P1b Root 2 items 13–14 presents these as a matched pair: *nampattakka* is "worthy of trust, credible" and *nampattakāta* is "its negative counterpart." P4b documents both as attested in journalistic and legal evaluation of sources and testimony. This is a morphologically formed minimal pair within the same derivational paradigm. | morphological | [CORE] |
| நம்பத்தக்க / *nampattakka* | நம்பமுடியாத / *nampamuṭiyāta* | *nampattakka* / *nampamuṭiyāta* | worthy of trust, credible, believable / unbelievable, incredible, not credible | P2a documents both forms from the base verb *nampu*. *nampattakka* (worthy of trusting) and *nampamuṭiyāta* (impossible to believe) are both participial constructions that have become lexicalized as evaluative adjectives. They occupy the same prenominal modifier position with opposite evaluative polarity regarding credibility. | morphological | [CORE] |
| நம்பகமான / *nampakamāna* | நம்பகமற்ற / *nampakamāṟṟa* | *nampakamāna* / *nampakamāṟṟa* | reliable, trustworthy, credible / unreliable, untrustworthy, not credible | P2a documents *nampakamāṟṟa* as the privative form of *nampakam*, defined as "unreliable, untrustworthy, not credible." P1b Root 3 item 13 attests it in journalistic and legal contexts assessing credibility of evidence or testimony. The data identifies *nampakam aṟṟa* as "the antonym of *nampakamāna*" used in legal, journalistic, and everyday evaluative contexts (P2a, item 8.2). The privative *-aṟṟa* suffix produces the negative counterpart of the *-āna* adjectival on the same base. | morphological | [CORE] |
| நம்பிக்கையான / *nampikkaiyāna* | நம்பிக்கையற்ற / *nampikkaiyaṟṟa* | *nampikkaiyāna* / *nampikkaiyaṟṟa* | trustworthy, reliable, faithful / untrustworthy, faithless, unreliable | P1b Root 2 items 6–7 presents these as a matched adjectival pair built on *nampikkai*, with the *-āna* positive form and the *-aṟṟa* privative negative form. Both are used in moral evaluation of persons and conduct. | morphological | [CORE] |
| நம்பிக்கை / *nampikkai* | நம்பிக்கையற்ற / *nampikkaiāṟṟa* | *nampikkai* / *nampikkaiāṟṟa* | trust, faith, confidence / faithless, without trust | P2a documents *nampikkaiāṟṟa* as the privative form of *nampikkai*. The contrast is between the presence and the privation of trust. | morphological | [CORE] |
| நம்பிக்கை / *nampikkai* (presence of trust) | நம்பிக்கையின்மை / *nampikkaiinmai* | *nampikkai* / *nampikkaiinmai* | trust, faith, confidence / lack of trust, distrust, absence of faith | P1b documents *nampikkaiyiṉmai* as a compound formed by *nampikkai* + *iṉmai* (absence, lack), and P2a documents it as formed by the productive *iṉmai* privative nominal construction. P3 Group 5 lists *nampikkaiinmai* as a member of the trustworthiness group. The contrast is between the state of trusting and the absence of that state. | morphological | [CORE] |
| நேர்மையான / *nērmaiyāna* | நேர்மையில்லாத / *nērmaiyillāta* | *nērmaiyāna* / *nērmaiyillāta* | honest, of integrity / dishonest, lacking integrity | P2a documents *nērmaiyillāta* as the negative form of *nērmai* formed by the *illāta* negative existential participial construction. P4b documents both as attested, with *nērmaiyillāta maṉitaṉ* (a person lacking honesty) as the example. The contrast is between the presence and absence of the quality of honesty in a person. | morphological | [CORE] |
| நேர்மையான / *nēṟmaiyāna* | கள்ளமான / *kaḷḷamāna* | *nēṟmaiyāna* / *kaḷḷamāna* | honest, upright / deceitful, guileful | P1 item 19 explicitly states *nēṟmaiyāna* "contrasts with *kaḷḷamāna* (deceitful)." Both are *-āna* adjectival forms used to evaluate persons and conduct. | morphological | [CORE] |
| நேர்மையான / *nēṟmaiyāna* | வஞ்சகமான / *vañcakamāna* | *nēṟmaiyāna* / *vañcakamāna* | honest, upright / treacherous, fraudulent | P1 item 19 explicitly states *nēṟmaiyāna* "contrasts with *vañcakamāna* (treacherous)." Both are *-āna* adjectival forms evaluating persons and conduct. | morphological | [CORE] |
