| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|---|---|---|---|---|---|---|
| உண்மை / *uṇmai* | உண்மையான | uṇmaiyāna | *uṇmai* + *-āna* (adjectival copular suffix, relativized form of *āku* "to become/be") | true, genuine, real, authentic | Attributive adjective modifying nouns to assert genuineness or factual accuracy; applied to persons, objects, feelings, and statements. Extremely frequent across all registers of spoken and written Tamil. | [CORE] |
| உண்மை / *uṇmai* | உண்மையாக | uṇmaiyāka | *uṇmai* + *-āka* (adverbial/predicative suffix, converbal form of *āku*) | truly, genuinely, honestly, in truth; predicatively: is true/genuine | Adverbial form used to assert that an action or state is genuine or sincere; also used predicatively to assert that something is genuinely the case. Appears in constructions such as *uṇmaiyāka colla* (to speak truthfully). Common in everyday speech and formal writing. | [CORE] |
| உண்மை / *uṇmai* | உண்மையில் | uṇmaiyil | *uṇmai* + *-il* (locative case suffix) | in truth, actually, in reality | Fixed adverbial expression used to introduce a correction or clarification of what is actually the case; functions as an epistemic discourse marker, often contrasting appearance with reality. Extremely common in spoken and written Tamil. | [CORE] |
| உண்மை / *uṇmai* | உண்மையிலேயே | uṇmaiyilēyē | *uṇmai* + *-il* (locative) + *-ē* (emphatic particle) + *-yē* (further emphatic reinforcement) | truly indeed, in actual fact, really and truly | Emphatic adverbial used in spoken Tamil to strongly assert that something is genuinely the case, often in contexts of surprise or insistence. More emphatic than *uṇmaiyil*. Common in spoken Tamil and informal written registers. | [CORE] |
| உண்மை / *uṇmai* | உண்மைத்தன்மை | uṇmait-taṉmai | *uṇmai* + linking *-t-* + *taṉmai* (nature, inherent quality; itself from *taṉ* "self/own" + *-mai*) | truthfulness, authenticity, veracity, the quality of being true | Abstract nominal used in philosophical, literary-critical, and formal written Tamil to refer to the property of being true or authentic. Less common in casual speech than *uṇmai* alone. | [MARGINAL] |
| உண்மை / *uṇmai* | உண்மைக்கு மாறான | uṇmaikkum māṟāna | *uṇmai* + dative *-kku* + *māṟāna* (contrary to, deviating from; participial adjective from *māṟu*, to deviate/change) | contrary to fact, false, counterfactual | Fixed evaluative expression used in legal and formal written contexts to characterize a statement or representation as factually false. More formal and explicit than *poy* alone. | [CORE] |
| உண்மை / *uṇmai* | உண்மையற்ற | uṇmaiyaṟṟa | *uṇmai* + *aṟṟa* (privative participial: without, lacking) | untrue, lacking truth, false, inauthentic | Used to evaluate persons, statements, or representations as lacking truth or genuineness; appears in moral and formal evaluative contexts. Less common than *poy* or *poyyāna* for simple falsehood but attested in formal registers. | [CORE] |
| உண்மை / *uṇmai* | உண்மையாளர் | uṇmaiyāḷar | *uṇmai* + *āḷar* (agentive/person suffix, plural-honorific form of *āḷ*) | truthful persons, people of truth, truth-tellers | Used to refer to persons characterized by truthfulness or commitment to truth; appears in formal, literary, and moral discourse. The singular *uṇmaiyāḷan* (masculine) and *uṇmaiyāḷ* (general/honorific) are also attested, though less frequent than the base noun. | [MARGINAL] |
| உண்மை / *uṇmai* | உண்மைப்படுத்து | uṇmaippaṭuttu | *uṇmai* + *-p-* (linking consonant) + *paṭuttu* (causative verb stem from *paṭu* "to undergo/become"); finite/imperative form | authenticate, verify, substantiate, confirm | The finite verb stem used in administrative and legal instructions and directives. | [MARGINAL] |
| உண்மை / *uṇmai* | உண்மைப்படுத்துதல் | uṇmaippaṭuttutal | *uṇmai* + *-p-* (linking consonant) + *paṭuttu* (causative verb stem) + verbal noun suffix *-tal* | authentication, verification, substantiation (as a process) | Formal and administrative verbal noun denoting the act of establishing the truth or genuineness of a document, claim, or identity. | [MARGINAL] |
| பொய் / *poy* | பொய்யான | poyyāna | *poy* + *-āna* (adjectival copular suffix; note gemination of *y* before vowel-initial suffix) | false, lying, untrue, deceptive, fake | Attributive adjective applied to statements, persons, and representations judged to be false or deceptive. Parallel in formation to *uṇmaiyāna* and used contrastively with it. Common across spoken and written registers. | [CORE] |
| பொய் / *poy* | பொய்யாக | poyyāka | *poy* + *-āka* (adverbial copular suffix) | falsely, deceptively, untruthfully; predicatively: is false | Adverbial and predicative form used to characterize the manner of speech or action as false or deceptive. Common in moral and legal discourse: *poyyāka colluvāṉ* (he will speak falsely). | [CORE] |
| பொய் / *poy* | பொய்மை | poymai | *poy* + *-mai* (abstract nominal suffix) | falsehood, falsity, the quality of being false | Abstract nominal form denoting the quality or state of being false; used in philosophical and moral discourse as the direct antonym of *uṇmai*. Appears in classical and formal Tamil writing. Less frequent in everyday speech than *poy* itself. | [CORE] |
| பொய் / *poy* | பொய்யன் | poyyaṉ | *poy* + *-y-* + *-aṉ* (masculine singular agentive suffix) | liar (masculine singular) | Masculine singular agentive nominal used in colloquial and literary Tamil to characterize a male person as a liar. Used in direct accusation and narrative characterization. | [CORE] |
| பொய் / *poy* | பொய்யள் | poyyaḷ | *poy* + *-aḷ* (feminine agentive suffix) | liar (feminine), a woman who lies | Feminine counterpart of *poyyaṉ*; used in everyday moral evaluation to characterize a female person as a liar. Carries the same strong negative evaluative force. | [CORE] |
| பொய் / *poy* | பொய்யர் | poyyar | *poy* + *-y-* + *-ar* (agentive/person suffix, honorific or plural) | liars, deceivers (plural/honorific agentive) | Agentive nominal denoting persons who lie or deceive. Used in literary and formal Tamil in moral condemnation. | [CORE] |
| பொய் / *poy* | பொய்யாளன் | poyyāḷaṉ | *poy* + *-y-* + *-āḷaṉ* (agentive suffix with *āḷ* "person" + masculine *-aṉ*) | liar, deceiver (masculine, somewhat more formal than *poyyaṉ*) | An agentive nominal with slightly more formal or emphatic character than *poyyaṉ*, used in moral condemnation and narrative. The form *poyyāḷar* (honorific/plural) also occurs in formal written Tamil. | [CORE] |
| பொய் / *poy* | பொய்த்தன்மை | poyttaṉmai | *poy* + *taṉmai* (quality, nature) | falseness, the quality of being untrue, spuriousness | A more formal and abstract nominal than *poymai*; used in philosophical and literary critical contexts to refer to the property of being false or inauthentic. Rare in everyday speech. | [MARGINAL] |
| பொய் / *poy* | பொய்யுரை | poyyurai | *poy* (false) + *urai* (speech, statement, utterance) | false statement, lie, false testimony | A compound nominal used in formal and legal contexts to refer to a false statement or false testimony; appears in legal proceedings and formal written Tamil. More formal than *poy* alone. | [CORE] |
| பொய் / *poy* | பொய்சாட்சி | poycāṭci | *poy* (false) + *cāṭci* (witness, testimony; from Sanskrit *sākṣin*) | false witness, perjury, false testimony | Used in legal and moral contexts to refer to false testimony given by a witness; appears in legal proceedings and in moral discourse about the wrongness of lying under oath. | [CORE] |
| பொய் / *poy* | பொய்யில்லாத | poyyillāta | *poy* + *illāta* (without, not having; privative participial) | without falsehood, truthful, free from lies | Used to evaluate persons or statements as entirely free from falsehood; appears in moral instruction, religious contexts, and formal evaluative discourse. Carries a strong positive evaluative force. | [CORE] |
| நேர்மை / *nērmai* | நேர்மையான | nērmaiyāna | *nērmai* + *-āna* (adjectival copular suffix) | honest, upright, straightforward, sincere, of integrity | Attributive adjective applied to persons and conduct evaluated as honest and non-deceptive. Common in moral evaluation in personal, professional, and civic contexts across all registers. | [CORE] |
| நேர்மை / *nērmai* | நேர்மையாக | nērmaiyāka | *nērmai* + *-āka* (adverbial copular suffix) | honestly, sincerely, straightforwardly, uprightly | Adverbial form used to characterize the manner of speech or action as honest. Common in everyday and formal speech and moral instruction. | [CORE] |
| நேர்மை / *nērmai* | நேர்மையில்லாத | nērmaiyillāta | *nērmai* + *illāta* (lacking, without; negative existential participial adjective from *il-*) | dishonest, lacking integrity, not straightforward | Negative attributive adjective used to evaluate persons or conduct as lacking honesty or integrity. Formed by the productive negative existential construction rather than a dedicated privative suffix. Common in moral and political discourse. | [CORE] |
| நேர்மை / *nērmai* | நேர்மையற்ற | nērmaiyaṟṟa | *nērmai* + *aṟṟa* (privative participial suffix, from *aṟu*, to cut off/lack) | dishonest, lacking integrity, unprincipled | Used to evaluate persons or conduct as lacking honesty or integrity; common in moral and political discourse. | [CORE] |
| நேர்மை / *nērmai* | நேர்மையின்மை | nērmaiyiṉmai | *nērmai* + *iṉmai* (abstract nominal of absence/non-existence, from *il* "not exist" + *-mai*) | dishonesty, lack of integrity, absence of honesty | Abstract nominal used in formal and written Tamil to denote the property of lacking honesty. Appears in moral, legal, and political discourse. | [CORE] |
| நேர்மை / *nērmai* | நேர்மையுடன் | nērmaiyuṭaṉ | *nērmai* + *uṭaṉ* (sociative suffix: with, together with) | with honesty, honestly, with integrity | Adverbial phrase characterizing the manner of conduct as honest; common in formal and everyday Tamil, particularly in moral instruction and professional contexts. | [CORE] |
| நேர்மை / *nērmai* | நேர்மையாளர் | nērmaiyāḷar | *nērmai* + *āḷar* (agentive/person suffix, plural-honorific) | honest persons, people of integrity | Used to refer to persons characterized by honesty and integrity; appears in formal, literary, and moral discourse, often in political or moral discourse praising or calling for honest conduct. Less frequent than the adjectival form *nērmaiyāna* but attested in formal registers. | [MARGINAL] |
| நேர்மை / *nērmai* (via root *நேர்* / *nēr*) | நேர்தன்மை | nēr-taṉmai | *nēr* (straight, direct) + *taṉmai* (nature, quality) | straightforwardness, directness, integrity | Formed directly from the root *nēr* rather than from *nērmai*; overlaps in meaning with *nērmai* but tends to appear in more explicitly philosophical or literary contexts. | [MARGINAL] |
| சரி / *cari* | சரியான | cariyāna | *cari* + *-y-* (glide) + *-āna* (adjectival copular suffix) | correct, proper, right, appropriate, accurate | Adjectival form used to evaluate statements, actions, or conduct as correct or appropriate; extremely common across all registers of spoken and written Tamil. | [CORE] |
| சரி / *cari* | சரியாக | cariyāka | *cari* + *-y-* + *-āka* (adverbial copular suffix) | correctly, properly, rightly, accurately | Adverbial form used to characterize the manner of an action or the accuracy of a result as correct; very common in everyday speech, educational, and technical contexts: *cariyāka pēcu* (speak correctly/properly), *cariyāka puriyavillai* (I did not understand correctly). | [CORE] |
| சரி / *cari* | சரிபார் | caripār | *cari* (correct) + *pār* (to see, look; here: to check) | to verify, to check, to confirm, to validate | Verb used to describe the act of checking or verifying whether something is correct or accurate; common in everyday, administrative, and technical contexts. | [CORE] |
| சரி / *cari* | சரிபார்ப்பு | caripārppu | *caripār* (to verify) + *-ppu* (verbal noun suffix) | verification, checking, validation, review | Verbal noun derived from *caripār*; used to refer to the act or process of verification. Common in administrative, technical, and journalistic contexts. | [CORE] |
| சரி / *cari* | சரிபார்த்தல் | caripārtttal | *cari* (correct) + *pār* (to see, look; here: to check) + verbal noun suffix *-ttal* | verification, checking, confirmation | Verbal noun denoting the act of checking or verifying correctness. The finite form *caripārkkiṟēṉ* (I am checking/verifying) is widely used in spoken Tamil. | [CORE] |
| சரி / *cari* | சரிசெய் | caricey | *cari* (correct) + *cey* (to do, to make) | to correct, to fix, to set right, to repair | Verb used to describe the act of correcting an error or repairing something that is not functioning properly; extremely common in everyday speech across all registers. | [CORE] |
