| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
|---|---|---|---|---|---|
| doğru | doğruyu söylemek | doğruyu söylemek | to tell the truth | Çok yaygın bir kalıptır. Hem gündelik dürüstlük hem de bir olayın olgusal olarak doğru anlatılması için kullanılır. | [CORE] |
| doğru | doğru çıkmak | doğru çıkmak | to turn out to be right / true | Bir tahminin, şüphenin ya da iddianın sonradan doğrulanması durumunda kullanılır. Gündelik dilde çok yaygındır. | [CORE] |
| doğru | doğru kabul etmek | doğru kabul etmek | to accept as true / correct | Mantık, tartışma ve gündelik muhakemede kullanılır. Bir önermenin geçici ya da kesin olarak doğru sayılmasını ifade eder. | [CORE] |
| doğru | doğru bilmek | doğru bilmek | to believe/know as true | Bir şeyi doğru sanmak ya da doğru bilgi olarak edinmiş olmak anlamında kullanılır. Sıklıkla sonradan düzeltme bağlamında geçer. | [CORE] |
| doğru | doğruyu yanlışı ayırmak | doğruyu yanlışı ayırmak | to distinguish right from wrong / true from false | Hem ahlakî hem epistemik değerlendirmede yerleşik bir ifadedir. Eğitim, çocuk gelişimi ve genel yargı bağlamlarında sık görülür. | [CORE] |
| doğru | doğru söz | doğru söz | true word / truthful statement | Tek başına ya da atasözümsü bağlamlarda kullanılır. Bir sözün isabetli ve gerçek oluşunu över. | [CORE] |
| doğru | doğru karar vermek | doğru karar vermek | to make the right decision | Factual truth’ten çok uygunluk ve isabet anlamı taşır. Yönetim, eğitim ve gündelik seçim bağlamlarında çok yaygındır. | [CORE] |
| doğru | doğru yolda olmak | doğru yolda olmak | to be on the right track / path | Hem mecazî hem bazen ahlakî anlamda kullanılır. Bir sürecin, yaklaşımın veya yaşam yönünün uygun olduğunu belirtir. | [CORE] |
| gerçek | gerçeği söylemek | gerçeği söylemek | to tell the truth | Çok yaygın bir ifadedir. Özellikle bir durumun saklanmadan, olduğu gibi anlatılmasını belirtir. | [CORE] |
| gerçek | gerçeği yansıtmak | gerçeği yansıtmak | to reflect the truth / reality | Haber, temsil, tanıklık ve görsel anlatım için sık kullanılır. Bir anlatının veya görüntünün gerçek duruma uygun olduğunu söyler. | [CORE] |
| gerçek | gerçeği çarpıtmak | gerçeği çarpıtmak | to distort the truth | Siyaset, medya ve polemik dilinde çok yaygındır. Olguların yanıltıcı biçimde sunulmasını ifade eder. | [CORE] |
| gerçek | gerçek payı olmak | gerçek payı olmak | to contain an element of truth | Söylenti, eleştiri veya genellemenin tamamen temelsiz olmadığını belirtir. Gündelik değerlendirmede çok doğaldır. | [CORE] |
| gerçek | gerçeğe uygun olmak | gerçeğe uygun olmak | to be true to reality / factually accurate | Tasvir, rapor, canlandırma ve beyanlar için kullanılır. Özellikle eleştiri ve hukuk-adjacent bağlamlarda yerleşiktir. | [CORE] |
| gerçek | gerçek yüzünü göstermek | gerçek yüzünü göstermek | to show one’s true face | Bir kişinin gizli niyetinin ya da karakterinin açığa çıkması anlamında kullanılır. Gazetecilik ve gündelik polemikte yaygındır. | [CORE] |
| gerçek | gerçek ortaya çıkmak | gerçek ortaya çıkmak | the truth/reality emerges | Bir olayın perde arkasının sonradan anlaşılması bağlamında kullanılır. Haber dili ve gündelik anlatıda doğaldır. | [CORE] |
| gerçek | gerçek olmak | gerçek olmak | to be real | Ontolojik ya da sahicilik anlamında kullanılır. Bir şeyin hayal, kurgu veya sahte değil fiilî olduğunu belirtir. | [CORE] |
| hakikat | hakikati söylemek | hakikati söylemek | to tell the truth | “Gerçeği söylemek”e göre daha resmî, edebî veya yüksek üslupludur. Felsefî ve retorik bağlamlarda da sık görülür. | [CORE] |
| hakikat | hakikati gizlemek | hakikati gizlemek | to conceal the truth | Siyaset, etik, gazetecilik ve edebiyatta yerleşik bir ifadedir. Gerçek bilginin saklanmasını anlatır. | [CORE] |
| hakikat | hakikati çarpıtmak | hakikati çarpıtmak | to distort the truth | Daha resmî ve polemik tonlu bir kullanımdır. Özellikle ideolojik veya söylemsel çarpıtma eleştirisinde görülür. | [CORE] |
| hakikat | hakikate uygun olmak | hakikate uygun olmak | to be in accordance with truth/reality | Felsefî, hukukî ve eleştirel yazı dilinde kullanılır. Bir ifadenin ya da temsilin gerçekliğe uygunluğunu belirtir. | [CORE] |
