| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|---|---|---|---|---|---|---|
| მართალი | სიმართლე | *simartle* | si- + *martl-* + -e (abstract noun formation) | truth; correctness; justice | A very common abstract noun referring to truth in statements, but also fairness and moral rightness. It is used in everyday speech, public discourse, religion, and literature. | [CORE] |
| მართალი | მართლა | *martla* | from *მართალ-* > adverbial/discourse form | really; truly; indeed | Very common as an adverb or discourse marker in speech and writing. It confirms actuality, sincerity, or emphasis. | [CORE] |
| მართალი | მართლმსაჯულება | *martlmsajuleba* | *martl-* “just/right” + *msajuleba* “judging/judicature” | justice; administration of justice | A standard legal and institutional term for judicial justice. It is common in law, politics, administration, and media language. | [CORE] |
| მართალი | მართლზომიერი | *martlzomieri* | *martl-* + *zomieri* (“measured/according to rule”) | lawful; legitimate | Used in legal and administrative language for acts, procedures, or decisions that conform to law. It belongs to formal evaluative usage. | [CORE] |
| მართლზომიერი | მართლზომიერება | *martlzomiereba* | abstract noun from *მართლზომიერი* | lawfulness; legitimacy | Used in legal analysis and official review when evaluating whether an act or decision is lawful. It is primarily formal and institutional. | [CORE] |
| მართალი | მართებული | *martebuli* | adjectival formation from *მართ-* | proper; justified; valid; appropriate | Used in formal argument, criticism, and institutional language for claims, actions, wording, or decisions judged well-founded. It is common in evaluative prose. | [CORE] |
| მართებული | მართებულობა | *martebuloba* | abstract noun from *მართებული* | validity; appropriateness; correctness | Common in academic, legal, and critical writing when assessing whether something is justified or proper. It is more formal than everyday conversational vocabulary. | [CORE] |
| მართალი | მართლწერა | *martlc’era* | *martl-* “correct/right” + *c’era* “writing” | orthography; correct spelling | A standard educational and linguistic term for correct writing or spelling. It is common in schools, editing, dictionaries, and language instruction. | [CORE] |
| მართალი | გამართლება | *gamartleba* | ga- + *martl-* + -eba | justification; acquittal; vindication | Used both in legal contexts and in broader evaluation of whether an action, expectation, or claim is justified. It is common in formal and semi-formal language. | [CORE] |
| გამართლება | გამართლებული | *gamartlebuli* | participial/adjectival from *გამართლება* | justified; warranted | Common for actions, criticism, expectations, or measures considered warranted. It appears in legal, analytical, and general evaluative contexts. | [CORE] |
| მართალი | მართვა | *martva* | verbal noun from *მართ-* | management; control; driving; governance | Extremely common in administration, politics, business, and transport. However, this belongs to a semantic extension of the root beyond truth/rightness proper. | [MARGINAL] |
| მართვა | მმართველი | *mmartveli* | agentive from *მართვა* | ruler; governor; manager; governing | Used for political rulers, governing parties, administrators, and managers. This is well attested but semantically peripheral to truth/correctness. | [MARGINAL] |
| მმართველი | მმართველობა | *mmartveloba* | abstract noun from *მმართველი* | rule; governance; administration | Common in political and historical discussion of governing systems or periods of rule. It is a clear derivation within the root family, though not central to truth semantics. | [MARGINAL] |
| ჭეშმარიტი | ჭეშმარიტება | *č’ešmarit’eba* | abstract noun from *ჭეშმარიტი* | truth; verity | Common in theology, philosophy, literature, and elevated rhetoric for truth in a fuller or more absolute sense. It is more formal than **სიმართლე** in many contexts. | [CORE] |
| ჭეშმარიტი | ჭეშმარიტად | *č’ešmarit’ad* | adverb from *ჭეშმარიტი* | truly; verily | Used in elevated written style, sermons, literary prose, and rhetorical emphasis. It is much less common in casual speech than everyday adverbs like **მართლა** or **ნამდვილად**. | [CORE] |
| ნამდვილი | ნამდვილად | *namdvilad* | adverb from *ნამდვილი* | really; truly; indeed; genuinely | A very common adverb in speech and writing used to affirm that something is genuinely the case. It often adds emphasis, certainty, or sincerity. | [CORE] |
| ნამდვილი | ნამდვილობა | *namdviloba* | abstract noun from *ნამდვილი* | genuineness; authenticity; realness | Used when authenticity is being evaluated, especially for documents, objects, claims, or identity. It is less common than the adjective but clearly established. | [CORE] |
| სწორი | სისწორე | *sists’ore* | abstract noun from *სწორი* | correctness; rightness; accuracy | Used for the correctness or accuracy of information, reasoning, performance, or form. It is common in educational, technical, and evaluative contexts. | [CORE] |
| ყალბი | სიყალბე | *siq’albe* | abstract noun from *ყალბი* | falseness; counterfeit nature; insincerity | Refers to the quality of being false, fake, or insincere. It is used both for forged or inauthentic things and for hypocrisy or artificiality. | [CORE] |
| სარწმუნო | სარწმუნოება | *sarč’munoeba* | abstract noun from *სარწმუნო* | religion; creed; belief | In modern Georgian this usually means “religion” or “confession,” not simply “credibility.” Its connection to truth evaluation is indirect in ordinary use. | [MARGINAL] |
| სარწმუნო | სარწმუნოდ | *sarč’munod* | adverb from *სარწმუნო* | credibly; reliably | Used adverbially to describe information or presentation as believable and trustworthy. It is more typical of formal written usage than casual conversation. | [MARGINAL] |
| ზუსტი | სიზუსტე | *sizust’e* | abstract noun from *ზუსტი* | accuracy; precision; exactness | Refers to exactness in information, measurement, representation, or execution. It is frequent in education, science, administration, and technical contexts. | [CORE] |
| მსგავსი | მსგავსება | *msgavseba* | abstract noun from *მსგავსი* | resemblance; similarity; likeness | Used for the relation of likeness between originals and copies, people and portraits, or one case and another. It is common in ordinary and literary usage. | [CORE] |
| არსი | არსებითი | *arsebiti* | adjective from **არსი / არსებ-** | essential; substantial; fundamental | Used for features or distinctions considered basic rather than accidental. It appears in philosophical, legal, and formal explanatory contexts. | [CORE] |
