| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
|---|---|---|---|---|---|
| benar | — | basic adjective; ‘correct, true, right’ | true; correct; right | *Benar* is one of the most common Indonesian words for saying that a statement, answer, or report is correct or true. It is also used in broader evaluative contexts, such as judging an action or decision as right. | [CORE] |
| kebenaran | — | *ke- + benar + -an*; ‘truth, correctness’ | truth; correctness; rightness | *Kebenaran* is used for truth in general, including factual, moral, religious, and philosophical contexts. It can refer both to the truth of a proposition and to truth as an abstract value or principle. | [CORE] |
| membenarkan | — | *meN- + benar + -kan*; ‘to make correct; to justify; to confirm as true’ | to justify; to confirm; to validate; to correct | In ordinary usage, *membenarkan* can mean confirming that something is true or correct. It is also very common in moral and legal contexts for ‘justifying’ an act, argument, or decision. | [CORE] |
| betul | — | basic adjective; ‘correct, exact’ | correct; right; true; exact | *Betul* is widely used in speech and writing to affirm that something is correct. It often overlaps with *benar*, though in many contexts it sounds slightly more colloquial or conversational. | [CORE] |
| kebetulan | — | *ke- + betul + -an*; historically related, but synchronically ‘coincidence’ | coincidence; by chance | Although morphologically related to *betul*, modern *kebetulan* usually means ‘coincidence’ rather than ‘correctness’. Because its current usage does not normally evaluate truth or rightness, it is only a peripheral item here. | [MARGINAL] |
| tepat | — | basic adjective; ‘precise, exact, fitting’ | accurate; precise; appropriate; exact | *Tepat* is used for accuracy in statements, descriptions, measurements, timing, and choices. It also extends to judgments of appropriateness, as in whether a response, policy, or action is fitting. | [CORE] |
| ketepatan | — | *ke- + tepat + -an*; ‘accuracy, precision, appropriateness’ | accuracy; precision; exactness; appropriateness | *Ketepatan* commonly refers to the accuracy of data, wording, analysis, or identification. It is also used for precision in technical and administrative contexts, and sometimes for the appropriateness of a decision or measure. | [CORE] |
| tepat sasaran | — | ‘precise/right + target’ | well-targeted; on target; accurately directed | This fixed expression is common in policy, aid distribution, criticism, and planning. It evaluates whether an action, statement, or intervention reaches the correct object, group, or issue. | [CORE] |
| sesuai | — | *se- + suai*; ‘in accord, matching’ | appropriate; in accordance; suitable; consistent with | *Sesuai* is used when something matches a rule, fact, expectation, description, or standard. It is especially common in legal, bureaucratic, and formal contexts for conformity with documents, procedures, or reality. | [CORE] |
| kesesuaian | — | *ke- + sesuai + -an*; ‘conformity, correspondence, suitability’ | conformity; correspondence; consistency; suitability | *Kesesuaian* refers to the degree to which one thing matches another, such as data with evidence, conduct with rules, or a representation with the original. It is frequent in formal evaluation, auditing, and academic writing. | [CORE] |
| cocok | — | basic adjective/verb-like predicate; ‘to fit, match, suit’ | suitable; fitting; matching; compatible | *Cocok* is common in everyday speech for whether something suits a person, purpose, or situation. It can also be used for resemblance or matching, such as whether a description, sample, or identification fits. | [CORE] |
| kecocokan | — | *ke- + cocok + -an*; ‘compatibility, match, fit’ | compatibility; suitability; match | *Kecocokan* is used for the degree of fit between people, objects, categories, or evidence. It appears in both everyday and technical contexts, including matching records, profiles, or characteristics. | [CORE] |
| asli | — | basic adjective; ‘original, genuine’ | genuine; authentic; original; real | *Asli* is widely used to evaluate whether an object, document, artwork, or identity is genuine rather than fake or copied. It also appears in broader senses such as ‘native’ or ‘original’, but genuineness is a central use. | [CORE] |
| keaslian | — | *ke- + asli + -an*; ‘authenticity, originality’ | authenticity; originality; genuineness | *Keaslian* is common in discussions of documents, signatures, artifacts, artworks, and academic work. It evaluates whether something is genuinely what it claims to be, or whether it is original rather than derivative or forged. | [CORE] |
| palsu | — | basic adjective; ‘false, fake, counterfeit’ | fake; false; counterfeit | *Palsu* is used for forged documents, counterfeit goods, false identity, and deceptive representations. It directly contrasts with *asli* in many practical and legal contexts. | [CORE] |
| sah | — | basic adjective; ‘valid, legitimate, legally recognized’ | valid; legitimate; lawful; legally valid | *Sah* is especially important in legal, administrative, and religious contexts. It evaluates whether a marriage, contract, vote, document, or procedure is recognized as valid under the relevant rules or authority. | [CORE] |
| keabsahan | — | *ke- + absah + -an*; ‘validity, legitimacy’ | validity; legitimacy | *Keabsahan* is a formal noun used for the validity of evidence, documents, procedures, and institutional acts. It is common in legal and academic writing, often where procedural or evidential correctness is under scrutiny. | [CORE] |
| absah | — | basic adjective; ‘valid, legitimate’ | valid; legitimate | *Absah* overlaps strongly with *sah* but is often felt as more formal or technical. It is used in legal and bureaucratic contexts to assess whether a claim, document, or process has proper validity. | [CORE] |
| valid | — | borrowing from international vocabulary | valid | *Valid* is common in formal Indonesian, especially in academic, legal, bureaucratic, and technical settings. It is used for data, arguments, instruments, and documents judged acceptable or well-founded by relevant standards. | [CORE] |
| validitas | — | borrowing; ‘validity’ | validity | *Validitas* is especially frequent in research, testing, logic, and formal evaluation. It refers to the soundness or acceptability of methods, measurements, arguments, or evidence according to established criteria. | [CORE] |
| akurat | — | borrowing; ‘accurate’ | accurate | *Akurat* is widely used for information, reporting, measurement, and description that closely matches facts or reality. It is common in journalism, science, and public communication where factual precision is emphasized. | [CORE] |
| keakuratan | — | *ke- + akurat + -an*; ‘accuracy’ | accuracy | *Keakuratan* refers to the degree of factual or representational accuracy in data, statements, models, or reports. It is common in technical and evaluative writing where precision is measured or compared. | [CORE] |
| andal | — | basic adjective; ‘reliable, dependable’ | reliable; dependable | *Andal* is used for persons, systems, methods, and sources that can be trusted to function or perform consistently. It often concerns reliability rather than truth directly, but it is clearly relevant in evaluating evidence, testimony, or instruments. | [CORE] |
| keandalan | — | *ke- + andal + -an*; ‘reliability’ | reliability; dependability | *Keandalan* is common in technical, scientific, and evaluative contexts for the reliability of machines, systems, data sources, or procedures. It can also be used for the trustworthiness of a person or institution in carrying out responsibilities. | [CORE] |
| mirip | — | basic adjective; ‘similar, resembling’ | similar; resembling; look like | *Mirip* is used when one person, object, image, or account resembles another. It is relevant where likeness or representational similarity is being judged, such as in identification, portraits, or comparisons. | [CORE] |
| kemiripan | — | *ke- + mirip + -an*; ‘similarity, resemblance’ | similarity; resemblance | *Kemiripan* is used for the degree of resemblance between appearances, forms, narratives, or patterns. It appears in both everyday and formal contexts, including visual comparison and textual or conceptual similarity. | [CORE] |
| hakikat | — | borrowing; ‘essence, fundamental nature’ | essence; true nature; fundamental nature | *Hakikat* is used in philosophical, religious, and reflective discourse to refer to what something fundamentally is. It does not usually evaluate correctness in a narrow factual sense, but it is central when discussing the real nature or essence of a thing. | [CORE] |
| jati diri | — | ‘true/genuine + self’ | true identity; essential self; identity | *Jati diri* is a fixed expression referring to one’s true identity or essential character, whether personal, cultural, or national. It is common in moral, educational, and cultural discourse about authenticity and what someone or something fundamentally is. | [CORE] |
| sejati | — | basic adjective; ‘true, genuine, real’ | true; genuine; authentic; real | *Sejati* is often used in elevated or literary style for something genuine in essence, such as *cinta sejati* or *sahabat sejati*. It can also appear in reflective or philosophical contexts to contrast the merely apparent with the truly real. | [CORE] |
| patut | — | basic adjective; ‘proper, fitting, deserving’ | proper; appropriate; fitting; deserving | *Patut* is used to evaluate conduct, treatment, judgment, or response as proper or appropriate. It is common in moral, social, and formal registers, especially where rightness is judged in relation to norms rather than factual truth. | [CORE] |
