| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
|-----------|--------------|-----------------|-------------------|-------------|-------------------|------------------|
| kweli | ukweli | u-kweli | u- (noun class 11/14 abstract noun prefix) + kweli (truth root) | truth, reality, fact, the truth | Nominalizes the root into an abstract noun denoting truth as a concept or state of affairs. Used extensively in philosophical, legal, and everyday discourse to refer to truth as an entity or quality. | [CORE] |
| -ongo | uongo | u-ongo | u- (noun class 11/14 abstract noun prefix) + -ongo (lie/falsehood root) | lie, falsehood, untruth, deception | Nominalizes the root into an abstract noun denoting falsehood or deceptive statements. Parallel formation to ukweli, used in moral and everyday contexts. | [CORE] |
| sahihi | usahihi | u-sahihi | u- (noun class 11/14 abstract noun prefix) + sahihi (correct) | correctness, accuracy, validity, authenticity | Nominalizes the adjective into an abstract noun referring to the quality of being correct or accurate. Used in formal contexts discussing accuracy standards. | [CORE] |
| halisi | uhalisi | u-halisi | u- (noun class 11/14 abstract noun prefix) + halisi (genuine) | genuineness, authenticity, purity | Nominalizes the adjective into an abstract noun denoting the quality of being genuine or authentic. Used in discussions of authenticity and purity. | [CORE] |
| -adilifu | uadilifu | u-adilifu | u- (noun class 11/14 abstract noun prefix) + -adilifu (just/fair) | justice, fairness, honesty, integrity | Nominalizes the adjective into an abstract noun referring to the quality of being just or honest. Used in moral and legal discourse. | [CORE] |
| -danganya | -danganyifu | -dangany-ifu | -danganya (deceive verb root) + -ifu (adjectival suffix indicating characteristic quality) | deceptive, deceitful, fraudulent, misleading | Derives an adjective from the verb root, describing persons or things characterized by deception. Used in moral evaluations. | [CORE] |
| -danganyifu | mdanganyifu | m-danganyifu | m- (noun class 1 human agent prefix) + -danganyifu (deceptive) | deceiver, liar, fraud, deceptive person | Nominalizes the adjective to refer to a person characterized by deception. Used to identify deceitful individuals. | [CORE] |
| -danganyifu | udanganyifu | u-danganyifu | u- (noun class 11/14 abstract noun prefix) + -danganyifu (deceptive) | deceptiveness, deceitfulness, fraudulence | Nominalizes the adjective into an abstract noun denoting the quality of being deceptive. Used in discussions of deceptive character. | [CORE] |
| thibitisha | uthibitisho | u-thibitish-o | u- (noun class 11/14 abstract noun prefix) + thibitish- (verify stem) + -o (nominal suffix) | confirmation, verification, validation, proof, authentication | Nominalizes the verb into a noun denoting the act or result of verification. Used in formal validation contexts. | [CORE] |
| thibitisha | mthibitisho | m-thibitish-o | m- (noun class 3 object/result prefix) + thibitish- (verify stem) + -o (nominal suffix) | confirmation, proof, evidence, certificate | Nominalizes the verb into a concrete noun referring to documentary proof or evidence. Used for certificates and proof documents. | [CORE] |
| thibitisha | thibiti | thibiti | thibiti (basic verb stem without causative extension) | to be confirmed, to be established, to be firm, to be certain | Basic (non-causative) verb form indicating state of being confirmed or established. Less common than the causative form. | [CORE] |
| -shahidi | ushahidi | u-shahidi | u- (noun class 11/14 abstract noun prefix) + -shahidi (witness root) | evidence, testimony, witness, proof | Nominalizes the root into an abstract/mass noun denoting evidence or testimony. Commonly used in legal contexts. | [CORE] |
| -shahidi | shahidi | shahidi | shahidi (noun class 5/6 or 9/10) | witness (person) | Refers to a person who witnesses or testifies. Used in legal and everyday contexts for eyewitnesses. | [CORE] |
| -shahidi | shuhudia | shuhudi-a | shuhudi- (witness stem, variant of shahidi) + -a (verb final vowel) | to witness, to testify, to give evidence | Verbalizes the root, meaning to act as witness or give testimony. Common in legal and narrative contexts. | [CORE] |
| shuhudia | ushuhuda | u-shuhud-a | u- (noun class 11/14 abstract noun prefix) + shuhud- (witness stem) + -a | testimony, witnessing, evidence | Alternative nominalization emphasizing the act of witnessing or testimony given. Used interchangeably with ushahidi in some contexts. | [CORE] |
| hakika | hakikisha | hakik-isha | hakik- (certainty stem) + -ish- (causative suffix) + -a (verb final vowel) | to ensure, to make certain, to verify, to confirm, to ascertain | Causative verb meaning to cause something to be certain or to ensure accuracy. Very common in instructions and quality control contexts. | [CORE] |
| hakika | uhakika | u-hakika | u- (noun class 11/14 abstract noun prefix) + hakika (certainty) | certainty, sureness, definiteness | Nominalizes into abstract noun denoting the quality or state of being certain. Used in epistemic discussions. | [CORE] |
| sawa | sawazisha | sawaz-isha | sawa (equal) + -z- (extension) + -ish- (causative) + -a (verb final vowel) | to equalize, to make equal, to balance, to adjust | Causative verb meaning to make things equal or to adjust to proper level. Used in contexts of balancing or adjustment. | [CORE] |
| sawa | usawa | u-sawa | u- (noun class 11/14 abstract noun prefix) + sawa (equal) | equality, evenness, balance | Nominalizes into abstract noun denoting equality or balance. Used in discussions of equality and fairness. | [CORE] |
| kamili | ukamili | u-kamili | u- (noun class 11/14 abstract noun prefix) + kamili (complete) | completeness, perfection, wholeness | Nominalizes into abstract noun denoting the quality of being complete or perfect. Used in evaluative and philosophical contexts. | [CORE] |
| kamili | kamilisha | kamil-isha | kamil- (complete stem) + -ish- (causative suffix) + -a (verb final vowel) | to complete, to perfect, to finish, to make whole | Causative verb meaning to make complete or to bring to completion. Common in contexts of finishing tasks or perfecting things. | [CORE] |
| dhahiri | udhahiri | u-dhahiri | u- (noun class 11/14 abstract noun prefix) + dhahiri (evident) | evidence, manifestation, appearance, obviousness | Nominalizes into abstract noun denoting the quality of being evident or the state of manifestation. Used in discussions of evidence and appearance. | [CORE] |
| dhahiri | dhihirisha | dhihir-isha | dhihir- (evident stem, vowel harmony variant) + -ish- (causative suffix) + -a (verb final vowel) | to show, to demonstrate, to manifest, to make evident, to reveal | Causative verb meaning to make evident or to demonstrate. Common in contexts of showing or revealing information. | [CORE] |
| batili | ubatili | u-batili | u- (noun class 11/14 abstract noun prefix) + batili (false/invalid) | falsity, invalidity, nullity, falsehood | Nominalizes into abstract noun denoting the quality of being false or invalid. Used in legal and formal contexts. | [CORE] |
| batili | batilisha | batil-isha | batil- (false/invalid stem) + -ish- (causative suffix) + -a (verb final vowel) | to invalidate, to nullify, to cancel, to void, to annul | Causative verb meaning to make invalid or to nullify. Common in legal contexts for canceling or voiding documents and decisions. | [CORE] |
| hoja | hojiana | hoji-ana | hoji- (argument stem, verbalized) + -ana (reciprocal suffix) | to argue with each other, to debate, to dispute | Reciprocal verb form meaning to engage in mutual argumentation or debate. Used in contexts of discussion and dispute. | [CORE] |
| hoja | hoji | hoji | hoji (verb stem from hoja noun) | to argue, to reason, to present arguments | Basic verb form meaning to argue or present reasons. Less common than the reciprocal form. | [MARGINAL] |
| -bovu | ubovu | u-bovu | u- (noun class 11/14 abstract noun prefix) + -bovu (rotten/corrupt) | rottenness, corruption, decay, badness | Nominalizes into abstract noun denoting the quality of being rotten or corrupt. Used in moral and physical decay contexts. | [CORE] |
| -bovu | bovu | bovu | bovu (verb stem) | to rot, to decay, to become corrupt | Stative verb meaning to be in a state of rot or corruption. Used for both physical and moral decay. | [CORE] |
| -bovu | boza | boz-a | boz- (causative stem from bovu) + -a (verb final vowel) | to cause to rot, to corrupt, to spoil | Causative verb meaning to cause rotting or corruption. Used in contexts of spoiling or corrupting. | [CORE] |
| -nyofu | unyofu | u-nyofu | u- (noun class 11/14 abstract noun prefix) + -nyofu (straight/upright) | straightness, uprightness, honesty, integrity, directness | Nominalizes into abstract noun denoting the quality of being straight or honest. Used in moral evaluations of character. | [CORE] |
| -nyofu | nyofu | nyofu | nyofu (stative verb) | to be straight, to be upright, to be honest | Stative verb describing state of being straight or upright. Used for both physical straightness and moral uprightness. | [CORE] |
| -nyofu | nyofua | nyofu-a | nyofu- (straight stem) + -a (verb final vowel, extended form) | to straighten, to make straight, to correct | Causative/extended verb meaning to make straight or to straighten. Used for physical straightening and moral correction. | [CORE] |
| -tupu | utupu | u-tupu | u- (noun class 11/14 abstract noun prefix) + -tupu (empty) | emptiness, bareness, hollowness, vanity | Nominalizes into abstract noun denoting the quality of being empty or hollow. Used in physical and metaphorical contexts. | [CORE] |
