| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
|---|---|---|---|---|---|
| αλήθεια | alítheia | ancient formation; conventionally understood as “truth” | truth, reality | Used for the truth of a statement, but also more broadly for what is real or genuine. It appears in everyday speech, journalism, religion, and philosophy, including contrasts such as *αλήθεια ή ψέμα* “truth or lie.” | [CORE] |
| αληθινός | alithinós | from *αλήθεια*; “true, real” | true, real, genuine | Commonly describes something as real or genuine rather than fake, as in a person’s feelings, a story, or an object. It is also used evaluatively for authenticity in personal and aesthetic contexts, e.g. *αληθινός φίλος* “a true friend.” | [CORE] |
| αληθής | alithís | learned/adjectival form related to *αλήθεια* | true, truthful, correct | More formal and learned than *αληθινός*, often used for propositions, claims, or statements. It is common in formal writing, logic, law, and academic contexts, especially in phrases like *αληθής δήλωση* or *αληθές/ψευδές*. | [CORE] |
| σωστός | sostós | “right, correct” | correct, right, proper | Very common in everyday Greek for correctness, appropriateness, or rightness. It can evaluate answers, behavior, decisions, procedures, and even moral conduct, depending on context. | [CORE] |
| ορθός | orthós | “straight, upright” | correct, proper, right, orthodox | A more formal or elevated term than *σωστός*, often used in technical, academic, legal, and institutional language. It can refer to correct reasoning, proper procedure, or right form, and survives in many fixed expressions. | [CORE] |
| ορθότητα | orthótita | from *ορθός* + abstract suffix; “correctness” | correctness, accuracy, propriety | Used for the correctness of language, reasoning, procedure, or representation. It is frequent in formal discussion, especially where one evaluates whether something conforms to accepted standards. | [CORE] |
| ακρίβεια | akríveia | “precision, exactness” | accuracy, precision, exactness | Refers to factual or technical accuracy, as in measurements, descriptions, reporting, or reproduction. It is common in scientific, journalistic, and practical contexts where exact correspondence matters. | [CORE] |
| ακριβής | akrivís | adjectival form of *ακρίβεια* | accurate, precise, exact | Describes statements, data, instruments, depictions, or descriptions that are exact or accurate. It is widely used in both technical and ordinary contexts, often where factual fidelity is being assessed. | [CORE] |
| έγκυρος | énkyros | “valid, authoritative” | valid, authoritative, reliable | Used for sources, information, documents, arguments, and institutions that are recognized as valid or trustworthy. In legal and administrative contexts it often means formally valid; in public discourse it can mean reputable or authoritative. | [CORE] |
| εγκυρότητα | enkyrótita | from *έγκυρος* + abstract suffix; “validity” | validity, soundness, reliability | Common in legal, academic, and technical language for the validity of a claim, method, document, or inference. It often concerns whether something holds up under recognized criteria rather than merely seeming plausible. | [CORE] |
| έγκριτος | énkritos | historically “approved/distinguished” | reputable, distinguished, respected | Typically used for persons, institutions, or publications regarded as reputable or authoritative. It does not directly mean “true,” but often supports evaluations of reliability or credibility in public and professional contexts. | [CORE] |
| αυθεντικός | afthentikós | from *αυθεντία/αυθεντικός* tradition; “authentic” | authentic, genuine | Used for objects, works, styles, experiences, and persons judged to be genuine rather than imitation or artificial. It is common in art, commerce, food, tourism, and personal evaluation. | [CORE] |
| αυθεντικότητα | afthentikótita | from *αυθεντικός* + abstract suffix; “authenticity” | authenticity, genuineness | Refers to the quality of being genuine, original, or true to itself. It appears in discussions of art, identity, heritage, and interpersonal sincerity. | [CORE] |
| γνήσιος | gnísios | “genuine, legitimate by origin” | genuine, authentic, true | Used for genuine products, documents, emotions, or character, often with emphasis on legitimacy or non-counterfeit status. It can also describe a person as sincere or a trait as truly representative. | [CORE] |
| γνησιότητα | gnisiótita | from *γνήσιος* + abstract suffix; “genuineness” | genuineness, authenticity | Used especially in formal or evaluative contexts concerning whether something is genuine, original, or not forged. It is common in discussions of documents, artifacts, signatures, and also personal sincerity. | [CORE] |
| πραγματικός | pragmatikós | from *πράγμα* “thing”; “real, actual” | real, actual, genuine | Used to distinguish what is real or actual from what is apparent, fictional, nominal, or merely alleged. It is common in everyday speech and also in philosophical or legal contrasts involving what something fundamentally is. | [CORE] |
| πραγματικότητα | pragmatikótita | from *πραγματικός* + abstract suffix; “reality” | reality, actuality | Refers to reality as opposed to appearance, illusion, or representation. It is frequent in ordinary speech and in philosophical, political, and media discourse when discussing what is actually the case. | [CORE] |
| ουσία | ousía | “essence, substance” | essence, substance, core nature | Used for what something fundamentally is, especially in philosophical, theological, and reflective contexts. In broader usage it can also mean the essential point or substance of a matter, as opposed to superficial form. | [CORE] |
| ουσιώδης | ousiódis | from *ουσία*; “essential” | essential, substantial, fundamental | Describes features, distinctions, or elements that belong to the essence or are fundamentally important. It is common in formal writing, law, philosophy, and serious public discourse. | [CORE] |
| πιστός | pistós | related to *πίστη* “faith, trust” | faithful, loyal; accurate | Most commonly refers to loyalty or faithfulness, but it is also used for faithful reproduction or accurate rendering, as in translation or depiction. In that latter use it evaluates resemblance and fidelity to an original. | [CORE] |
| πιστότητα | pistótita | from *πιστός* + abstract suffix; “fidelity” | fidelity, faithfulness, accuracy | Used for fidelity in representation, reproduction, translation, or sound/image quality, as well as in interpersonal loyalty. It is especially relevant where one judges how closely something corresponds to an original. | [CORE] |
| απαράλλακτος | aparállaktos | “unchanged, unaltered” | identical, exact, unaltered | Used when something is reproduced or repeated exactly, without variation. It appears in formal and literary contexts, often to stress exact sameness or strict fidelity. | [CORE] |
| παραποιημένος | parapoïiménos | participial form from *παραποιώ* “to falsify, alter” | falsified, tampered with, forged | Used for documents, evidence, data, products, or representations that have been altered in a deceptive way. It is common in legal, journalistic, and administrative contexts involving authenticity and reliability. | [CORE] |
| πλαστός | plastós | “molded, fabricated” | fake, forged, counterfeit | Commonly used for forged documents, fake signatures, counterfeit goods, or fabricated evidence. It strongly marks lack of genuineness and is especially frequent in legal and everyday evaluative speech. | [CORE] |
| ψευδής | psevdís | “false” | false, untrue | A formal and widely used adjective for false statements, allegations, impressions, or indications. It is especially common in legal, academic, journalistic, and logical contexts. | [CORE] |
